,idind_m,idind_c,s52,s54,s58,wave,hhid_m,line_m,hhid_c,line_c,commid,t1,t2,t3,t4,t5
2016,212102018002.0,212102018003.0,0.0,1.0,204.0,2009.0,212102018.0,2.0,212102018.0,3.0,212102.0,21.0,2.0,1.0,2.0,18.0
2020,212102018002.0,212102018121.0,1.0,,,2009.0,212102018.0,2.0,212102018.0,121.0,212102.0,21.0,2.0,1.0,2.0,18.0
2035,212102020002.0,212102020003.0,1.0,,,2009.0,212102020.0,2.0,212102020.0,3.0,212102.0,21.0,2.0,1.0,2.0,20.0
2039,212102020002.0,212102020004.0,0.0,1.0,221.0,2009.0,212102020.0,2.0,212102020.0,4.0,212102.0,21.0,2.0,1.0,2.0,20.0
2046,212102061002.0,212102061003.0,0.0,1.0,240.0,2009.0,212102061.0,2.0,212102061.0,3.0,212102.0,21.0,2.0,1.0,2.0,61.0
2057,212102082002.0,212102082003.0,1.0,,,2009.0,212102082.0,2.0,212102082.0,3.0,212102.0,21.0,2.0,1.0,2.0,82.0
2062,212102085002.0,212102085003.0,0.0,1.0,204.0,2009.0,212102085.0,2.0,212102085.0,3.0,212102.0,21.0,2.0,1.0,2.0,85.0
2069,212102086002.0,212102086003.0,1.0,,,2009.0,212102086.0,2.0,212102086.0,3.0,212102.0,21.0,2.0,1.0,2.0,86.0
2070,212102087002.0,212102087003.0,,,,2009.0,212102087.0,2.0,212102087.0,3.0,212102.0,21.0,2.0,1.0,2.0,87.0
2074,212102087002.0,212102087004.0,,,,2009.0,212102087.0,2.0,212102087.0,4.0,212102.0,21.0,2.0,1.0,2.0,87.0
2084,212102121002.0,212102121003.0,0.0,1.0,204.0,2009.0,212102121.0,2.0,212102121.0,3.0,212102.0,21.0,2.0,1.0,2.0,121.0
2087,212103001002.0,212103001003.0,,,,2009.0,212103001.0,2.0,212103001.0,3.0,212103.0,21.0,2.0,1.0,3.0,1.0
2094,212103001002.0,212103001004.0,,,,2009.0,212103001.0,2.0,212103001.0,4.0,212103.0,21.0,2.0,1.0,3.0,1.0
2111,212103003002.0,212103003003.0,,,,2009.0,212103003.0,2.0,212103003.0,3.0,212103.0,21.0,2.0,1.0,3.0,3.0
2118,212103003002.0,212103003004.0,,,,2009.0,212103003.0,2.0,212103003.0,4.0,212103.0,21.0,2.0,1.0,3.0,3.0
2125,212103003002.0,212103003005.0,,,,2009.0,212103003.0,2.0,212103003.0,5.0,212103.0,21.0,2.0,1.0,3.0,3.0
2133,212103004002.0,212103004003.0,,,,2009.0,212103004.0,2.0,212103004.0,3.0,212103.0,21.0,2.0,1.0,3.0,4.0
2139,212103004002.0,212103004004.0,,,,2009.0,212103004.0,2.0,212103004.0,4.0,212103.0,21.0,2.0,1.0,3.0,4.0
2145,212103004002.0,212103004005.0,,,,2009.0,212103004.0,2.0,212103004.0,5.0,212103.0,21.0,2.0,1.0,3.0,4.0
2152,212103004004.0,212103004102.0,1.0,,,2009.0,212103004.0,4.0,212103004.0,102.0,212103.0,21.0,2.0,1.0,3.0,4.0
2161,212103007031.0,212103007032.0,1.0,,,2009.0,212103007.0,31.0,212103007.0,32.0,212103.0,21.0,2.0,1.0,3.0,7.0
2169,212103007031.0,212103007061.0,1.0,,,2009.0,212103007.0,31.0,212103007.0,61.0,212103.0,21.0,2.0,1.0,3.0,7.0
2171,212103008002.0,212103008003.0,0.0,1.0,192.0,2009.0,212103008.0,2.0,212103008.0,3.0,212103.0,21.0,2.0,1.0,3.0,8.0
2182,212103008002.0,212103008004.0,1.0,,,2009.0,212103008.0,2.0,212103008.0,4.0,212103.0,21.0,2.0,1.0,3.0,8.0
2209,212103012002.0,212103012004.0,,,,2009.0,212103012.0,2.0,212103012.0,4.0,212103.0,21.0,2.0,1.0,3.0,12.0
2215,212103012002.0,212103063001.0,,,,2009.0,212103012.0,2.0,212103063.0,1.0,212103.0,21.0,2.0,1.0,3.0,12.0
2221,212103013002.0,212103013003.0,,,,2009.0,212103013.0,2.0,212103013.0,3.0,212103.0,21.0,2.0,1.0,3.0,13.0
2224,212103013061.0,212103013062.0,,,,2009.0,212103013.0,61.0,212103013.0,62.0,212103.0,21.0,2.0,1.0,3.0,13.0
2228,212103014002.0,212103014003.0,,,,2009.0,212103014.0,2.0,212103014.0,3.0,212103.0,21.0,2.0,1.0,3.0,14.0
2236,212103015002.0,212103015003.0,0.0,1.0,334.0,2009.0,212103015.0,2.0,212103015.0,3.0,212103.0,21.0,2.0,1.0,3.0,15.0
2246,212103020002.0,212103020003.0,,,,2009.0,212103020.0,2.0,212103020.0,3.0,212103.0,21.0,2.0,1.0,3.0,20.0
2263,212103062002.0,212103062003.0,1.0,,,2009.0,212103062.0,2.0,212103062.0,3.0,212103.0,21.0,2.0,1.0,3.0,62.0
2270,212103063002.0,212103063003.0,1.0,,,2009.0,212103063.0,2.0,212103063.0,3.0,212103.0,21.0,2.0,1.0,3.0,63.0
2274,212103063002.0,212103063081.0,1.0,,,2009.0,212103063.0,2.0,212103063.0,81.0,212103.0,21.0,2.0,1.0,3.0,63.0
2279,212103064002.0,212103064003.0,1.0,,,2009.0,212103064.0,2.0,212103064.0,3.0,212103.0,21.0,2.0,1.0,3.0,64.0
2286,212103081002.0,212103081003.0,1.0,,,2009.0,212103081.0,2.0,212103081.0,3.0,212103.0,21.0,2.0,1.0,3.0,81.0
2289,212103081002.0,212103081004.0,0.0,1.0,267.0,2009.0,212103081.0,2.0,212103081.0,4.0,212103.0,21.0,2.0,1.0,3.0,81.0
2294,212103082002.0,212103082003.0,0.0,1.0,220.0,2009.0,212103082.0,2.0,212103082.0,3.0,212103.0,21.0,2.0,1.0,3.0,82.0
2302,212103084002.0,212103084003.0,1.0,,,2009.0,212103084.0,2.0,212103084.0,3.0,212103.0,21.0,2.0,1.0,3.0,84.0
2305,212103121002.0,212103121003.0,1.0,,,2009.0,212103121.0,2.0,212103121.0,3.0,212103.0,21.0,2.0,1.0,3.0,121.0
2306,212103122004.0,212103122005.0,,,,2009.0,212103122.0,4.0,212103122.0,5.0,212103.0,21.0,2.0,1.0,3.0,122.0
2309,212103122004.0,212103122006.0,,,,2009.0,212103122.0,4.0,212103122.0,6.0,212103.0,21.0,2.0,1.0,3.0,122.0
2312,212103123002.0,212103123003.0,1.0,,,2009.0,212103123.0,2.0,212103123.0,3.0,212103.0,21.0,2.0,1.0,3.0,123.0
2314,212103123002.0,212103123801.0,,,,2009.0,212103123.0,2.0,212103123.0,801.0,212103.0,21.0,2.0,1.0,3.0,123.0
2317,212104001002.0,212104001003.0,0.0,1.0,265.0,2009.0,212104001.0,2.0,212104001.0,3.0,212104.0,21.0,2.0,1.0,4.0,1.0
2324,212104001002.0,212104001021.0,0.0,1.0,218.0,2009.0,212104001.0,2.0,212104001.0,21.0,212104.0,21.0,2.0,1.0,4.0,1.0
2330,212104002002.0,212104002003.0,,,,2009.0,212104002.0,2.0,212104002.0,3.0,212104.0,21.0,2.0,1.0,4.0,2.0
2337,212104003002.0,212104003003.0,,,,2009.0,212104003.0,2.0,212104003.0,3.0,212104.0,21.0,2.0,1.0,4.0,3.0
2344,212104003002.0,212104003004.0,,,,2009.0,212104003.0,2.0,212104003.0,4.0,212104.0,21.0,2.0,1.0,4.0,3.0
2353,212104004002.0,212104004003.0,,,,2009.0,212104004.0,2.0,212104004.0,3.0,212104.0,21.0,2.0,1.0,4.0,4.0
2360,212104004002.0,212104004004.0,,,,2009.0,212104004.0,2.0,212104004.0,4.0,212104.0,21.0,2.0,1.0,4.0,4.0
2367,212104004002.0,212104004005.0,,,,2009.0,212104004.0,2.0,212104004.0,5.0,212104.0,21.0,2.0,1.0,4.0,4.0
2376,212104004002.0,212104004801.0,,,,2009.0,212104004.0,2.0,212104004.0,801.0,212104.0,21.0,2.0,1.0,4.0,4.0
2382,212104005002.0,212104005003.0,1.0,,,2009.0,212104005.0,2.0,212104005.0,3.0,212104.0,21.0,2.0,1.0,4.0,5.0
2389,212104006002.0,212104101001.0,0.0,1.0,288.0,2009.0,212104006.0,2.0,212104101.0,1.0,212104.0,21.0,2.0,1.0,4.0,6.0
2400,212104010002.0,212104010003.0,0.0,1.0,274.0,2009.0,212104010.0,2.0,212104010.0,3.0,212104.0,21.0,2.0,1.0,4.0,10.0
2417,212104013002.0,212104013003.0,,,,2009.0,212104013.0,2.0,212104013.0,3.0,212104.0,21.0,2.0,1.0,4.0,13.0
2423,212104013002.0,212104013005.0,,,,2009.0,212104013.0,2.0,212104013.0,5.0,212104.0,21.0,2.0,1.0,4.0,13.0
2429,212104013002.0,212104062001.0,,,,2009.0,212104013.0,2.0,212104062.0,1.0,212104.0,21.0,2.0,1.0,4.0,13.0
2434,212104015002.0,212104015003.0,0.0,1.0,206.0,2009.0,212104015.0,2.0,212104015.0,3.0,212104.0,21.0,2.0,1.0,4.0,15.0
2443,212104015002.0,212104015004.0,0.0,1.0,222.0,2009.0,212104015.0,2.0,212104015.0,4.0,212104.0,21.0,2.0,1.0,4.0,15.0
2452,212104016002.0,212104016003.0,,,,2009.0,212104016.0,2.0,212104016.0,3.0,212104.0,21.0,2.0,1.0,4.0,16.0
2459,212104016002.0,212104016801.0,,,,2009.0,212104016.0,2.0,212104016.0,801.0,212104.0,21.0,2.0,1.0,4.0,16.0
2466,212104016002.0,212104016802.0,,,,2009.0,212104016.0,2.0,212104016.0,802.0,212104.0,21.0,2.0,1.0,4.0,16.0
2473,212104016002.0,212104016803.0,,,,2009.0,212104016.0,2.0,212104016.0,803.0,212104.0,21.0,2.0,1.0,4.0,16.0
2480,212104016002.0,212104063001.0,,,,2009.0,212104016.0,2.0,212104063.0,1.0,212104.0,21.0,2.0,1.0,4.0,16.0
2485,212104019002.0,212104019003.0,1.0,,,2009.0,212104019.0,2.0,212104019.0,3.0,212104.0,21.0,2.0,1.0,4.0,19.0
2493,212104061002.0,212104061003.0,,,,2009.0,212104061.0,2.0,212104061.0,3.0,212104.0,21.0,2.0,1.0,4.0,61.0
2499,212104061121.0,212104061801.0,0.0,1.0,1.0,2009.0,212104061.0,121.0,212104061.0,801.0,212104.0,21.0,2.0,1.0,4.0,61.0
2502,212104062002.0,212104062101.0,1.0,,,2009.0,212104062.0,2.0,212104062.0,101.0,212104.0,21.0,2.0,1.0,4.0,62.0
2507,212104062002.0,212104062141.0,,,,2009.0,212104062.0,2.0,212104062.0,141.0,212104.0,21.0,2.0,1.0,4.0,62.0
2513,212104063002.0,212104063003.0,1.0,,,2009.0,212104063.0,2.0,212104063.0,3.0,212104.0,21.0,2.0,1.0,4.0,63.0
2519,212104063002.0,212104063121.0,1.0,,,2009.0,212104063.0,2.0,212104063.0,121.0,212104.0,21.0,2.0,1.0,4.0,63.0
2522,212104064002.0,212104064003.0,0.0,1.0,180.0,2009.0,212104064.0,2.0,212104064.0,3.0,212104.0,21.0,2.0,1.0,4.0,64.0
2531,212104064002.0,212104064004.0,1.0,,,2009.0,212104064.0,2.0,212104064.0,4.0,212104.0,21.0,2.0,1.0,4.0,64.0
2538,212104081002.0,212104081003.0,0.0,1.0,232.0,2009.0,212104081.0,2.0,212104081.0,3.0,212104.0,21.0,2.0,1.0,4.0,81.0
2543,212104082002.0,212104082003.0,1.0,,,2009.0,212104082.0,2.0,212104082.0,3.0,212104.0,21.0,2.0,1.0,4.0,82.0
2548,212104083002.0,212104083003.0,1.0,,,2009.0,212104083.0,2.0,212104083.0,3.0,212104.0,21.0,2.0,1.0,4.0,83.0
2552,212104083002.0,212104083004.0,1.0,,,2009.0,212104083.0,2.0,212104083.0,4.0,212104.0,21.0,2.0,1.0,4.0,83.0
2555,212104101002.0,212104101003.0,1.0,,,2009.0,212104101.0,2.0,212104101.0,3.0,212104.0,21.0,2.0,1.0,4.0,101.0
2563,212201002003.0,212201002006.0,,,,2009.0,212201002.0,3.0,212201002.0,6.0,212201.0,21.0,2.0,2.0,1.0,2.0
2569,212201003002.0,212201003003.0,,,,2009.0,212201003.0,2.0,212201003.0,3.0,212201.0,21.0,2.0,2.0,1.0,3.0
2576,212201003002.0,212201003004.0,,,,2009.0,212201003.0,2.0,212201003.0,4.0,212201.0,21.0,2.0,2.0,1.0,3.0
2584,212201003002.0,212201003801.0,,,,2009.0,212201003.0,2.0,212201003.0,801.0,212201.0,21.0,2.0,2.0,1.0,3.0
2593,212201007002.0,212201007003.0,0.0,1.0,240.0,2009.0,212201007.0,2.0,212201007.0,3.0,212201.0,21.0,2.0,2.0,1.0,7.0
2613,212201012002.0,212201012003.0,0.0,1.0,290.0,2009.0,212201012.0,2.0,212201012.0,3.0,212201.0,21.0,2.0,2.0,1.0,12.0
2619,212201015002.0,212201015003.0,,,,2009.0,212201015.0,2.0,212201015.0,3.0,212201.0,21.0,2.0,2.0,1.0,15.0
2626,212201015002.0,212201015004.0,,,,2009.0,212201015.0,2.0,212201015.0,4.0,212201.0,21.0,2.0,2.0,1.0,15.0
2635,212201017002.0,212201017003.0,0.0,1.0,230.0,2009.0,212201017.0,2.0,212201017.0,3.0,212201.0,21.0,2.0,2.0,1.0,17.0
2643,212201018002.0,212201018003.0,,,,2009.0,212201018.0,2.0,212201018.0,3.0,212201.0,21.0,2.0,2.0,1.0,18.0
2650,212201018002.0,212201018004.0,,,,2009.0,212201018.0,2.0,212201018.0,4.0,212201.0,21.0,2.0,2.0,1.0,18.0
2655,212201019002.0,212201019003.0,,,,2009.0,212201019.0,2.0,212201019.0,3.0,212201.0,21.0,2.0,2.0,1.0,19.0
2665,212201020002.0,212201020003.0,,,,2009.0,212201020.0,2.0,212201020.0,3.0,212201.0,21.0,2.0,2.0,1.0,20.0
2672,212201020002.0,212201020004.0,,,,2009.0,212201020.0,2.0,212201020.0,4.0,212201.0,21.0,2.0,2.0,1.0,20.0
2677,212201061002.0,212201061003.0,0.0,1.0,224.0,2009.0,212201061.0,2.0,212201061.0,3.0,212201.0,21.0,2.0,2.0,1.0,61.0
2691,212201068002.0,212201068003.0,0.0,1.0,236.0,2009.0,212201068.0,2.0,212201068.0,3.0,212201.0,21.0,2.0,2.0,1.0,68.0
2695,212201068002.0,212201068004.0,0.0,1.0,236.0,2009.0,212201068.0,2.0,212201068.0,4.0,212201.0,21.0,2.0,2.0,1.0,68.0
2701,212201069002.0,212201069003.0,0.0,1.0,212.0,2009.0,212201069.0,2.0,212201069.0,3.0,212201.0,21.0,2.0,2.0,1.0,69.0
2706,212201081002.0,212201081003.0,0.0,1.0,192.0,2009.0,212201081.0,2.0,212201081.0,3.0,212201.0,21.0,2.0,2.0,1.0,81.0
2711,212201083002.0,212201083003.0,,,,2009.0,212201083.0,2.0,212201083.0,3.0,212201.0,21.0,2.0,2.0,1.0,83.0
2715,212201083002.0,212201083801.0,,,,2009.0,212201083.0,2.0,212201083.0,801.0,212201.0,21.0,2.0,2.0,1.0,83.0
2719,212201084002.0,212201084801.0,,,,2009.0,212201084.0,2.0,212201084.0,801.0,212201.0,21.0,2.0,2.0,1.0,84.0
2723,212201084002.0,212201084802.0,,,,2009.0,212201084.0,2.0,212201084.0,802.0,212201.0,21.0,2.0,2.0,1.0,84.0
2726,212201122002.0,212201122003.0,0.0,1.0,233.0,2009.0,212201122.0,2.0,212201122.0,3.0,212201.0,21.0,2.0,2.0,1.0,122.0
2734,212202002002.0,212202002004.0,,,,2009.0,212202002.0,2.0,212202002.0,4.0,212202.0,21.0,2.0,2.0,2.0,2.0
2743,212202002002.0,212202002801.0,,,,2009.0,212202002.0,2.0,212202002.0,801.0,212202.0,21.0,2.0,2.0,2.0,2.0
2750,212202002002.0,212202002802.0,,,,2009.0,212202002.0,2.0,212202002.0,802.0,212202.0,21.0,2.0,2.0,2.0,2.0
2755,212202002002.0,212202121001.0,,,,2009.0,212202002.0,2.0,212202121.0,1.0,212202.0,21.0,2.0,2.0,2.0,2.0
2762,212202002002.0,212202122001.0,,,,2009.0,212202002.0,2.0,212202122.0,1.0,212202.0,21.0,2.0,2.0,2.0,2.0
2768,212202003002.0,212202003003.0,,,,2009.0,212202003.0,2.0,212202003.0,3.0,212202.0,21.0,2.0,2.0,2.0,3.0
2775,212202003002.0,212202003004.0,,,,2009.0,212202003.0,2.0,212202003.0,4.0,212202.0,21.0,2.0,2.0,2.0,3.0
2782,212202003002.0,212202003021.0,,,,2009.0,212202003.0,2.0,212202003.0,21.0,212202.0,21.0,2.0,2.0,2.0,3.0
2790,212202004002.0,212202004003.0,,,,2009.0,212202004.0,2.0,212202004.0,3.0,212202.0,21.0,2.0,2.0,2.0,4.0
2797,212202004002.0,212202004004.0,,,,2009.0,212202004.0,2.0,212202004.0,4.0,212202.0,21.0,2.0,2.0,2.0,4.0
2804,212202004002.0,212202004005.0,,,,2009.0,212202004.0,2.0,212202004.0,5.0,212202.0,21.0,2.0,2.0,2.0,4.0
2811,212202004005.0,212202004062.0,,,,2009.0,212202004.0,5.0,212202004.0,62.0,212202.0,21.0,2.0,2.0,2.0,4.0
2816,212202004101.0,212202004061.0,,,,2009.0,212202004.0,101.0,212202004.0,61.0,212202.0,21.0,2.0,2.0,2.0,4.0
2829,212202006002.0,212202006003.0,,,,2009.0,212202006.0,2.0,212202006.0,3.0,212202.0,21.0,2.0,2.0,2.0,6.0
2836,212202006002.0,212202006004.0,,,,2009.0,212202006.0,2.0,212202006.0,4.0,212202.0,21.0,2.0,2.0,2.0,6.0
2843,212202006002.0,212202006005.0,,,,2009.0,212202006.0,2.0,212202006.0,5.0,212202.0,21.0,2.0,2.0,2.0,6.0
2850,212202006002.0,212202006006.0,,,,2009.0,212202006.0,2.0,212202006.0,6.0,212202.0,21.0,2.0,2.0,2.0,6.0
2859,212202006002.0,212202006801.0,,,,2009.0,212202006.0,2.0,212202006.0,801.0,212202.0,21.0,2.0,2.0,2.0,6.0
2862,212202006101.0,212202006102.0,,,,2009.0,212202006.0,101.0,212202006.0,102.0,212202.0,21.0,2.0,2.0,2.0,6.0
2867,212202007002.0,212202007003.0,,,,2009.0,212202007.0,2.0,212202007.0,3.0,212202.0,21.0,2.0,2.0,2.0,7.0
2873,212202007002.0,212202007004.0,,,,2009.0,212202007.0,2.0,212202007.0,4.0,212202.0,21.0,2.0,2.0,2.0,7.0
2880,212202009002.0,212202009003.0,,,,2009.0,212202009.0,2.0,212202009.0,3.0,212202.0,21.0,2.0,2.0,2.0,9.0
2887,212202009002.0,212202009004.0,,,,2009.0,212202009.0,2.0,212202009.0,4.0,212202.0,21.0,2.0,2.0,2.0,9.0
2894,212202009002.0,212202009005.0,,,,2009.0,212202009.0,2.0,212202009.0,5.0,212202.0,21.0,2.0,2.0,2.0,9.0
2903,212202010002.0,212202010003.0,0.0,1.0,295.0,2009.0,212202010.0,2.0,212202010.0,3.0,212202.0,21.0,2.0,2.0,2.0,10.0
2908,212202010002.0,212202010021.0,0.0,1.0,24.0,2009.0,212202010.0,2.0,212202010.0,21.0,212202.0,21.0,2.0,2.0,2.0,10.0
2920,212202012002.0,212202012003.0,0.0,1.0,240.0,2009.0,212202012.0,2.0,212202012.0,3.0,212202.0,21.0,2.0,2.0,2.0,12.0
2925,212202012002.0,212202012004.0,0.0,1.0,238.0,2009.0,212202012.0,2.0,212202012.0,4.0,212202.0,21.0,2.0,2.0,2.0,12.0
2930,212202013002.0,212202013003.0,,,,2009.0,212202013.0,2.0,212202013.0,3.0,212202.0,21.0,2.0,2.0,2.0,13.0
2937,212202013002.0,212202013004.0,,,,2009.0,212202013.0,2.0,212202013.0,4.0,212202.0,21.0,2.0,2.0,2.0,13.0
2944,212202013002.0,212202013005.0,,,,2009.0,212202013.0,2.0,212202013.0,5.0,212202.0,21.0,2.0,2.0,2.0,13.0
2951,212202013002.0,212202013006.0,,,,2009.0,212202013.0,2.0,212202013.0,6.0,212202.0,21.0,2.0,2.0,2.0,13.0
2956,212202014002.0,212202014003.0,,,,2009.0,212202014.0,2.0,212202014.0,3.0,212202.0,21.0,2.0,2.0,2.0,14.0
2963,212202014002.0,212202014004.0,,,,2009.0,212202014.0,2.0,212202014.0,4.0,212202.0,21.0,2.0,2.0,2.0,14.0
2970,212202015002.0,212202015003.0,,,,2009.0,212202015.0,2.0,212202015.0,3.0,212202.0,21.0,2.0,2.0,2.0,15.0
2979,212202015002.0,212202015004.0,,,,2009.0,212202015.0,2.0,212202015.0,4.0,212202.0,21.0,2.0,2.0,2.0,15.0
2986,212202015002.0,212202015005.0,,,,2009.0,212202015.0,2.0,212202015.0,5.0,212202.0,21.0,2.0,2.0,2.0,15.0
2994,212202016002.0,212202016003.0,1.0,,,2009.0,212202016.0,2.0,212202016.0,3.0,212202.0,21.0,2.0,2.0,2.0,16.0
3001,212202016002.0,212202016004.0,1.0,,,2009.0,212202016.0,2.0,212202016.0,4.0,212202.0,21.0,2.0,2.0,2.0,16.0
3005,212202016123.0,212202016121.0,1.0,,,2009.0,212202016.0,123.0,212202016.0,121.0,212202.0,21.0,2.0,2.0,2.0,16.0
3007,212202016123.0,212202016122.0,1.0,,,2009.0,212202016.0,123.0,212202016.0,122.0,212202.0,21.0,2.0,2.0,2.0,16.0
3028,212202018121.0,212202018801.0,0.0,1.0,288.0,2009.0,212202018.0,121.0,212202018.0,801.0,212202.0,21.0,2.0,2.0,2.0,18.0
3030,212202018121.0,212202018802.0,0.0,1.0,264.0,2009.0,212202018.0,121.0,212202018.0,802.0,212202.0,21.0,2.0,2.0,2.0,18.0
3035,212202020002.0,212202020003.0,1.0,,,2009.0,212202020.0,2.0,212202020.0,3.0,212202.0,21.0,2.0,2.0,2.0,20.0
3052,212202062002.0,212202062004.0,1.0,,,2009.0,212202062.0,2.0,212202062.0,4.0,212202.0,21.0,2.0,2.0,2.0,62.0
3055,212202062002.0,212202062005.0,0.0,1.0,96.0,2009.0,212202062.0,2.0,212202062.0,5.0,212202.0,21.0,2.0,2.0,2.0,62.0
3059,212202063002.0,212202063003.0,,,,2009.0,212202063.0,2.0,212202063.0,3.0,212202.0,21.0,2.0,2.0,2.0,63.0
3071,212202066002.0,212202066003.0,,,,2009.0,212202066.0,2.0,212202066.0,3.0,212202.0,21.0,2.0,2.0,2.0,66.0
3076,212202066002.0,212202066004.0,,,,2009.0,212202066.0,2.0,212202066.0,4.0,212202.0,21.0,2.0,2.0,2.0,66.0
3081,212202081002.0,212202081003.0,0.0,1.0,121.0,2009.0,212202081.0,2.0,212202081.0,3.0,212202.0,21.0,2.0,2.0,2.0,81.0
3085,212202121002.0,212202121003.0,0.0,1.0,96.0,2009.0,212202121.0,2.0,212202121.0,3.0,212202.0,21.0,2.0,2.0,2.0,121.0
3087,212202122002.0,212202122003.0,0.0,1.0,98.0,2009.0,212202122.0,2.0,212202122.0,3.0,212202.0,21.0,2.0,2.0,2.0,122.0
3089,212202122002.0,212202122004.0,0.0,1.0,98.0,2009.0,212202122.0,2.0,212202122.0,4.0,212202.0,21.0,2.0,2.0,2.0,122.0
3093,212203001002.0,212203001003.0,0.0,1.0,252.0,2009.0,212203001.0,2.0,212203001.0,3.0,212203.0,21.0,2.0,2.0,3.0,1.0
3117,212203003002.0,212203003003.0,,,,2009.0,212203003.0,2.0,212203003.0,3.0,212203.0,21.0,2.0,2.0,3.0,3.0
3124,212203003002.0,212203003004.0,,,,2009.0,212203003.0,2.0,212203003.0,4.0,212203.0,21.0,2.0,2.0,3.0,3.0
3132,212203003002.0,212203003801.0,,,,2009.0,212203003.0,2.0,212203003.0,801.0,212203.0,21.0,2.0,2.0,3.0,3.0
3140,212203003081.0,212203003101.0,1.0,,,2009.0,212203003.0,81.0,212203003.0,101.0,212203.0,21.0,2.0,2.0,3.0,3.0
3162,212203006002.0,212203006003.0,,,,2009.0,212203006.0,2.0,212203006.0,3.0,212203.0,21.0,2.0,2.0,3.0,6.0
3172,212203008002.0,212203008003.0,,,,2009.0,212203008.0,2.0,212203008.0,3.0,212203.0,21.0,2.0,2.0,3.0,8.0
3179,212203008002.0,212203008004.0,,,,2009.0,212203008.0,2.0,212203008.0,4.0,212203.0,21.0,2.0,2.0,3.0,8.0
3186,212203008002.0,212203008801.0,,,,2009.0,212203008.0,2.0,212203008.0,801.0,212203.0,21.0,2.0,2.0,3.0,8.0
3194,212203008002.0,212203008802.0,,,,2009.0,212203008.0,2.0,212203008.0,802.0,212203.0,21.0,2.0,2.0,3.0,8.0
3208,212203012002.0,212203012003.0,,,,2009.0,212203012.0,2.0,212203012.0,3.0,212203.0,21.0,2.0,2.0,3.0,12.0
3215,212203012002.0,212203012801.0,,,,2009.0,212203012.0,2.0,212203012.0,801.0,212203.0,21.0,2.0,2.0,3.0,12.0
3222,212203012002.0,212203012802.0,,,,2009.0,212203012.0,2.0,212203012.0,802.0,212203.0,21.0,2.0,2.0,3.0,12.0
3229,212203012002.0,212203012803.0,,,,2009.0,212203012.0,2.0,212203012.0,803.0,212203.0,21.0,2.0,2.0,3.0,12.0
3251,212203015002.0,212203015003.0,,,,2009.0,212203015.0,2.0,212203015.0,3.0,212203.0,21.0,2.0,2.0,3.0,15.0
3258,212203015002.0,212203015801.0,,,,2009.0,212203015.0,2.0,212203015.0,801.0,212203.0,21.0,2.0,2.0,3.0,15.0
3266,212203018002.0,212203018003.0,0.0,1.0,224.0,2009.0,212203018.0,2.0,212203018.0,3.0,212203.0,21.0,2.0,2.0,3.0,18.0
3276,212203019002.0,212203019003.0,,,,2009.0,212203019.0,2.0,212203019.0,3.0,212203.0,21.0,2.0,2.0,3.0,19.0
3283,212203019002.0,212203019004.0,,,,2009.0,212203019.0,2.0,212203019.0,4.0,212203.0,21.0,2.0,2.0,3.0,19.0
3291,212203019002.0,212203019801.0,,,,2009.0,212203019.0,2.0,212203019.0,801.0,212203.0,21.0,2.0,2.0,3.0,19.0
3296,212203019021.0,212203019022.0,0.0,1.0,169.0,2009.0,212203019.0,21.0,212203019.0,22.0,212203.0,21.0,2.0,2.0,3.0,19.0
3305,212203019021.0,212203019081.0,1.0,,,2009.0,212203019.0,21.0,212203019.0,81.0,212203.0,21.0,2.0,2.0,3.0,19.0
3306,212203020002.0,212203020003.0,,,,2009.0,212203020.0,2.0,212203020.0,3.0,212203.0,21.0,2.0,2.0,3.0,20.0
3314,212203020002.0,212203020004.0,,,,2009.0,212203020.0,2.0,212203020.0,4.0,212203.0,21.0,2.0,2.0,3.0,20.0
3324,212203020002.0,212203020801.0,,,,2009.0,212203020.0,2.0,212203020.0,801.0,212203.0,21.0,2.0,2.0,3.0,20.0
3328,212203020081.0,212203020101.0,,,,2009.0,212203020.0,81.0,212203020.0,101.0,212203.0,21.0,2.0,2.0,3.0,20.0
3333,212203061002.0,212203061003.0,,,,2009.0,212203061.0,2.0,212203061.0,3.0,212203.0,21.0,2.0,2.0,3.0,61.0
3338,212203061002.0,212203061004.0,,,,2009.0,212203061.0,2.0,212203061.0,4.0,212203.0,21.0,2.0,2.0,3.0,61.0
3345,212203062002.0,212203062003.0,0.0,1.0,267.0,2009.0,212203062.0,2.0,212203062.0,3.0,212203.0,21.0,2.0,2.0,3.0,62.0
3349,212203062002.0,212203062004.0,0.0,1.0,283.0,2009.0,212203062.0,2.0,212203062.0,4.0,212203.0,21.0,2.0,2.0,3.0,62.0
3352,212203063002.0,212203063003.0,0.0,1.0,192.0,2009.0,212203063.0,2.0,212203063.0,3.0,212203.0,21.0,2.0,2.0,3.0,63.0
3358,212203063002.0,212203063004.0,0.0,1.0,156.0,2009.0,212203063.0,2.0,212203063.0,4.0,212203.0,21.0,2.0,2.0,3.0,63.0
3364,212203064002.0,212203064003.0,0.0,1.0,218.0,2009.0,212203064.0,2.0,212203064.0,3.0,212203.0,21.0,2.0,2.0,3.0,64.0
3376,212203083002.0,212203083801.0,,,,2009.0,212203083.0,2.0,212203083.0,801.0,212203.0,21.0,2.0,2.0,3.0,83.0
