,idind,b2d,c3,c5,c6,c7,c7b,c8,i18,i19,job,wave,c2,c4_89,c5_89,c6_89,c7_89,i100,i101,i102,i103,wage89_imp,c8_cln,i19_cln,hhid,line,commid,t1,t2,t3,t4,t5
34044,412303013003.0,,4.0,3.0,3.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303013.0,3.0,412303.0,41.0,2.0,3.0,3.0,13.0
34046,412303013061.0,,3.0,6.0,7.0,40.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303013.0,61.0,412303.0,41.0,2.0,3.0,3.0,13.0
34050,412303014001.0,,3.0,7.0,10.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303014.0,1.0,412303.0,41.0,2.0,3.0,3.0,14.0
34051,412303014001.0,,-9.0,9.0,-9.0,-99.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412303014.0,1.0,412303.0,41.0,2.0,3.0,3.0,14.0
34057,412303014002.0,,3.0,7.0,10.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303014.0,2.0,412303.0,41.0,2.0,3.0,3.0,14.0
34065,412303016001.0,,12.0,6.0,8.0,56.0,1.0,2000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303016.0,1.0,412303.0,41.0,2.0,3.0,3.0,16.0
34066,412303016001.0,,3.0,6.0,7.0,47.0,1.0,2000.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,412303016.0,1.0,412303.0,41.0,2.0,3.0,3.0,16.0
34074,412303016002.0,,12.0,7.0,10.0,70.0,1.0,4000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303016.0,2.0,412303.0,41.0,2.0,3.0,3.0,16.0
34075,412303016002.0,,3.0,5.0,8.0,40.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412303016.0,2.0,412303.0,41.0,2.0,3.0,3.0,16.0
34077,412303016003.0,,12.0,7.0,10.0,70.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303016.0,3.0,412303.0,41.0,2.0,3.0,3.0,16.0
34085,412303017001.0,,4.0,3.0,10.0,70.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303017.0,1.0,412303.0,41.0,2.0,3.0,3.0,17.0
34086,412303017001.0,,12.0,5.0,6.0,0.0,1.0,1000.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,412303017.0,1.0,412303.0,41.0,2.0,3.0,3.0,17.0
34094,412303017002.0,,4.0,3.0,8.0,56.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303017.0,2.0,412303.0,41.0,2.0,3.0,3.0,17.0
34095,412303017002.0,,12.0,5.0,6.0,0.0,1.0,1000.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,412303017.0,2.0,412303.0,41.0,2.0,3.0,3.0,17.0
34102,412303018001.0,,8.0,7.0,10.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303018.0,1.0,412303.0,41.0,2.0,3.0,3.0,18.0
34103,412303018001.0,,2.0,6.0,7.0,40.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412303018.0,1.0,412303.0,41.0,2.0,3.0,3.0,18.0
34108,412303018002.0,,3.0,5.0,5.0,35.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303018.0,2.0,412303.0,41.0,2.0,3.0,3.0,18.0
34109,412303018002.0,,12.0,7.0,8.0,28.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412303018.0,2.0,412303.0,41.0,2.0,3.0,3.0,18.0
34114,412303019001.0,,3.0,5.0,7.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303019.0,1.0,412303.0,41.0,2.0,3.0,3.0,19.0
34123,412303019003.0,,3.0,6.0,8.0,48.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303019.0,3.0,412303.0,41.0,2.0,3.0,3.0,19.0
34129,412303019061.0,1500.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303019.0,61.0,412303.0,41.0,2.0,3.0,3.0,19.0
34133,412303020001.0,,3.0,4.0,3.0,12.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303020.0,1.0,412303.0,41.0,2.0,3.0,3.0,20.0
34138,412303020002.0,,3.0,5.0,6.0,35.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303020.0,2.0,412303.0,41.0,2.0,3.0,3.0,20.0
34146,412303061001.0,,3.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303061.0,1.0,412303.0,41.0,2.0,3.0,3.0,61.0
34149,412303061002.0,,3.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303061.0,2.0,412303.0,41.0,2.0,3.0,3.0,61.0
34156,412303081001.0,,3.0,6.0,6.0,49.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303081.0,1.0,412303.0,41.0,2.0,3.0,3.0,81.0
34157,412303081001.0,,2.0,7.0,8.0,0.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412303081.0,1.0,412303.0,41.0,2.0,3.0,3.0,81.0
34162,412303081002.0,,3.0,6.0,7.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303081.0,2.0,412303.0,41.0,2.0,3.0,3.0,81.0
34163,412303081002.0,,4.0,7.0,9.0,60.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412303081.0,2.0,412303.0,41.0,2.0,3.0,3.0,81.0
34166,412303082001.0,,2.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,510.0,0.0,,,,,412303082.0,1.0,412303.0,41.0,2.0,3.0,3.0,82.0
34171,412303121001.0,,4.0,5.0,5.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303121.0,1.0,412303.0,41.0,2.0,3.0,3.0,121.0
34172,412303121001.0,,8.0,3.0,8.0,0.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412303121.0,1.0,412303.0,41.0,2.0,3.0,3.0,121.0
34178,412303121002.0,,4.0,5.0,5.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303121.0,2.0,412303.0,41.0,2.0,3.0,3.0,121.0
34179,412303121002.0,,5.0,5.0,6.0,0.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412303121.0,2.0,412303.0,41.0,2.0,3.0,3.0,121.0
34182,412303122001.0,,7.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412303122.0,1.0,412303.0,41.0,2.0,3.0,3.0,122.0
34183,412303122001.0,,2.0,7.0,10.0,10.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412303122.0,1.0,412303.0,41.0,2.0,3.0,3.0,122.0
34186,412303122002.0,,2.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,200.0,,,,412303122.0,2.0,412303.0,41.0,2.0,3.0,3.0,122.0
34187,412303122002.0,,5.0,6.0,6.0,36.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412303122.0,2.0,412303.0,41.0,2.0,3.0,3.0,122.0
34205,412304001002.0,,3.0,6.0,10.0,60.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304001.0,2.0,412304.0,41.0,2.0,3.0,4.0,1.0
34206,412304001002.0,,6.0,4.0,7.0,28.0,1.0,300.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,412304001.0,2.0,412304.0,41.0,2.0,3.0,4.0,1.0
34211,412304001101.0,,3.0,6.0,8.0,48.0,1.0,1200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304001.0,101.0,412304.0,41.0,2.0,3.0,4.0,1.0
34212,412304001101.0,,9.0,6.0,8.0,48.0,1.0,1200.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,412304001.0,101.0,412304.0,41.0,2.0,3.0,4.0,1.0
34227,412304003101.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304003.0,101.0,412304.0,41.0,2.0,3.0,4.0,3.0
34232,412304004001.0,,3.0,7.0,8.0,56.0,1.0,320.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304004.0,1.0,412304.0,41.0,2.0,3.0,4.0,4.0
34238,412304004002.0,,2.0,5.0,7.0,35.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,300.0,,,,412304004.0,2.0,412304.0,41.0,2.0,3.0,4.0,4.0
34244,412304004003.0,,2.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,20000.0,0.0,,,,,412304004.0,3.0,412304.0,41.0,2.0,3.0,4.0,4.0
34245,412304004003.0,,10.0,4.0,10.0,0.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412304004.0,3.0,412304.0,41.0,2.0,3.0,4.0,4.0
34248,412304005001.0,,2.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,80.0,,,,412304005.0,1.0,412304.0,41.0,2.0,3.0,4.0,5.0
34252,412304005002.0,,2.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,130.0,,,,412304005.0,2.0,412304.0,41.0,2.0,3.0,4.0,5.0
34257,412304006003.0,,3.0,5.0,6.0,42.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304006.0,3.0,412304.0,41.0,2.0,3.0,4.0,6.0
34258,412304006003.0,,5.0,6.0,8.0,48.0,1.0,1000.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,412304006.0,3.0,412304.0,41.0,2.0,3.0,4.0,6.0
34263,412304007001.0,,3.0,4.0,6.0,42.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304007.0,1.0,412304.0,41.0,2.0,3.0,4.0,7.0
34266,412304007002.0,,3.0,6.0,8.0,42.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304007.0,2.0,412304.0,41.0,2.0,3.0,4.0,7.0
34270,412304007003.0,,3.0,4.0,6.0,42.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304007.0,3.0,412304.0,41.0,2.0,3.0,4.0,7.0
34272,412304007021.0,,3.0,5.0,6.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304007.0,21.0,412304.0,41.0,2.0,3.0,4.0,7.0
34274,412304008001.0,,3.0,3.0,8.0,36.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304008.0,1.0,412304.0,41.0,2.0,3.0,4.0,8.0
34279,412304008002.0,,3.0,5.0,8.0,40.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304008.0,2.0,412304.0,41.0,2.0,3.0,4.0,8.0
34282,412304008121.0,,9.0,6.0,7.0,42.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,6000.0,0.0,,,,,412304008.0,121.0,412304.0,41.0,2.0,3.0,4.0,8.0
34287,412304010121.0,,3.0,7.0,8.0,42.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,8000.0,0.0,,,,,412304010.0,121.0,412304.0,41.0,2.0,3.0,4.0,10.0
34292,412304011001.0,,3.0,3.0,8.0,36.0,1.0,400.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304011.0,1.0,412304.0,41.0,2.0,3.0,4.0,11.0
34294,412304011002.0,,3.0,3.0,8.0,32.0,1.0,400.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304011.0,2.0,412304.0,41.0,2.0,3.0,4.0,11.0
34297,412304011031.0,,8.0,6.0,-9.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,100.0,,,,412304011.0,31.0,412304.0,41.0,2.0,3.0,4.0,11.0
34301,412304012001.0,,6.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304012.0,1.0,412304.0,41.0,2.0,3.0,4.0,12.0
34302,412304012001.0,,2.0,7.0,10.0,0.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412304012.0,1.0,412304.0,41.0,2.0,3.0,4.0,12.0
34305,412304012002.0,,2.0,7.0,10.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304012.0,2.0,412304.0,41.0,2.0,3.0,4.0,12.0
34312,412304013001.0,,2.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,300.0,,,,412304013.0,1.0,412304.0,41.0,2.0,3.0,4.0,13.0
34317,412304013002.0,,2.0,7.0,10.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,1000.0,,,,412304013.0,2.0,412304.0,41.0,2.0,3.0,4.0,13.0
34318,412304013002.0,,2.0,7.0,1.0,7.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412304013.0,2.0,412304.0,41.0,2.0,3.0,4.0,13.0
34335,412304015001.0,,2.0,7.0,10.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,200.0,,,,412304015.0,1.0,412304.0,41.0,2.0,3.0,4.0,15.0
34340,412304015005.0,,2.0,7.0,10.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304015.0,5.0,412304.0,41.0,2.0,3.0,4.0,15.0
34351,412304017001.0,,2.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,7200.0,0.0,,,,,412304017.0,1.0,412304.0,41.0,2.0,3.0,4.0,17.0
34352,412304017001.0,,9.0,6.0,8.0,48.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412304017.0,1.0,412304.0,41.0,2.0,3.0,4.0,17.0
34361,412304017061.0,,2.0,7.0,8.0,60.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304017.0,61.0,412304.0,41.0,2.0,3.0,4.0,17.0
34367,412304019004.0,,2.0,7.0,8.0,8.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304019.0,4.0,412304.0,41.0,2.0,3.0,4.0,19.0
34376,412304019106.0,,2.0,7.0,8.0,7.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304019.0,106.0,412304.0,41.0,2.0,3.0,4.0,19.0
34379,412304020001.0,,2.0,7.0,8.0,16.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,4800.0,0.0,,,,,412304020.0,1.0,412304.0,41.0,2.0,3.0,4.0,20.0
34380,412304020001.0,,4.0,6.0,9.0,-99.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412304020.0,1.0,412304.0,41.0,2.0,3.0,4.0,20.0
34386,412304020002.0,,2.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304020.0,2.0,412304.0,41.0,2.0,3.0,4.0,20.0
34390,412304020003.0,,3.0,6.0,-9.0,-99.0,1.0,1000.0,1.0,12000.0,1.0,2009.0,1.0,,,,,1.0,12000.0,0.0,,,,,412304020.0,3.0,412304.0,41.0,2.0,3.0,4.0,20.0
34391,412304020003.0,,8.0,6.0,-9.0,-99.0,1.0,1000.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,412304020.0,3.0,412304.0,41.0,2.0,3.0,4.0,20.0
34395,412304020004.0,,2.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304020.0,4.0,412304.0,41.0,2.0,3.0,4.0,20.0
34396,412304020121.0,,2.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304020.0,121.0,412304.0,41.0,2.0,3.0,4.0,20.0
34400,412304061001.0,,2.0,7.0,9.0,60.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304061.0,1.0,412304.0,41.0,2.0,3.0,4.0,61.0
34401,412304061001.0,,3.0,7.0,10.0,-99.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412304061.0,1.0,412304.0,41.0,2.0,3.0,4.0,61.0
34404,412304081001.0,,2.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304081.0,1.0,412304.0,41.0,2.0,3.0,4.0,81.0
34406,412304082001.0,,-9.0,9.0,-9.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304082.0,1.0,412304.0,41.0,2.0,3.0,4.0,82.0
34410,412304121002.0,,2.0,7.0,10.0,35.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304121.0,2.0,412304.0,41.0,2.0,3.0,4.0,121.0
34414,412304122001.0,,3.0,3.0,8.0,8.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304122.0,1.0,412304.0,41.0,2.0,3.0,4.0,122.0
34415,412304122001.0,,8.0,7.0,10.0,0.0,1.0,2000.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,412304122.0,1.0,412304.0,41.0,2.0,3.0,4.0,122.0
34416,412304122002.0,,-9.0,9.0,-9.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304122.0,2.0,412304.0,41.0,2.0,3.0,4.0,122.0
34419,412304123001.0,,8.0,7.0,12.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304123.0,1.0,412304.0,41.0,2.0,3.0,4.0,123.0
34420,412304123001.0,,2.0,7.0,8.0,0.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412304123.0,1.0,412304.0,41.0,2.0,3.0,4.0,123.0
34422,412304123002.0,,2.0,7.0,10.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304123.0,2.0,412304.0,41.0,2.0,3.0,4.0,123.0
34425,412304124001.0,,6.0,6.0,12.0,60.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,100.0,,,,412304124.0,1.0,412304.0,41.0,2.0,3.0,4.0,124.0
34426,412304124001.0,,2.0,7.0,10.0,0.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412304124.0,1.0,412304.0,41.0,2.0,3.0,4.0,124.0
34428,412304124002.0,,2.0,7.0,10.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412304124.0,2.0,412304.0,41.0,2.0,3.0,4.0,124.0
34431,412304141001.0,,3.0,3.0,8.0,48.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,1.0,6000.0,0.0,,,,,412304008.0,4.0,412304.0,41.0,2.0,3.0,4.0,8.0
34432,412304141001.0,,3.0,3.0,5.0,24.0,1.0,3000.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,412304008.0,4.0,412304.0,41.0,2.0,3.0,4.0,8.0
34459,412401002021.0,,-9.0,9.0,-9.0,60.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,6000.0,0.0,,,,,412401002.0,21.0,412401.0,41.0,2.0,4.0,1.0,2.0
34471,412401003002.0,1700.0,,,,,,,,,1.0,2009.0,1.0,,,,,1.0,18000.0,0.0,,,,,412401003.0,2.0,412401.0,41.0,2.0,4.0,1.0,3.0
34477,412401003081.0,,12.0,5.0,8.0,60.0,1.0,1300.0,1.0,-9999.0,1.0,2009.0,1.0,,,,,1.0,12000.0,0.0,,,,,412401003.0,81.0,412401.0,41.0,2.0,4.0,1.0,3.0
34481,412401004001.0,,12.0,6.0,8.0,48.0,1.0,700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401004.0,1.0,412401.0,41.0,2.0,4.0,1.0,4.0
34486,412401004002.0,,12.0,7.0,8.0,64.0,1.0,600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401004.0,2.0,412401.0,41.0,2.0,4.0,1.0,4.0
34492,412401005001.0,,5.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401005.0,1.0,412401.0,41.0,2.0,4.0,1.0,5.0
34496,412401005002.0,,5.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401005.0,2.0,412401.0,41.0,2.0,4.0,1.0,5.0
34501,412401005101.0,,7.0,6.0,10.0,60.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401005.0,101.0,412401.0,41.0,2.0,4.0,1.0,5.0
34506,412401006001.0,,6.0,5.0,8.0,40.0,1.0,6000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401006.0,1.0,412401.0,41.0,2.0,4.0,1.0,6.0
34510,412401006004.0,,6.0,7.0,8.0,56.0,1.0,500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401006.0,4.0,412401.0,41.0,2.0,4.0,1.0,6.0
34511,412401006005.0,,6.0,6.0,8.0,48.0,1.0,600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401006.0,5.0,412401.0,41.0,2.0,4.0,1.0,6.0
34543,412401009033.0,,7.0,5.0,9.0,45.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401009.0,33.0,412401.0,41.0,2.0,4.0,1.0,9.0
34544,412401009034.0,,9.0,6.0,10.0,60.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401009.0,34.0,412401.0,41.0,2.0,4.0,1.0,9.0
34547,412401010122.0,,12.0,7.0,8.0,60.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,10000.0,0.0,,,,,412401010.0,122.0,412401.0,41.0,2.0,4.0,1.0,10.0
34549,412401010123.0,,12.0,7.0,8.0,60.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,8000.0,0.0,,,,,412401010.0,123.0,412401.0,41.0,2.0,4.0,1.0,10.0
34551,412401010124.0,,12.0,7.0,8.0,60.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,1000.0,0.0,,,,,412401010.0,124.0,412401.0,41.0,2.0,4.0,1.0,10.0
34557,412401011001.0,,5.0,7.0,10.0,70.0,1.0,1050.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401011.0,1.0,412401.0,41.0,2.0,4.0,1.0,11.0
34561,412401011002.0,,9.0,6.0,8.0,48.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401011.0,2.0,412401.0,41.0,2.0,4.0,1.0,11.0
34574,412401012021.0,,11.0,6.0,10.0,60.0,1.0,600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401012.0,21.0,412401.0,41.0,2.0,4.0,1.0,12.0
34587,412401013006.0,,10.0,6.0,8.0,48.0,1.0,900.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401013.0,6.0,412401.0,41.0,2.0,4.0,1.0,13.0
34588,412401013121.0,,11.0,5.0,8.0,40.0,1.0,800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401013.0,121.0,412401.0,41.0,2.0,4.0,1.0,13.0
34590,412401014001.0,,10.0,5.0,6.0,30.0,1.0,2000.0,0.0,,1.0,2009.0,1.0,,,,,1.0,400.0,1.0,500.0,,,,412401014.0,1.0,412401.0,41.0,2.0,4.0,1.0,14.0
34596,412401014002.0,,10.0,5.0,6.0,30.0,1.0,2200.0,0.0,,1.0,2009.0,1.0,,,,,1.0,400.0,1.0,500.0,,,,412401014.0,2.0,412401.0,41.0,2.0,4.0,1.0,14.0
34597,412401014005.0,,10.0,5.0,6.0,30.0,1.0,1800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401014.0,5.0,412401.0,41.0,2.0,4.0,1.0,14.0
34609,412401015081.0,,6.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,6000.0,0.0,,,,,412401015.0,81.0,412401.0,41.0,2.0,4.0,1.0,15.0
34646,412401031001.0,,12.0,7.0,7.0,49.0,1.0,500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401031.0,1.0,412401.0,41.0,2.0,4.0,1.0,31.0
34652,412401031003.0,,12.0,7.0,8.0,56.0,1.0,800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401031.0,3.0,412401.0,41.0,2.0,4.0,1.0,31.0
34655,412401031004.0,,3.0,7.0,10.0,0.0,1.0,400.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401031.0,4.0,412401.0,41.0,2.0,4.0,1.0,31.0
34661,412401032002.0,,12.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401032.0,2.0,412401.0,41.0,2.0,4.0,1.0,32.0
34664,412401032003.0,,12.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401032.0,3.0,412401.0,41.0,2.0,4.0,1.0,32.0
34671,412401061001.0,,9.0,5.0,10.0,50.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401061.0,1.0,412401.0,41.0,2.0,4.0,1.0,61.0
34677,412401062001.0,,10.0,6.0,8.0,48.0,1.0,1900.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401062.0,1.0,412401.0,41.0,2.0,4.0,1.0,62.0
34685,412401062121.0,1200.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401062.0,121.0,412401.0,41.0,2.0,4.0,1.0,62.0
34688,412401121002.0,,2.0,7.0,10.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412401121.0,2.0,412401.0,41.0,2.0,4.0,1.0,121.0
34701,412402001001.0,,3.0,4.0,5.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402001.0,1.0,412402.0,41.0,2.0,4.0,2.0,1.0
34705,412402001002.0,,3.0,4.0,5.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402001.0,2.0,412402.0,41.0,2.0,4.0,2.0,1.0
34718,412402003001.0,,6.0,7.0,9.0,90.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,7000.0,0.0,,,,,412402003.0,1.0,412402.0,41.0,2.0,4.0,2.0,3.0
34719,412402003001.0,,6.0,7.0,10.0,70.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412402003.0,1.0,412402.0,41.0,2.0,4.0,2.0,3.0
34726,412402003002.0,,6.0,7.0,3.0,21.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402003.0,2.0,412402.0,41.0,2.0,4.0,2.0,3.0
34731,412402003003.0,,9.0,5.0,8.0,40.0,1.0,600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402003.0,3.0,412402.0,41.0,2.0,4.0,2.0,3.0
