,h2,h3,h4,wave,method,h3_cln,h4_cln,hhid,commid,t1,t2,t3,t4,t5
1923,1.0,8200.0,1200.0,2009.0,,,,371202122.0,371202.0,37.0,1.0,2.0,2.0,122.0
1951,2.0,3000.0,1000.0,2009.0,,,,372101013.0,372101.0,37.0,2.0,1.0,1.0,13.0
1962,1.0,3000.0,1500.0,2009.0,,,,372102008.0,372102.0,37.0,2.0,1.0,2.0,8.0
1974,5.0,2000.0,100.0,2009.0,,,,372103008.0,372103.0,37.0,2.0,1.0,3.0,8.0
1977,1.0,-9999.0,-9999.0,2009.0,,,,372103011.0,372103.0,37.0,2.0,1.0,3.0,11.0
1994,1.0,1000.0,0.0,2009.0,,,,372104013.0,372104.0,37.0,2.0,1.0,4.0,13.0
2001,2.0,3000.0,200.0,2009.0,,,,372104015.0,372104.0,37.0,2.0,1.0,4.0,15.0
2003,2.0,5000.0,1600.0,2009.0,,,,372104016.0,372104.0,37.0,2.0,1.0,4.0,16.0
2006,6.0,2000.0,0.0,2009.0,,,,372104081.0,372104.0,37.0,2.0,1.0,4.0,81.0
2008,2.0,-9999.0,-9999.0,2009.0,,,,372104082.0,372104.0,37.0,2.0,1.0,4.0,82.0
2018,1.0,2000.0,500.0,2009.0,,,,372201002.0,372201.0,37.0,2.0,2.0,1.0,2.0
2024,1.0,20000.0,6600.0,2009.0,,,,372201003.0,372201.0,37.0,2.0,2.0,1.0,3.0
2059,1.0,2800.0,800.0,2009.0,,,,372201013.0,372201.0,37.0,2.0,2.0,1.0,13.0
2093,5.0,4000.0,0.0,2009.0,,,,372201124.0,372201.0,37.0,2.0,2.0,1.0,124.0
2094,2.0,2400.0,500.0,2009.0,,,,372201127.0,372201.0,37.0,2.0,2.0,1.0,127.0
2095,2.0,3500.0,1800.0,2009.0,,,,372201128.0,372201.0,37.0,2.0,2.0,1.0,128.0
2111,6.0,2000.0,0.0,2009.0,,,,372203018.0,372203.0,37.0,2.0,2.0,3.0,18.0
2117,1.0,1000.0,-9999.0,2009.0,,,,372204001.0,372204.0,37.0,2.0,2.0,4.0,1.0
2126,1.0,800.0,-9999.0,2009.0,,,,372204002.0,372204.0,37.0,2.0,2.0,4.0,2.0
2131,1.0,2000.0,-9999.0,2009.0,,,,372204003.0,372204.0,37.0,2.0,2.0,4.0,3.0
2135,1.0,1200.0,-9999.0,2009.0,,,,372204004.0,372204.0,37.0,2.0,2.0,4.0,4.0
2140,1.0,1000.0,200.0,2009.0,,,,372204005.0,372204.0,37.0,2.0,2.0,4.0,5.0
2155,5.0,900.0,0.0,2009.0,,,,372204012.0,372204.0,37.0,2.0,2.0,4.0,12.0
2156,6.0,1200.0,1200.0,2009.0,,,,372204012.0,372204.0,37.0,2.0,2.0,4.0,12.0
2161,1.0,1500.0,500.0,2009.0,,,,372204015.0,372204.0,37.0,2.0,2.0,4.0,15.0
2175,1.0,1750.0,0.0,2009.0,,,,372204018.0,372204.0,37.0,2.0,2.0,4.0,18.0
2180,1.0,1300.0,600.0,2009.0,,,,372204019.0,372204.0,37.0,2.0,2.0,4.0,19.0
2186,1.0,-9999.0,-9999.0,2009.0,,,,372204020.0,372204.0,37.0,2.0,2.0,4.0,20.0
2195,1.0,4000.0,1000.0,2009.0,,,,372301001.0,372301.0,37.0,2.0,3.0,1.0,1.0
2198,1.0,2000.0,-9999.0,2009.0,,,,372301002.0,372301.0,37.0,2.0,3.0,1.0,2.0
2200,3.0,-9999.0,-9999.0,2009.0,,,,372301009.0,372301.0,37.0,2.0,3.0,1.0,9.0
2203,1.0,3300.0,1800.0,2009.0,,,,372301012.0,372301.0,37.0,2.0,3.0,1.0,12.0
2214,1.0,80000.0,7000.0,2009.0,,,,372301083.0,372301.0,37.0,2.0,3.0,1.0,83.0
2220,2.0,300.0,0.0,2009.0,,,,372302001.0,372302.0,37.0,2.0,3.0,2.0,1.0
2225,1.0,2800.0,-9999.0,2009.0,,,,372302013.0,372302.0,37.0,2.0,3.0,2.0,13.0
2239,1.0,500.0,0.0,2009.0,,,,372303001.0,372303.0,37.0,2.0,3.0,3.0,1.0
2241,1.0,1700.0,0.0,2009.0,,,,372303004.0,372303.0,37.0,2.0,3.0,3.0,4.0
2251,6.0,2000.0,500.0,2009.0,,,,372303006.0,372303.0,37.0,2.0,3.0,3.0,6.0
2255,1.0,1200.0,0.0,2009.0,,,,372303008.0,372303.0,37.0,2.0,3.0,3.0,8.0
2272,2.0,1000.0,200.0,2009.0,,,,372303017.0,372303.0,37.0,2.0,3.0,3.0,17.0
2279,1.0,2000.0,120.0,2009.0,,,,372303019.0,372303.0,37.0,2.0,3.0,3.0,19.0
2286,1.0,2000.0,0.0,2009.0,,,,372303041.0,372303.0,37.0,2.0,3.0,3.0,41.0
2309,1.0,15000.0,1500.0,2009.0,,,,372304012.0,372304.0,37.0,2.0,3.0,4.0,12.0
2314,2.0,300.0,-9999.0,2009.0,,,,372304014.0,372304.0,37.0,2.0,3.0,4.0,14.0
2342,1.0,3000.0,1000.0,2009.0,,,,372401013.0,372401.0,37.0,2.0,4.0,1.0,13.0
2346,2.0,1000.0,-9999.0,2009.0,,,,372401017.0,372401.0,37.0,2.0,4.0,1.0,17.0
2377,2.0,1000.0,-9999.0,2009.0,,,,372402042.0,372402.0,37.0,2.0,4.0,2.0,42.0
2385,2.0,300.0,60.0,2009.0,,,,372402044.0,372402.0,37.0,2.0,4.0,2.0,44.0
2411,2.0,1500.0,500.0,2009.0,,,,372403008.0,372403.0,37.0,2.0,4.0,3.0,8.0
2414,2.0,2000.0,500.0,2009.0,,,,372403009.0,372403.0,37.0,2.0,4.0,3.0,9.0
2418,1.0,1200.0,180.0,2009.0,,,,372403010.0,372403.0,37.0,2.0,4.0,3.0,10.0
2429,1.0,3000.0,2000.0,2009.0,,,,372403016.0,372403.0,37.0,2.0,4.0,3.0,16.0
2438,2.0,2000.0,0.0,2009.0,,,,372404002.0,372404.0,37.0,2.0,4.0,4.0,2.0
2443,6.0,1000.0,260.0,2009.0,,,,372404003.0,372404.0,37.0,2.0,4.0,4.0,3.0
2448,2.0,800.0,500.0,2009.0,,,,372404016.0,372404.0,37.0,2.0,4.0,4.0,16.0
2451,3.0,20000.0,8000.0,2009.0,,,,372404019.0,372404.0,37.0,2.0,4.0,4.0,19.0
2459,1.0,200.0,0.0,2009.0,,,,411102008.0,411102.0,41.0,1.0,1.0,2.0,8.0
2493,2.0,1500.0,1000.0,2009.0,,,,411103041.0,411103.0,41.0,1.0,1.0,3.0,41.0
2504,3.0,800.0,-9999.0,2009.0,,,,411103082.0,411103.0,41.0,1.0,1.0,3.0,82.0
2507,3.0,-9999.0,-9999.0,2009.0,,,,411103102.0,411103.0,41.0,1.0,1.0,3.0,102.0
2540,2.0,4000.0,-9999.0,2009.0,,,,411108012.0,411108.0,41.0,1.0,1.0,8.0,12.0
2550,2.0,-9999.0,-9999.0,2009.0,,,,411202134.0,411202.0,41.0,1.0,2.0,2.0,134.0
2588,1.0,400.0,-9999.0,2009.0,,,,412101004.0,412101.0,41.0,2.0,1.0,1.0,4.0
2618,2.0,400.0,100.0,2009.0,,,,412102004.0,412102.0,41.0,2.0,1.0,2.0,4.0
2652,3.0,3000.0,1000.0,2009.0,,,,412103017.0,412103.0,41.0,2.0,1.0,3.0,17.0
2654,1.0,500.0,250.0,2009.0,,,,412103019.0,412103.0,41.0,2.0,1.0,3.0,19.0
2660,2.0,300.0,-9999.0,2009.0,,,,412103041.0,412103.0,41.0,2.0,1.0,3.0,41.0
2662,1.0,1000.0,-9999.0,2009.0,,,,412103061.0,412103.0,41.0,2.0,1.0,3.0,61.0
2668,1.0,900.0,0.0,2009.0,,,,412104004.0,412104.0,41.0,2.0,1.0,4.0,4.0
2690,1.0,100.0,-9999.0,2009.0,,,,412104016.0,412104.0,41.0,2.0,1.0,4.0,16.0
2693,1.0,1000.0,0.0,2009.0,,,,412104017.0,412104.0,41.0,2.0,1.0,4.0,17.0
2704,1.0,3000.0,300.0,2009.0,,,,412201001.0,412201.0,41.0,2.0,2.0,1.0,1.0
2711,2.0,2000.0,500.0,2009.0,,,,412201002.0,412201.0,41.0,2.0,2.0,1.0,2.0
2714,2.0,300.0,-9999.0,2009.0,,,,412201003.0,412201.0,41.0,2.0,2.0,1.0,3.0
2721,6.0,8000.0,4000.0,2009.0,,,,412201004.0,412201.0,41.0,2.0,2.0,1.0,4.0
2724,2.0,8000.0,5000.0,2009.0,,,,412201006.0,412201.0,41.0,2.0,2.0,1.0,6.0
2729,6.0,900.0,200.0,2009.0,,,,412201006.0,412201.0,41.0,2.0,2.0,1.0,6.0
2733,2.0,1800.0,400.0,2009.0,,,,412201007.0,412201.0,41.0,2.0,2.0,1.0,7.0
2736,5.0,1000.0,100.0,2009.0,,,,412201007.0,412201.0,41.0,2.0,2.0,1.0,7.0
2740,2.0,3000.0,800.0,2009.0,,,,412201008.0,412201.0,41.0,2.0,2.0,1.0,8.0
2751,5.0,1800.0,900.0,2009.0,,,,412201009.0,412201.0,41.0,2.0,2.0,1.0,9.0
2760,2.0,200.0,0.0,2009.0,,,,412201011.0,412201.0,41.0,2.0,2.0,1.0,11.0
2766,2.0,2000.0,300.0,2009.0,,,,412201013.0,412201.0,41.0,2.0,2.0,1.0,13.0
2786,2.0,1000.0,600.0,2009.0,,,,412201019.0,412201.0,41.0,2.0,2.0,1.0,19.0
2794,1.0,2000.0,-9999.0,2009.0,,,,412201081.0,412201.0,41.0,2.0,2.0,1.0,81.0
2801,1.0,2500.0,1500.0,2009.0,,,,412201122.0,412201.0,41.0,2.0,2.0,1.0,122.0
2811,1.0,600.0,200.0,2009.0,,,,412202004.0,412202.0,41.0,2.0,2.0,2.0,4.0
2818,1.0,900.0,400.0,2009.0,,,,412202005.0,412202.0,41.0,2.0,2.0,2.0,5.0
2830,6.0,1500.0,600.0,2009.0,,,,412202006.0,412202.0,41.0,2.0,2.0,2.0,6.0
2838,1.0,1000.0,300.0,2009.0,,,,412202007.0,412202.0,41.0,2.0,2.0,2.0,7.0
2842,2.0,1500.0,-9999.0,2009.0,,,,412202010.0,412202.0,41.0,2.0,2.0,2.0,10.0
2848,3.0,40000.0,2000.0,2009.0,,,,412202014.0,412202.0,41.0,2.0,2.0,2.0,14.0
2856,3.0,1800.0,-9999.0,2009.0,,,,412202016.0,412202.0,41.0,2.0,2.0,2.0,16.0
2865,3.0,1000.0,-9999.0,2009.0,,,,412202031.0,412202.0,41.0,2.0,2.0,2.0,31.0
2870,1.0,700.0,400.0,2009.0,,,,412202081.0,412202.0,41.0,2.0,2.0,2.0,81.0
2876,1.0,2000.0,500.0,2009.0,,,,412202084.0,412202.0,41.0,2.0,2.0,2.0,84.0
2908,1.0,200.0,-9999.0,2009.0,,,,412203062.0,412203.0,41.0,2.0,2.0,3.0,62.0
2920,1.0,1300.0,400.0,2009.0,,,,412204001.0,412204.0,41.0,2.0,2.0,4.0,1.0
2926,3.0,600.0,120.0,2009.0,,,,412204001.0,412204.0,41.0,2.0,2.0,4.0,1.0
2933,3.0,1200.0,300.0,2009.0,,,,412204002.0,412204.0,41.0,2.0,2.0,4.0,2.0
2936,6.0,9000.0,6500.0,2009.0,,,,412204002.0,412204.0,41.0,2.0,2.0,4.0,2.0
2960,5.0,3800.0,800.0,2009.0,,,,412204012.0,412204.0,41.0,2.0,2.0,4.0,12.0
2976,1.0,9000.0,-9999.0,2009.0,,,,412204084.0,412204.0,41.0,2.0,2.0,4.0,84.0
2978,5.0,2000.0,300.0,2009.0,,,,412204121.0,412204.0,41.0,2.0,2.0,4.0,121.0
2980,2.0,300.0,120.0,2009.0,,,,412204122.0,412204.0,41.0,2.0,2.0,4.0,122.0
2985,1.0,800.0,0.0,2009.0,,,,412301001.0,412301.0,41.0,2.0,3.0,1.0,1.0
2988,1.0,5000.0,2000.0,2009.0,,,,412301004.0,412301.0,41.0,2.0,3.0,1.0,4.0
2991,2.0,1500.0,0.0,2009.0,,,,412301011.0,412301.0,41.0,2.0,3.0,1.0,11.0
2994,2.0,2000.0,0.0,2009.0,,,,412301015.0,412301.0,41.0,2.0,3.0,1.0,15.0
3003,1.0,800.0,0.0,2009.0,,,,412301019.0,412301.0,41.0,2.0,3.0,1.0,19.0
3010,1.0,4500.0,3000.0,2009.0,,,,412301101.0,412301.0,41.0,2.0,3.0,1.0,101.0
3012,2.0,10000.0,3000.0,2009.0,,,,412301121.0,412301.0,41.0,2.0,3.0,1.0,121.0
3015,2.0,500.0,200.0,2009.0,,,,412302001.0,412302.0,41.0,2.0,3.0,2.0,1.0
3022,2.0,5000.0,0.0,2009.0,,,,412302007.0,412302.0,41.0,2.0,3.0,2.0,7.0
3027,1.0,300.0,0.0,2009.0,,,,412302011.0,412302.0,41.0,2.0,3.0,2.0,11.0
3036,1.0,2000.0,700.0,2009.0,,,,412303003.0,412303.0,41.0,2.0,3.0,3.0,3.0
3047,2.0,1000.0,400.0,2009.0,,,,412303012.0,412303.0,41.0,2.0,3.0,3.0,12.0
3051,6.0,1000.0,50.0,2009.0,,,,412303014.0,412303.0,41.0,2.0,3.0,3.0,14.0
3054,1.0,12000.0,5000.0,2009.0,,,,412303016.0,412303.0,41.0,2.0,3.0,3.0,16.0
3060,1.0,2000.0,300.0,2009.0,,,,412303017.0,412303.0,41.0,2.0,3.0,3.0,17.0
3068,1.0,1500.0,0.0,2009.0,,,,412303018.0,412303.0,41.0,2.0,3.0,3.0,18.0
3071,6.0,1000.0,0.0,2009.0,,,,412303018.0,412303.0,41.0,2.0,3.0,3.0,18.0
3073,3.0,1000.0,0.0,2009.0,,,,412303122.0,412303.0,41.0,2.0,3.0,3.0,122.0
3077,1.0,500.0,0.0,2009.0,,,,412304008.0,412304.0,41.0,2.0,3.0,4.0,8.0
3089,1.0,800.0,-9999.0,2009.0,,,,412304017.0,412304.0,41.0,2.0,3.0,4.0,17.0
3093,5.0,700.0,300.0,2009.0,,,,412304020.0,412304.0,41.0,2.0,3.0,4.0,20.0
3100,1.0,10000.0,1200.0,2009.0,,,,412401002.0,412401.0,41.0,2.0,4.0,1.0,2.0
3104,1.0,2000.0,200.0,2009.0,,,,412401003.0,412401.0,41.0,2.0,4.0,1.0,3.0
3108,4.0,500.0,0.0,2009.0,,,,412401004.0,412401.0,41.0,2.0,4.0,1.0,4.0
3158,2.0,10000.0,5000.0,2009.0,,,,412401032.0,412401.0,41.0,2.0,4.0,1.0,32.0
3191,4.0,400.0,80.0,2009.0,,,,412402010.0,412402.0,41.0,2.0,4.0,2.0,10.0
3209,1.0,400.0,-9999.0,2009.0,,,,412402019.0,412402.0,41.0,2.0,4.0,2.0,19.0
3219,1.0,1500.0,-9999.0,2009.0,,,,412402041.0,412402.0,41.0,2.0,4.0,2.0,41.0
3222,2.0,3000.0,-9999.0,2009.0,,,,412402061.0,412402.0,41.0,2.0,4.0,2.0,61.0
3229,1.0,1000.0,500.0,2009.0,,,,412402083.0,412402.0,41.0,2.0,4.0,2.0,83.0
3240,5.0,1000.0,300.0,2009.0,,,,412403017.0,412403.0,41.0,2.0,4.0,3.0,17.0
3245,3.0,1000.0,0.0,2009.0,,,,412403041.0,412403.0,41.0,2.0,4.0,3.0,41.0
3273,1.0,200.0,20.0,2009.0,,,,412404034.0,412404.0,41.0,2.0,4.0,4.0,34.0
3297,4.0,300.0,50.0,2009.0,,,,421102048.0,421102.0,42.0,1.0,1.0,2.0,48.0
3311,1.0,3800.0,3200.0,2009.0,,,,421103009.0,421103.0,42.0,1.0,1.0,3.0,9.0
3319,2.0,5000.0,2000.0,2009.0,,,,421103014.0,421103.0,42.0,1.0,1.0,3.0,14.0
3342,4.0,170.0,170.0,2009.0,,,,421104003.0,421104.0,42.0,1.0,1.0,4.0,3.0
3343,6.0,1500.0,300.0,2009.0,,,,421104004.0,421104.0,42.0,1.0,1.0,4.0,4.0
3350,1.0,1500.0,100.0,2009.0,,,,421104006.0,421104.0,42.0,1.0,1.0,4.0,6.0
3357,1.0,3000.0,0.0,2009.0,,,,421104010.0,421104.0,42.0,1.0,1.0,4.0,10.0
3366,1.0,,,2009.0,,,,421104017.0,421104.0,42.0,1.0,1.0,4.0,17.0
3386,1.0,200.0,0.0,2009.0,,,,421202102.0,421202.0,42.0,1.0,2.0,2.0,102.0
3401,2.0,3000.0,100.0,2009.0,,,,421203011.0,421203.0,42.0,1.0,2.0,3.0,11.0
3406,1.0,6000.0,400.0,2009.0,,,,421203012.0,421203.0,42.0,1.0,2.0,3.0,12.0
3449,2.0,1500.0,350.0,2009.0,,,,422101012.0,422101.0,42.0,2.0,1.0,1.0,12.0
3452,2.0,500.0,,2009.0,,,,422101013.0,422101.0,42.0,2.0,1.0,1.0,13.0
3462,2.0,1200.0,,2009.0,,,,422101082.0,422101.0,42.0,2.0,1.0,1.0,82.0
3466,2.0,1000.0,,2009.0,,,,422101083.0,422101.0,42.0,2.0,1.0,1.0,83.0
3470,1.0,3000.0,1000.0,2009.0,,,,422101084.0,422101.0,42.0,2.0,1.0,1.0,84.0
3479,2.0,3000.0,1000.0,2009.0,,,,422102003.0,422102.0,42.0,2.0,1.0,2.0,3.0
3488,6.0,1500.0,-9999.0,2009.0,,,,422102007.0,422102.0,42.0,2.0,1.0,2.0,7.0
3492,5.0,1500.0,500.0,2009.0,,,,422102008.0,422102.0,42.0,2.0,1.0,2.0,8.0
3502,2.0,1500.0,-9999.0,2009.0,,,,422102012.0,422102.0,42.0,2.0,1.0,2.0,12.0
