,f11,f14,f15a,f15,f16,f17,f18,f19,f20,f21,wave,f13,f19_cln,f14_cln,f15_cln,f17_cln,f11_new,hhid,commid,t1,t2,t3,t4,t5
23223,2.0,180.0,1.0,100.0,1.0,400.0,1.0,200.0,0.0,,2009.0,,,,,,2.0,522302020.0,522302.0,52.0,2.0,3.0,2.0,20.0
23256,1.0,800.0,1.0,600.0,0.0,,1.0,1200.0,0.0,,2009.0,,,,,,1.0,522302043.0,522302.0,52.0,2.0,3.0,2.0,43.0
23257,2.0,200.0,1.0,100.0,0.0,,1.0,220.0,0.0,,2009.0,,,,,,2.0,522302043.0,522302.0,52.0,2.0,3.0,2.0,43.0
23258,3.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522302043.0,522302.0,52.0,2.0,3.0,2.0,43.0
23267,1.0,2000.0,1.0,1500.0,1.0,3000.0,1.0,1500.0,0.0,,2009.0,,,,,,1.0,522302044.0,522302.0,52.0,2.0,3.0,2.0,44.0
23268,2.0,200.0,1.0,150.0,1.0,700.0,1.0,300.0,0.0,,2009.0,,,,,,2.0,522302044.0,522302.0,52.0,2.0,3.0,2.0,44.0
23269,1.0,700.0,1.0,300.0,0.0,,1.0,1200.0,0.0,,2009.0,,,,,,1.0,522302121.0,522302.0,52.0,2.0,3.0,2.0,121.0
23273,1.0,2000.0,1.0,800.0,1.0,2700.0,1.0,1300.0,0.0,,2009.0,,,,,,1.0,522302123.0,522302.0,52.0,2.0,3.0,2.0,123.0
23274,2.0,200.0,1.0,100.0,1.0,400.0,1.0,100.0,0.0,,2009.0,,,,,,2.0,522302123.0,522302.0,52.0,2.0,3.0,2.0,123.0
23275,3.0,1.0,1.0,100.0,1.0,200.0,0.0,,0.0,,2009.0,,,,,,3.0,522302123.0,522302.0,52.0,2.0,3.0,2.0,123.0
23286,1.0,400.0,1.0,1000.0,1.0,1600.0,0.0,,0.0,,2009.0,,,,,,1.0,522303001.0,522303.0,52.0,2.0,3.0,3.0,1.0
23287,2.0,999.0,1.0,50.0,1.0,300.0,1.0,150.0,0.0,,2009.0,,,,,,2.0,522303001.0,522303.0,52.0,2.0,3.0,3.0,1.0
23288,3.0,1000.0,1.0,1000.0,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,3.0,522303001.0,522303.0,52.0,2.0,3.0,3.0,1.0
23311,3.0,200.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522303002.0,522303.0,52.0,2.0,3.0,3.0,2.0
23322,1.0,3000.0,1.0,1000.0,1.0,800.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522303003.0,522303.0,52.0,2.0,3.0,3.0,3.0
23323,2.0,100.0,1.0,100.0,1.0,400.0,1.0,120.0,0.0,,2009.0,,,,,,2.0,522303003.0,522303.0,52.0,2.0,3.0,3.0,3.0
23324,3.0,1000.0,1.0,1000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522303003.0,522303.0,52.0,2.0,3.0,3.0,3.0
23367,1.0,500.0,1.0,-999.0,1.0,2000.0,0.0,,0.0,,2009.0,,,,,,1.0,522303006.0,522303.0,52.0,2.0,3.0,3.0,6.0
23368,2.0,100.0,0.0,,1.0,500.0,0.0,,0.0,,2009.0,,,,,,2.0,522303006.0,522303.0,52.0,2.0,3.0,3.0,6.0
23369,3.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522303006.0,522303.0,52.0,2.0,3.0,3.0,6.0
23405,1.0,600.0,1.0,400.0,1.0,1000.0,1.0,500.0,0.0,,2009.0,,,,,,1.0,522303008.0,522303.0,52.0,2.0,3.0,3.0,8.0
23406,2.0,4000.0,1.0,900.0,1.0,20000.0,1.0,800.0,1.0,100.0,2009.0,,,,,,2.0,522303008.0,522303.0,52.0,2.0,3.0,3.0,8.0
23407,3.0,500.0,1.0,500.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522303008.0,522303.0,52.0,2.0,3.0,3.0,8.0
23425,3.0,400.0,1.0,400.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522303009.0,522303.0,52.0,2.0,3.0,3.0,9.0
23433,1.0,300.0,1.0,400.0,1.0,500.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522303010.0,522303.0,52.0,2.0,3.0,3.0,10.0
23434,2.0,50.0,1.0,200.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,522303010.0,522303.0,52.0,2.0,3.0,3.0,10.0
23455,1.0,300.0,1.0,500.0,0.0,,1.0,1200.0,0.0,,2009.0,,,,,,1.0,522303011.0,522303.0,52.0,2.0,3.0,3.0,11.0
23456,2.0,100.0,1.0,200.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,522303011.0,522303.0,52.0,2.0,3.0,3.0,11.0
23475,1.0,400.0,1.0,400.0,1.0,800.0,1.0,1200.0,0.0,,2009.0,,,,,,1.0,522303012.0,522303.0,52.0,2.0,3.0,3.0,12.0
23476,3.0,300.0,1.0,400.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522303012.0,522303.0,52.0,2.0,3.0,3.0,12.0
23496,1.0,500.0,1.0,500.0,1.0,1500.0,1.0,800.0,0.0,,2009.0,,,,,,1.0,522303013.0,522303.0,52.0,2.0,3.0,3.0,13.0
23497,2.0,80.0,1.0,100.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,522303013.0,522303.0,52.0,2.0,3.0,3.0,13.0
23498,3.0,1501.0,1.0,300.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522303013.0,522303.0,52.0,2.0,3.0,3.0,13.0
23518,1.0,-999.0,1.0,1000.0,1.0,3100.0,1.0,1200.0,0.0,,2009.0,,,,,,1.0,522303015.0,522303.0,52.0,2.0,3.0,3.0,15.0
23519,2.0,500.0,1.0,100.0,1.0,850.0,1.0,400.0,0.0,,2009.0,,,,,,2.0,522303015.0,522303.0,52.0,2.0,3.0,3.0,15.0
23520,3.0,200.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522303015.0,522303.0,52.0,2.0,3.0,3.0,15.0
23544,1.0,1600.0,1.0,400.0,1.0,4500.0,1.0,1100.0,0.0,,2009.0,,,,,,1.0,522303016.0,522303.0,52.0,2.0,3.0,3.0,16.0
23545,2.0,200.0,1.0,660.0,1.0,600.0,1.0,260.0,0.0,,2009.0,,,,,,2.0,522303016.0,522303.0,52.0,2.0,3.0,3.0,16.0
23546,3.0,250.0,1.0,250.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522303016.0,522303.0,52.0,2.0,3.0,3.0,16.0
23580,1.0,6600.0,0.0,,1.0,8000.0,1.0,2100.0,0.0,,2009.0,,,,,,1.0,522303018.0,522303.0,52.0,2.0,3.0,3.0,18.0
23581,3.0,100.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522303018.0,522303.0,52.0,2.0,3.0,3.0,18.0
23599,1.0,1500.0,1.0,4500.0,1.0,6000.0,0.0,,0.0,,2009.0,,,,,,1.0,522303019.0,522303.0,52.0,2.0,3.0,3.0,19.0
23600,2.0,400.0,1.0,300.0,1.0,800.0,1.0,200.0,0.0,,2009.0,,,,,,2.0,522303019.0,522303.0,52.0,2.0,3.0,3.0,19.0
23601,3.0,200.0,1.0,500.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522303019.0,522303.0,52.0,2.0,3.0,3.0,19.0
23619,1.0,1000.0,1.0,1700.0,1.0,2000.0,1.0,700.0,0.0,,2009.0,,,,,,1.0,522303020.0,522303.0,52.0,2.0,3.0,3.0,20.0
23620,2.0,100.0,1.0,300.0,1.0,400.0,1.0,100.0,0.0,,2009.0,,,,,,2.0,522303020.0,522303.0,52.0,2.0,3.0,3.0,20.0
23621,3.0,1.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522303020.0,522303.0,52.0,2.0,3.0,3.0,20.0
23628,1.0,800.0,1.0,300.0,1.0,2000.0,1.0,500.0,0.0,,2009.0,,,,,,1.0,522303041.0,522303.0,52.0,2.0,3.0,3.0,41.0
23629,2.0,400.0,1.0,150.0,1.0,300.0,1.0,200.0,0.0,,2009.0,,,,,,2.0,522303041.0,522303.0,52.0,2.0,3.0,3.0,41.0
23630,3.0,200.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522303041.0,522303.0,52.0,2.0,3.0,3.0,41.0
23638,1.0,1800.0,0.0,,1.0,2500.0,1.0,500.0,0.0,,2009.0,,,,,,1.0,522303042.0,522303.0,52.0,2.0,3.0,3.0,42.0
23639,2.0,160.0,0.0,,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,522303042.0,522303.0,52.0,2.0,3.0,3.0,42.0
23640,3.0,300.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522303042.0,522303.0,52.0,2.0,3.0,3.0,42.0
23650,1.0,700.0,0.0,,1.0,1500.0,1.0,300.0,0.0,,2009.0,,,,,,1.0,522303043.0,522303.0,52.0,2.0,3.0,3.0,43.0
23651,2.0,120.0,0.0,,0.0,,1.0,200.0,1.0,100.0,2009.0,,,,,,2.0,522303043.0,522303.0,52.0,2.0,3.0,3.0,43.0
23652,3.0,2000.0,0.0,,1.0,6000.0,0.0,,0.0,,2009.0,,,,,,3.0,522303043.0,522303.0,52.0,2.0,3.0,3.0,43.0
23660,1.0,800.0,1.0,700.0,0.0,,1.0,1500.0,0.0,,2009.0,,,,,,1.0,522303044.0,522303.0,52.0,2.0,3.0,3.0,44.0
23670,1.0,1200.0,1.0,800.0,1.0,2000.0,0.0,,0.0,,2009.0,,,,,,1.0,522303101.0,522303.0,52.0,2.0,3.0,3.0,101.0
23671,3.0,100.0,0.0,,0.0,,1.0,200.0,0.0,,2009.0,,,,,,3.0,522303101.0,522303.0,52.0,2.0,3.0,3.0,101.0
23687,1.0,2600.0,1.0,1000.0,1.0,5000.0,1.0,1500.0,0.0,,2009.0,,,,,,1.0,522304001.0,522304.0,52.0,2.0,3.0,4.0,1.0
23688,2.0,600.0,1.0,200.0,1.0,1200.0,1.0,300.0,0.0,,2009.0,,,,,,2.0,522304001.0,522304.0,52.0,2.0,3.0,4.0,1.0
23689,3.0,500.0,1.0,500.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522304001.0,522304.0,52.0,2.0,3.0,4.0,1.0
23708,1.0,3000.0,1.0,1000.0,1.0,5000.0,1.0,1200.0,0.0,,2009.0,,,,,,1.0,522304002.0,522304.0,52.0,2.0,3.0,4.0,2.0
23709,2.0,500.0,1.0,100.0,1.0,1200.0,1.0,100.0,0.0,,2009.0,,,,,,2.0,522304002.0,522304.0,52.0,2.0,3.0,4.0,2.0
23729,1.0,4000.0,1.0,2000.0,1.0,8500.0,1.0,2000.0,0.0,,2009.0,,,,,,1.0,522304003.0,522304.0,52.0,2.0,3.0,4.0,3.0
23730,2.0,200.0,1.0,100.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,522304003.0,522304.0,52.0,2.0,3.0,4.0,3.0
23752,1.0,4000.0,1.0,1000.0,1.0,7000.0,1.0,2000.0,0.0,,2009.0,,,,,,1.0,522304004.0,522304.0,52.0,2.0,3.0,4.0,4.0
23753,2.0,300.0,1.0,100.0,1.0,400.0,1.0,200.0,0.0,,2009.0,,,,,,2.0,522304004.0,522304.0,52.0,2.0,3.0,4.0,4.0
23754,3.0,6000.0,1.0,1500.0,1.0,9000.0,0.0,,0.0,,2009.0,,,,,,3.0,522304004.0,522304.0,52.0,2.0,3.0,4.0,4.0
23772,1.0,4000.0,1.0,2000.0,1.0,8000.0,1.0,2000.0,0.0,,2009.0,,,,,,1.0,522304005.0,522304.0,52.0,2.0,3.0,4.0,5.0
23773,2.0,800.0,1.0,200.0,1.0,1200.0,1.0,600.0,0.0,,2009.0,,,,,,2.0,522304005.0,522304.0,52.0,2.0,3.0,4.0,5.0
23774,3.0,80.0,1.0,20.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,3.0,522304005.0,522304.0,52.0,2.0,3.0,4.0,5.0
23797,1.0,2000.0,1.0,1500.0,1.0,5000.0,1.0,1200.0,0.0,,2009.0,,,,,,1.0,522304007.0,522304.0,52.0,2.0,3.0,4.0,7.0
23798,2.0,200.0,1.0,100.0,1.0,1200.0,1.0,100.0,0.0,,2009.0,,,,,,2.0,522304007.0,522304.0,52.0,2.0,3.0,4.0,7.0
23823,1.0,4000.0,0.0,,1.0,4000.0,1.0,2000.0,0.0,,2009.0,,,,,,1.0,522304008.0,522304.0,52.0,2.0,3.0,4.0,8.0
23824,2.0,200.0,1.0,50.0,0.0,,1.0,300.0,1.0,100.0,2009.0,,,,,,2.0,522304008.0,522304.0,52.0,2.0,3.0,4.0,8.0
23825,3.0,6000.0,1.0,100.0,1.0,6600.0,0.0,,0.0,,2009.0,,,,,,3.0,522304008.0,522304.0,52.0,2.0,3.0,4.0,8.0
23848,1.0,3000.0,1.0,1500.0,1.0,3000.0,1.0,140.0,0.0,,2009.0,,,,,,1.0,522304009.0,522304.0,52.0,2.0,3.0,4.0,9.0
23849,2.0,500.0,1.0,300.0,1.0,1000.0,1.0,100.0,0.0,,2009.0,,,,,,2.0,522304009.0,522304.0,52.0,2.0,3.0,4.0,9.0
23850,3.0,1000.0,1.0,1000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522304009.0,522304.0,52.0,2.0,3.0,4.0,9.0
23870,1.0,2800.0,1.0,1500.0,1.0,2800.0,1.0,1300.0,0.0,,2009.0,,,,,,1.0,522304010.0,522304.0,52.0,2.0,3.0,4.0,10.0
23871,2.0,250.0,1.0,200.0,1.0,600.0,1.0,120.0,0.0,,2009.0,,,,,,2.0,522304010.0,522304.0,52.0,2.0,3.0,4.0,10.0
23890,1.0,4000.0,1.0,2000.0,1.0,4600.0,1.0,1500.0,0.0,,2009.0,,,,,,1.0,522304011.0,522304.0,52.0,2.0,3.0,4.0,11.0
23891,2.0,300.0,1.0,200.0,1.0,800.0,1.0,100.0,0.0,,2009.0,,,,,,2.0,522304011.0,522304.0,52.0,2.0,3.0,4.0,11.0
23892,3.0,200.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522304011.0,522304.0,52.0,2.0,3.0,4.0,11.0
23914,1.0,3000.0,1.0,1500.0,1.0,5000.0,1.0,1400.0,0.0,,2009.0,,,,,,1.0,522304012.0,522304.0,52.0,2.0,3.0,4.0,12.0
23915,2.0,500.0,1.0,500.0,1.0,1000.0,1.0,150.0,0.0,,2009.0,,,,,,2.0,522304012.0,522304.0,52.0,2.0,3.0,4.0,12.0
23916,3.0,800.0,1.0,800.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522304012.0,522304.0,52.0,2.0,3.0,4.0,12.0
23937,1.0,4500.0,1.0,3000.0,1.0,6200.0,1.0,1500.0,0.0,,2009.0,,,,,,1.0,522304013.0,522304.0,52.0,2.0,3.0,4.0,13.0
23938,2.0,300.0,1.0,300.0,1.0,800.0,1.0,100.0,0.0,,2009.0,,,,,,2.0,522304013.0,522304.0,52.0,2.0,3.0,4.0,13.0
23939,3.0,800.0,1.0,800.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522304013.0,522304.0,52.0,2.0,3.0,4.0,13.0
23958,1.0,2000.0,1.0,1000.0,1.0,2800.0,0.0,,0.0,,2009.0,,,,,,1.0,522304014.0,522304.0,52.0,2.0,3.0,4.0,14.0
23959,2.0,200.0,1.0,120.0,1.0,500.0,0.0,,0.0,,2009.0,,,,,,2.0,522304014.0,522304.0,52.0,2.0,3.0,4.0,14.0
23978,1.0,2000.0,1.0,1200.0,1.0,6000.0,1.0,1400.0,0.0,,2009.0,,,,,,1.0,522304015.0,522304.0,52.0,2.0,3.0,4.0,15.0
23979,2.0,200.0,1.0,200.0,1.0,800.0,1.0,100.0,0.0,,2009.0,,,,,,2.0,522304015.0,522304.0,52.0,2.0,3.0,4.0,15.0
23980,3.0,600.0,1.0,600.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522304015.0,522304.0,52.0,2.0,3.0,4.0,15.0
23996,1.0,2700.0,1.0,1000.0,1.0,2800.0,1.0,1300.0,0.0,,2009.0,,,,,,1.0,522304016.0,522304.0,52.0,2.0,3.0,4.0,16.0
23997,2.0,400.0,1.0,300.0,1.0,800.0,1.0,120.0,0.0,,2009.0,,,,,,2.0,522304016.0,522304.0,52.0,2.0,3.0,4.0,16.0
23998,3.0,1000.0,1.0,1000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522304016.0,522304.0,52.0,2.0,3.0,4.0,16.0
24031,1.0,500.0,1.0,500.0,0.0,,1.0,1600.0,0.0,,2009.0,,,,,,1.0,522304019.0,522304.0,52.0,2.0,3.0,4.0,19.0
24032,2.0,100.0,1.0,50.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,522304019.0,522304.0,52.0,2.0,3.0,4.0,19.0
24047,1.0,1100.0,1.0,500.0,0.0,,1.0,3000.0,0.0,,2009.0,,,,,,1.0,522304020.0,522304.0,52.0,2.0,3.0,4.0,20.0
24048,2.0,100.0,1.0,50.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,522304020.0,522304.0,52.0,2.0,3.0,4.0,20.0
24055,1.0,200.0,1.0,300.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522304031.0,522304.0,52.0,2.0,3.0,4.0,31.0
24056,2.0,50.0,1.0,100.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,522304031.0,522304.0,52.0,2.0,3.0,4.0,31.0
24057,3.0,1200.0,1.0,500.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522304031.0,522304.0,52.0,2.0,3.0,4.0,31.0
24066,1.0,400.0,0.0,,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522304041.0,522304.0,52.0,2.0,3.0,4.0,41.0
24067,2.0,100.0,0.0,,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,522304041.0,522304.0,52.0,2.0,3.0,4.0,41.0
24068,3.0,200.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522304041.0,522304.0,52.0,2.0,3.0,4.0,41.0
24087,1.0,2000.0,1.0,1000.0,1.0,3000.0,1.0,1000.0,1.0,400.0,2009.0,,,,,,1.0,522304043.0,522304.0,52.0,2.0,3.0,4.0,43.0
24088,2.0,50.0,1.0,50.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,522304043.0,522304.0,52.0,2.0,3.0,4.0,43.0
24102,1.0,1500.0,1.0,500.0,1.0,3000.0,1.0,500.0,1.0,200.0,2009.0,,,,,,1.0,522304061.0,522304.0,52.0,2.0,3.0,4.0,61.0
24113,1.0,4000.0,1.0,500.0,1.0,5000.0,0.0,,0.0,,2009.0,,,,,,1.0,522304101.0,522304.0,52.0,2.0,3.0,4.0,101.0
24118,1.0,2000.0,1.0,1000.0,1.0,2800.0,0.0,,0.0,,2009.0,,,,,,1.0,522304122.0,522304.0,52.0,2.0,3.0,4.0,122.0
24119,2.0,400.0,1.0,300.0,1.0,600.0,0.0,,0.0,,2009.0,,,,,,2.0,522304122.0,522304.0,52.0,2.0,3.0,4.0,122.0
24128,1.0,7000.0,1.0,1000.0,1.0,10000.0,0.0,,1.0,1000.0,2009.0,,,,,,1.0,522402001.0,522402.0,52.0,2.0,4.0,2.0,1.0
24146,1.0,100.0,1.0,1500.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,522402003.0,522402.0,52.0,2.0,4.0,2.0,3.0
24156,1.0,500.0,1.0,1300.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,522402004.0,522402.0,52.0,2.0,4.0,2.0,4.0
24171,1.0,4000.0,1.0,6000.0,1.0,40000.0,1.0,4000.0,1.0,2000.0,2009.0,,,,,,1.0,522402006.0,522402.0,52.0,2.0,4.0,2.0,6.0
24172,2.0,-999.0,1.0,-999.0,0.0,,1.0,-999.0,1.0,-999.0,2009.0,,,,,,2.0,522402006.0,522402.0,52.0,2.0,4.0,2.0,6.0
24199,1.0,100.0,1.0,1900.0,0.0,,1.0,2000.0,1.0,4000.0,2009.0,,,,,,1.0,522402008.0,522402.0,52.0,2.0,4.0,2.0,8.0
24207,2.0,400.0,1.0,400.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,522402009.0,522402.0,52.0,2.0,4.0,2.0,9.0
24225,1.0,800.0,1.0,200.0,0.0,,1.0,2000.0,0.0,,2009.0,,,,,,1.0,522402011.0,522402.0,52.0,2.0,4.0,2.0,11.0
24226,2.0,100.0,1.0,20.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,522402011.0,522402.0,52.0,2.0,4.0,2.0,11.0
24249,2.0,100.0,1.0,100.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,522402013.0,522402.0,52.0,2.0,4.0,2.0,13.0
24267,1.0,4000.0,1.0,1000.0,1.0,12000.0,1.0,3000.0,0.0,,2009.0,,,,,,1.0,522402015.0,522402.0,52.0,2.0,4.0,2.0,15.0
24274,1.0,300.0,1.0,1300.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,522402016.0,522402.0,52.0,2.0,4.0,2.0,16.0
24275,2.0,120.0,1.0,120.0,0.0,,1.0,120.0,0.0,,2009.0,,,,,,2.0,522402016.0,522402.0,52.0,2.0,4.0,2.0,16.0
24324,1.0,100.0,1.0,900.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522402041.0,522402.0,52.0,2.0,4.0,2.0,41.0
24325,2.0,4.0,1.0,40.0,0.0,,1.0,40.0,0.0,,2009.0,,,,,,2.0,522402041.0,522402.0,52.0,2.0,4.0,2.0,41.0
24340,1.0,-999.0,1.0,-999.0,0.0,,1.0,1200.0,0.0,,2009.0,,,,,,1.0,522403001.0,522403.0,52.0,2.0,4.0,3.0,1.0
24347,1.0,500.0,1.0,500.0,0.0,,1.0,2000.0,0.0,,2009.0,,,,,,1.0,522403002.0,522403.0,52.0,2.0,4.0,3.0,2.0
24394,1.0,-999.0,1.0,600.0,0.0,,1.0,3000.0,0.0,,2009.0,,,,,,1.0,522403008.0,522403.0,52.0,2.0,4.0,3.0,8.0
24395,2.0,-999.0,1.0,50.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,522403008.0,522403.0,52.0,2.0,4.0,3.0,8.0
24407,1.0,-999.0,1.0,-999.0,0.0,,1.0,3000.0,0.0,,2009.0,,,,,,1.0,522403010.0,522403.0,52.0,2.0,4.0,3.0,10.0
24408,2.0,-999.0,1.0,-999.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,522403010.0,522403.0,52.0,2.0,4.0,3.0,10.0
24418,1.0,-999.0,0.0,,0.0,,1.0,2000.0,0.0,,2009.0,,,,,,1.0,522403011.0,522403.0,52.0,2.0,4.0,3.0,11.0
24446,1.0,800.0,1.0,-999.0,1.0,2000.0,0.0,,0.0,,2009.0,,,,,,1.0,522403015.0,522403.0,52.0,2.0,4.0,3.0,15.0
24489,1.0,300.0,1.0,1100.0,0.0,,0.0,,1.0,4000.0,2009.0,,,,,,1.0,522403101.0,522403.0,52.0,2.0,4.0,3.0,101.0
24495,1.0,3000.0,1.0,6000.0,1.0,7000.0,1.0,2000.0,1.0,300.0,2009.0,,,,,,1.0,522403103.0,522403.0,52.0,2.0,4.0,3.0,103.0
24532,1.0,-999.0,1.0,-999.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,522404005.0,522404.0,52.0,2.0,4.0,4.0,5.0
24533,2.0,21.0,1.0,-999.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,522404005.0,522404.0,52.0,2.0,4.0,4.0,5.0
24568,2.0,600.0,1.0,1900.0,0.0,,1.0,2700.0,0.0,,2009.0,,,,,,2.0,522404007.0,522404.0,52.0,2.0,4.0,4.0,7.0
24594,3.0,-999.0,1.0,330.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522404009.0,522404.0,52.0,2.0,4.0,4.0,9.0
24628,1.0,-999.0,1.0,-999.0,0.0,,1.0,1600.0,0.0,,2009.0,,,,,,1.0,522404012.0,522404.0,52.0,2.0,4.0,4.0,12.0
24629,2.0,-999.0,1.0,-999.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,522404012.0,522404.0,52.0,2.0,4.0,4.0,12.0
24651,1.0,-999.0,1.0,-999.0,0.0,,1.0,2300.0,0.0,,2009.0,,,,,,1.0,522404013.0,522404.0,52.0,2.0,4.0,4.0,13.0
24652,2.0,-999.0,1.0,-999.0,0.0,,1.0,540.0,0.0,,2009.0,,,,,,2.0,522404013.0,522404.0,52.0,2.0,4.0,4.0,13.0
24667,1.0,-999.0,1.0,-999.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,522404014.0,522404.0,52.0,2.0,4.0,4.0,14.0
24680,1.0,-999.0,1.0,-999.0,1.0,1800.0,0.0,,0.0,,2009.0,,,,,,1.0,522404015.0,522404.0,52.0,2.0,4.0,4.0,15.0
24681,2.0,-999.0,1.0,-999.0,1.0,40.0,0.0,,0.0,,2009.0,,,,,,2.0,522404015.0,522404.0,52.0,2.0,4.0,4.0,15.0
24696,1.0,-999.0,1.0,-999.0,1.0,1300.0,0.0,,0.0,,2009.0,,,,,,1.0,522404016.0,522404.0,52.0,2.0,4.0,4.0,16.0
24697,3.0,-999.0,1.0,-999.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522404016.0,522404.0,52.0,2.0,4.0,4.0,16.0
24711,1.0,-999.0,1.0,-999.0,0.0,,1.0,1800.0,0.0,,2009.0,,,,,,1.0,522404017.0,522404.0,52.0,2.0,4.0,4.0,17.0
24712,2.0,-999.0,1.0,-999.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,522404017.0,522404.0,52.0,2.0,4.0,4.0,17.0
24773,1.0,-999.0,1.0,-999.0,0.0,,1.0,-999.0,0.0,,2009.0,,,,,,1.0,522404081.0,522404.0,52.0,2.0,4.0,4.0,81.0
24774,2.0,-999.0,1.0,-999.0,0.0,,1.0,-999.0,0.0,,2009.0,,,,,,2.0,522404081.0,522404.0,52.0,2.0,4.0,4.0,81.0
24777,1.0,-999.0,1.0,500.0,1.0,2000.0,1.0,2000.0,0.0,,2009.0,,,,,,1.0,522404082.0,522404.0,52.0,2.0,4.0,4.0,82.0
24779,1.0,500.0,1.0,1200.0,0.0,,1.0,1700.0,0.0,,2009.0,,,,,,1.0,522404101.0,522404.0,52.0,2.0,4.0,4.0,101.0
24782,1.0,-999.0,1.0,-999.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,522404122.0,522404.0,52.0,2.0,4.0,4.0,122.0
