,f11,f14,f15a,f15,f16,f17,f18,f19,f20,f21,wave,f13,f19_cln,f14_cln,f15_cln,f17_cln,f11_new,hhid,commid,t1,t2,t3,t4,t5
12,2.0,155.0,1.0,110.0,0.0,,1.0,300.0,1.0,30.0,2009.0,,,,,,2.0,211103002.0,211103.0,21.0,1.0,1.0,3.0,2.0
120,1.0,2000.0,1.0,200.0,0.0,,1.0,600.0,1.0,1400.0,2009.0,,,,,,1.0,212102003.0,212102.0,21.0,2.0,1.0,2.0,3.0
158,2.0,200.0,0.0,,0.0,,1.0,500.0,1.0,200.0,2009.0,,,,,,2.0,212102006.0,212102.0,21.0,2.0,1.0,2.0,6.0
168,1.0,1300.0,1.0,8000.0,1.0,2600.0,1.0,300.0,0.0,,2009.0,,,,,,1.0,212102007.0,212102.0,21.0,2.0,1.0,2.0,7.0
195,1.0,800.0,1.0,800.0,0.0,,1.0,2000.0,1.0,400.0,2009.0,,,,,,1.0,212102009.0,212102.0,21.0,2.0,1.0,2.0,9.0
221,2.0,600.0,1.0,400.0,0.0,,1.0,200.0,1.0,120.0,2009.0,,,,,,2.0,212102013.0,212102.0,21.0,2.0,1.0,2.0,13.0
271,1.0,1200.0,1.0,800.0,0.0,,1.0,3000.0,1.0,800.0,2009.0,,,,,,1.0,212102063.0,212102.0,21.0,2.0,1.0,2.0,63.0
322,1.0,2000.0,1.0,1000.0,1.0,2000.0,1.0,4000.0,1.0,1000.0,2009.0,,,,,,1.0,212103004.0,212103.0,21.0,2.0,1.0,3.0,4.0
323,2.0,200.0,1.0,100.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,212103004.0,212103.0,21.0,2.0,1.0,3.0,4.0
354,2.0,30.0,1.0,30.0,0.0,,1.0,80.0,0.0,,2009.0,,,,,,2.0,212103007.0,212103.0,21.0,2.0,1.0,3.0,7.0
369,1.0,2600.0,1.0,1600.0,1.0,2000.0,1.0,2000.0,1.0,500.0,2009.0,,,,,,1.0,212103008.0,212103.0,21.0,2.0,1.0,3.0,8.0
370,2.0,220.0,1.0,220.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,212103008.0,212103.0,21.0,2.0,1.0,3.0,8.0
382,1.0,20.0,0.0,,0.0,,1.0,200.0,0.0,,2009.0,,,,,,1.0,212103009.0,212103.0,21.0,2.0,1.0,3.0,9.0
454,1.0,1000.0,1.0,1000.0,0.0,,1.0,2000.0,0.0,,2009.0,,,,,,1.0,212103081.0,212103.0,21.0,2.0,1.0,3.0,81.0
455,2.0,100.0,1.0,50.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,212103081.0,212103.0,21.0,2.0,1.0,3.0,81.0
457,1.0,1080.0,0.0,,0.0,,1.0,1600.0,0.0,,2009.0,,,,,,1.0,212103122.0,212103.0,21.0,2.0,1.0,3.0,122.0
458,2.0,500.0,1.0,200.0,1.0,300.0,1.0,200.0,1.0,100.0,2009.0,,,,,,2.0,212103122.0,212103.0,21.0,2.0,1.0,3.0,122.0
459,3.0,2001.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,212103122.0,212103.0,21.0,2.0,1.0,3.0,122.0
460,4.0,4000.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,4.0,212103122.0,212103.0,21.0,2.0,1.0,3.0,122.0
484,1.0,2000.0,1.0,1000.0,1.0,2500.0,1.0,1500.0,0.0,,2009.0,,,,,,1.0,212104001.0,212104.0,21.0,2.0,1.0,4.0,1.0
485,2.0,50.0,1.0,100.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,212104001.0,212104.0,21.0,2.0,1.0,4.0,1.0
486,3.0,50.0,1.0,1000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,212104001.0,212104.0,21.0,2.0,1.0,4.0,1.0
503,1.0,500.0,1.0,500.0,0.0,,1.0,1500.0,0.0,,2009.0,,,,,,1.0,212104002.0,212104.0,21.0,2.0,1.0,4.0,2.0
504,2.0,20.0,1.0,10.0,0.0,,1.0,50.0,0.0,,2009.0,,,,,,2.0,212104002.0,212104.0,21.0,2.0,1.0,4.0,2.0
534,1.0,6000.0,1.0,6000.0,1.0,6000.0,1.0,2000.0,1.0,2000.0,2009.0,,,,,,1.0,212104004.0,212104.0,21.0,2.0,1.0,4.0,4.0
535,2.0,100.0,1.0,100.0,0.0,,1.0,100.0,1.0,400.0,2009.0,,,,,,2.0,212104004.0,212104.0,21.0,2.0,1.0,4.0,4.0
536,3.0,500.0,1.0,500.0,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,3.0,212104004.0,212104.0,21.0,2.0,1.0,4.0,4.0
551,1.0,400.0,1.0,200.0,0.0,,1.0,1200.0,0.0,,2009.0,,,,,,1.0,212104005.0,212104.0,21.0,2.0,1.0,4.0,5.0
566,1.0,1500.0,1.0,1000.0,0.0,,1.0,1000.0,1.0,1000.0,2009.0,,,,,,1.0,212104006.0,212104.0,21.0,2.0,1.0,4.0,6.0
567,2.0,400.0,1.0,300.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,212104006.0,212104.0,21.0,2.0,1.0,4.0,6.0
568,3.0,1000.0,1.0,500.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,212104006.0,212104.0,21.0,2.0,1.0,4.0,6.0
604,1.0,900.0,1.0,350.0,1.0,140.0,1.0,824.0,0.0,,2009.0,,,,,,1.0,212104009.0,212104.0,21.0,2.0,1.0,4.0,9.0
605,2.0,1103.0,0.0,,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,212104009.0,212104.0,21.0,2.0,1.0,4.0,9.0
606,3.0,-999.0,0.0,,1.0,3800.0,0.0,,0.0,,2009.0,,,,,,3.0,212104009.0,212104.0,21.0,2.0,1.0,4.0,9.0
626,1.0,600.0,1.0,200.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,212104010.0,212104.0,21.0,2.0,1.0,4.0,10.0
627,2.0,40.0,1.0,20.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,212104010.0,212104.0,21.0,2.0,1.0,4.0,10.0
664,2.0,140.0,1.0,480.0,0.0,,1.0,660.0,0.0,,2009.0,,,,,,2.0,212104013.0,212104.0,21.0,2.0,1.0,4.0,13.0
678,3.0,1600.0,1.0,1500.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,212104015.0,212104.0,21.0,2.0,1.0,4.0,15.0
717,1.0,450.0,0.0,,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,212104019.0,212104.0,21.0,2.0,1.0,4.0,19.0
727,1.0,1000.0,1.0,100.0,0.0,,1.0,1700.0,0.0,,2009.0,,,,,,1.0,212104064.0,212104.0,21.0,2.0,1.0,4.0,64.0
732,1.0,1000.0,1.0,500.0,0.0,,1.0,1800.0,0.0,,2009.0,,,,,,1.0,212104081.0,212104.0,21.0,2.0,1.0,4.0,81.0
735,1.0,500.0,1.0,500.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,212104082.0,212104.0,21.0,2.0,1.0,4.0,82.0
741,1.0,1000.0,1.0,600.0,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,1.0,212104083.0,212104.0,21.0,2.0,1.0,4.0,83.0
742,3.0,300.0,1.0,300.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,212104083.0,212104.0,21.0,2.0,1.0,4.0,83.0
770,1.0,1500.0,1.0,200.0,0.0,,1.0,1100.0,1.0,640.0,2009.0,,,,,,1.0,212202002.0,212202.0,21.0,2.0,2.0,2.0,2.0
771,2.0,200.0,1.0,100.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,212202002.0,212202.0,21.0,2.0,2.0,2.0,2.0
788,1.0,1000.0,1.0,480.0,0.0,,1.0,1500.0,1.0,200.0,2009.0,,,,,,1.0,212202003.0,212202.0,21.0,2.0,2.0,2.0,3.0
797,2.0,200.0,1.0,300.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,212202004.0,212202.0,21.0,2.0,2.0,2.0,4.0
822,1.0,500.0,1.0,500.0,0.0,,1.0,1500.0,1.0,200.0,2009.0,,,,,,1.0,212202006.0,212202.0,21.0,2.0,2.0,2.0,6.0
823,2.0,100.0,1.0,200.0,0.0,,1.0,400.0,1.0,100.0,2009.0,,,,,,2.0,212202006.0,212202.0,21.0,2.0,2.0,2.0,6.0
838,2.0,300.0,0.0,,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,212202007.0,212202.0,21.0,2.0,2.0,2.0,7.0
856,2.0,30.0,1.0,240.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,212202009.0,212202.0,21.0,2.0,2.0,2.0,9.0
863,2.0,150.0,0.0,,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,212202010.0,212202.0,21.0,2.0,2.0,2.0,10.0
888,2.0,300.0,1.0,200.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,212202012.0,212202.0,21.0,2.0,2.0,2.0,12.0
904,3.0,300.0,1.0,2500.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,212202013.0,212202.0,21.0,2.0,2.0,2.0,13.0
941,1.0,500.0,1.0,300.0,0.0,,1.0,1000.0,1.0,100.0,2009.0,,,,,,1.0,212202015.0,212202.0,21.0,2.0,2.0,2.0,15.0
942,2.0,300.0,1.0,400.0,0.0,,1.0,800.0,1.0,300.0,2009.0,,,,,,2.0,212202015.0,212202.0,21.0,2.0,2.0,2.0,15.0
943,3.0,100.0,1.0,100.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,212202015.0,212202.0,21.0,2.0,2.0,2.0,15.0
963,2.0,300.0,1.0,400.0,0.0,,1.0,500.0,1.0,200.0,2009.0,,,,,,2.0,212202016.0,212202.0,21.0,2.0,2.0,2.0,16.0
980,1.0,60.0,1.0,2000.0,1.0,3000.0,1.0,1000.0,1.0,300.0,2009.0,,,,,,1.0,212202018.0,212202.0,21.0,2.0,2.0,2.0,18.0
981,2.0,600.0,1.0,500.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,212202018.0,212202.0,21.0,2.0,2.0,2.0,18.0
1000,2.0,4500.0,0.0,,1.0,50000.0,0.0,,0.0,,2009.0,,,,,,2.0,212202062.0,212202.0,21.0,2.0,2.0,2.0,62.0
1012,1.0,1100.0,0.0,,0.0,,1.0,1200.0,0.0,,2009.0,,,,,,1.0,212202066.0,212202.0,21.0,2.0,2.0,2.0,66.0
1013,2.0,1050.0,0.0,,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,212202066.0,212202.0,21.0,2.0,2.0,2.0,66.0
1026,2.0,3001.0,0.0,,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,212203001.0,212203.0,21.0,2.0,2.0,3.0,1.0
1052,1.0,800.0,1.0,500.0,1.0,2000.0,1.0,2000.0,0.0,,2009.0,,,,,,1.0,212203003.0,212203.0,21.0,2.0,2.0,3.0,3.0
1053,2.0,200.0,1.0,200.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,212203003.0,212203.0,21.0,2.0,2.0,3.0,3.0
1075,2.0,150.0,1.0,100.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,212203006.0,212203.0,21.0,2.0,2.0,3.0,6.0
1095,1.0,200.0,1.0,500.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,212203008.0,212203.0,21.0,2.0,2.0,3.0,8.0
1096,2.0,100.0,1.0,400.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,2.0,212203008.0,212203.0,21.0,2.0,2.0,3.0,8.0
1118,1.0,240.0,1.0,1000.0,1.0,4000.0,0.0,,0.0,,2009.0,,,,,,1.0,212203012.0,212203.0,21.0,2.0,2.0,3.0,12.0
1119,2.0,200.0,1.0,200.0,0.0,,1.0,1000.0,1.0,500.0,2009.0,,,,,,2.0,212203012.0,212203.0,21.0,2.0,2.0,3.0,12.0
1159,1.0,500.0,1.0,300.0,0.0,,1.0,2000.0,1.0,1000.0,2009.0,,,,,,1.0,212203015.0,212203.0,21.0,2.0,2.0,3.0,15.0
1160,2.0,500.0,1.0,200.0,0.0,,1.0,400.0,1.0,800.0,2009.0,,,,,,2.0,212203015.0,212203.0,21.0,2.0,2.0,3.0,15.0
1170,2.0,80.0,1.0,70.0,0.0,,1.0,250.0,0.0,,2009.0,,,,,,2.0,212203018.0,212203.0,21.0,2.0,2.0,3.0,18.0
1196,2.0,300.0,1.0,200.0,0.0,,1.0,560.0,1.0,160.0,2009.0,,,,,,2.0,212203061.0,212203.0,21.0,2.0,2.0,3.0,61.0
1197,3.0,200.0,1.0,100.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,212203061.0,212203.0,21.0,2.0,2.0,3.0,61.0
1218,2.0,400.0,1.0,300.0,0.0,,1.0,700.0,0.0,,2009.0,,,,,,2.0,212203083.0,212203.0,21.0,2.0,2.0,3.0,83.0
1223,2.0,700.0,1.0,500.0,0.0,,1.0,400.0,1.0,200.0,2009.0,,,,,,2.0,212203123.0,212203.0,21.0,2.0,2.0,3.0,123.0
1262,1.0,2000.0,1.0,500.0,0.0,,1.0,2000.0,1.0,500.0,2009.0,,,,,,1.0,212204004.0,212204.0,21.0,2.0,2.0,4.0,4.0
1263,2.0,200.0,1.0,200.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,212204004.0,212204.0,21.0,2.0,2.0,4.0,4.0
1281,1.0,800.0,0.0,,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,212204005.0,212204.0,21.0,2.0,2.0,4.0,5.0
1282,2.0,150.0,1.0,100.0,0.0,,1.0,250.0,0.0,,2009.0,,,,,,2.0,212204005.0,212204.0,21.0,2.0,2.0,4.0,5.0
1315,1.0,1500.0,1.0,1000.0,0.0,,1.0,2000.0,1.0,100.0,2009.0,,,,,,1.0,212204008.0,212204.0,21.0,2.0,2.0,4.0,8.0
1316,2.0,700.0,1.0,300.0,0.0,,1.0,300.0,1.0,200.0,2009.0,,,,,,2.0,212204008.0,212204.0,21.0,2.0,2.0,4.0,8.0
1340,2.0,200.0,1.0,380.0,0.0,,1.0,180.0,1.0,400.0,2009.0,,,,,,2.0,212204010.0,212204.0,21.0,2.0,2.0,4.0,10.0
1355,2.0,200.0,1.0,400.0,1.0,-9999.0,1.0,600.0,1.0,180.0,2009.0,,,,,,2.0,212204011.0,212204.0,21.0,2.0,2.0,4.0,11.0
1409,1.0,1000.0,1.0,900.0,0.0,,1.0,1600.0,1.0,600.0,2009.0,,,,,,1.0,212204017.0,212204.0,21.0,2.0,2.0,4.0,17.0
1410,2.0,200.0,1.0,180.0,0.0,,1.0,500.0,1.0,300.0,2009.0,,,,,,2.0,212204017.0,212204.0,21.0,2.0,2.0,4.0,17.0
1428,1.0,1000.0,1.0,200.0,1.0,1200.0,1.0,1200.0,0.0,,2009.0,,,,,,1.0,212204018.0,212204.0,21.0,2.0,2.0,4.0,18.0
1429,2.0,300.0,1.0,100.0,1.0,400.0,1.0,400.0,0.0,,2009.0,,,,,,2.0,212204018.0,212204.0,21.0,2.0,2.0,4.0,18.0
1448,1.0,-999.0,1.0,-999.0,0.0,,1.0,-999.0,1.0,-999.0,2009.0,,,,,,1.0,212204020.0,212204.0,21.0,2.0,2.0,4.0,20.0
1449,2.0,200.0,1.0,400.0,0.0,,1.0,400.0,1.0,200.0,2009.0,,,,,,2.0,212204020.0,212204.0,21.0,2.0,2.0,4.0,20.0
1488,2.0,230.0,1.0,1000.0,0.0,,1.0,400.0,1.0,500.0,2009.0,,,,,,2.0,212302001.0,212302.0,21.0,2.0,3.0,2.0,1.0
1489,3.0,-999.0,1.0,600.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,212302001.0,212302.0,21.0,2.0,3.0,2.0,1.0
1511,2.0,200.0,1.0,100.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,212302003.0,212302.0,21.0,2.0,3.0,2.0,3.0
1512,3.0,20.0,1.0,300.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,212302003.0,212302.0,21.0,2.0,3.0,2.0,3.0
1528,2.0,-999.0,1.0,300.0,0.0,,1.0,120.0,0.0,,2009.0,,,,,,2.0,212302006.0,212302.0,21.0,2.0,3.0,2.0,6.0
1529,3.0,-999.0,1.0,600.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,212302006.0,212302.0,21.0,2.0,3.0,2.0,6.0
1540,2.0,600.0,1.0,300.0,0.0,,1.0,500.0,1.0,100.0,2009.0,,,,,,2.0,212302007.0,212302.0,21.0,2.0,3.0,2.0,7.0
1564,2.0,2000.0,1.0,1000.0,1.0,4000.0,1.0,300.0,1.0,500.0,2009.0,,,,,,2.0,212302009.0,212302.0,21.0,2.0,3.0,2.0,9.0
1572,1.0,720.0,1.0,4000.0,1.0,16000.0,1.0,2800.0,0.0,,2009.0,,,,,,1.0,212302010.0,212302.0,21.0,2.0,3.0,2.0,10.0
1573,2.0,-999.0,1.0,1000.0,0.0,,1.0,400.0,1.0,50.0,2009.0,,,,,,2.0,212302010.0,212302.0,21.0,2.0,3.0,2.0,10.0
1593,3.0,-999.0,1.0,2000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,212302011.0,212302.0,21.0,2.0,3.0,2.0,11.0
1613,2.0,300.0,0.0,,0.0,,1.0,150.0,1.0,70.0,2009.0,,,,,,2.0,212302014.0,212302.0,21.0,2.0,3.0,2.0,14.0
1621,1.0,900.0,1.0,500.0,0.0,,1.0,500.0,1.0,1500.0,2009.0,,,,,,1.0,212302016.0,212302.0,21.0,2.0,3.0,2.0,16.0
1636,1.0,-999.0,1.0,1000.0,1.0,55000.0,1.0,2000.0,1.0,400.0,2009.0,,,,,,1.0,212302017.0,212302.0,21.0,2.0,3.0,2.0,17.0
1637,2.0,-999.0,1.0,500.0,0.0,,1.0,700.0,1.0,30.0,2009.0,,,,,,2.0,212302017.0,212302.0,21.0,2.0,3.0,2.0,17.0
1648,2.0,2000.0,1.0,150.0,1.0,300.0,1.0,150.0,1.0,50.0,2009.0,,,,,,2.0,212302018.0,212302.0,21.0,2.0,3.0,2.0,18.0
1660,2.0,100.0,0.0,,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,212302020.0,212302.0,21.0,2.0,3.0,2.0,20.0
1661,3.0,-999.0,1.0,1000.0,1.0,8000.0,0.0,,0.0,,2009.0,,,,,,3.0,212302020.0,212302.0,21.0,2.0,3.0,2.0,20.0
1672,2.0,400.0,1.0,100.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,2.0,212302061.0,212302.0,21.0,2.0,3.0,2.0,61.0
1677,2.0,50.0,1.0,500.0,0.0,,1.0,100.0,1.0,50.0,2009.0,,,,,,2.0,212302122.0,212302.0,21.0,2.0,3.0,2.0,122.0
1678,2.0,125.0,1.0,350.0,0.0,,1.0,150.0,1.0,50.0,2009.0,,,,,,2.0,212302123.0,212302.0,21.0,2.0,3.0,2.0,123.0
1685,2.0,396.0,1.0,820.0,1.0,430.0,1.0,330.0,1.0,300.0,2009.0,,,,,,2.0,212303001.0,212303.0,21.0,2.0,3.0,3.0,1.0
1726,2.0,250.0,1.0,600.0,0.0,,1.0,800.0,1.0,240.0,2009.0,,,,,,2.0,212303009.0,212303.0,21.0,2.0,3.0,3.0,9.0
1747,1.0,1900.0,1.0,1000.0,1.0,4000.0,0.0,,0.0,,2009.0,,,,,,1.0,212303013.0,212303.0,21.0,2.0,3.0,3.0,13.0
1748,2.0,110.0,1.0,80.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,212303013.0,212303.0,21.0,2.0,3.0,3.0,13.0
1753,1.0,9000.0,0.0,,1.0,90000.0,0.0,,0.0,,2009.0,,,,,,1.0,212303014.0,212303.0,21.0,2.0,3.0,3.0,14.0
1781,3.0,500.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,212303018.0,212303.0,21.0,2.0,3.0,3.0,18.0
1788,3.0,150.0,0.0,,1.0,1500.0,0.0,,0.0,,2009.0,,,,,,3.0,212303019.0,212303.0,21.0,2.0,3.0,3.0,19.0
1797,2.0,800.0,1.0,700.0,1.0,85.0,1.0,1200.0,1.0,400.0,2009.0,,,,,,2.0,212303020.0,212303.0,21.0,2.0,3.0,3.0,20.0
1802,2.0,1000.0,0.0,,1.0,20000.0,0.0,,0.0,,2009.0,,,,,,2.0,212303083.0,212303.0,21.0,2.0,3.0,3.0,83.0
1845,2.0,130.0,1.0,100.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,212304007.0,212304.0,21.0,2.0,3.0,4.0,7.0
1854,2.0,60.0,1.0,150.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,212304009.0,212304.0,21.0,2.0,3.0,4.0,9.0
1893,2.0,120.0,0.0,,0.0,,1.0,600.0,1.0,200.0,2009.0,,,,,,2.0,212304015.0,212304.0,21.0,2.0,3.0,4.0,15.0
1903,2.0,1.0,1.0,350.0,0.0,,1.0,700.0,0.0,,2009.0,,,,,,2.0,212304018.0,212304.0,21.0,2.0,3.0,4.0,18.0
1913,2.0,-999.0,1.0,500.0,0.0,,1.0,230.0,0.0,,2009.0,,,,,,2.0,212304062.0,212304.0,21.0,2.0,3.0,4.0,62.0
1917,2.0,120.0,1.0,150.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,212304065.0,212304.0,21.0,2.0,3.0,4.0,65.0
1922,2.0,120.0,1.0,400.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,212304066.0,212304.0,21.0,2.0,3.0,4.0,66.0
2014,1.0,2000.0,1.0,2000.0,1.0,1800.0,0.0,,0.0,,2009.0,,,,,,1.0,212402017.0,212402.0,21.0,2.0,4.0,2.0,17.0
2127,2.0,200.0,1.0,200.0,0.0,,1.0,-999.0,0.0,,2009.0,,,,,,2.0,212403101.0,212403.0,21.0,2.0,4.0,3.0,101.0
2129,2.0,20.0,1.0,20.0,1.0,120.0,0.0,,0.0,,2009.0,,,,,,2.0,212403121.0,212403.0,21.0,2.0,4.0,3.0,121.0
2157,3.0,1000.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,212404011.0,212404.0,21.0,2.0,4.0,4.0,11.0
2224,2.0,150.0,1.0,200.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,231103013.0,231103.0,23.0,1.0,1.0,3.0,13.0
2225,3.0,100.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,231103013.0,231103.0,23.0,1.0,1.0,3.0,13.0
2248,1.0,-999.0,1.0,500.0,0.0,,1.0,1500.0,1.0,600.0,2009.0,,,,,,1.0,231103016.0,231103.0,23.0,1.0,1.0,3.0,16.0
2287,2.0,2000.0,1.0,2000.0,1.0,400.0,1.0,1000.0,1.0,300.0,2009.0,,,,,,2.0,231103020.0,231103.0,23.0,1.0,1.0,3.0,20.0
2297,1.0,400.0,0.0,,0.0,,1.0,1250.0,0.0,,2009.0,,,,,,1.0,231104005.0,231104.0,23.0,1.0,1.0,4.0,5.0
2298,2.0,200.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,231104005.0,231104.0,23.0,1.0,1.0,4.0,5.0
2309,3.0,2000.0,1.0,1000.0,1.0,7000.0,0.0,,0.0,,2009.0,,,,,,3.0,231104017.0,231104.0,23.0,1.0,1.0,4.0,17.0
2313,3.0,2000.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,231104101.0,231104.0,23.0,1.0,1.0,4.0,101.0
2326,2.0,300.0,1.0,200.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,231204001.0,231204.0,23.0,1.0,2.0,4.0,1.0
2335,2.0,450.0,1.0,150.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,231204005.0,231204.0,23.0,1.0,2.0,4.0,5.0
2337,2.0,100.0,0.0,,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,231204006.0,231204.0,23.0,1.0,2.0,4.0,6.0
2345,2.0,20.0,1.0,60.0,0.0,,1.0,70.0,0.0,,2009.0,,,,,,2.0,231204010.0,231204.0,23.0,1.0,2.0,4.0,10.0
2346,2.0,600.0,0.0,,0.0,,1.0,1000.0,1.0,500.0,2009.0,,,,,,2.0,231204011.0,231204.0,23.0,1.0,2.0,4.0,11.0
2347,3.0,100.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,231204011.0,231204.0,23.0,1.0,2.0,4.0,11.0
2351,2.0,100.0,1.0,150.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,231204012.0,231204.0,23.0,1.0,2.0,4.0,12.0
2353,2.0,150.0,0.0,,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,231204014.0,231204.0,23.0,1.0,2.0,4.0,14.0
2355,2.0,50.0,1.0,60.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,231204016.0,231204.0,23.0,1.0,2.0,4.0,16.0
2356,2.0,80.0,1.0,200.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,231204018.0,231204.0,23.0,1.0,2.0,4.0,18.0
2361,2.0,400.0,0.0,,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,231204020.0,231204.0,23.0,1.0,2.0,4.0,20.0
2363,1.0,5000.0,1.0,5000.0,1.0,15000.0,1.0,1400.0,0.0,,2009.0,,,,,,1.0,231204121.0,231204.0,23.0,1.0,2.0,4.0,121.0
2364,2.0,600.0,1.0,400.0,0.0,,1.0,250.0,1.0,750.0,2009.0,,,,,,2.0,231204121.0,231204.0,23.0,1.0,2.0,4.0,121.0
2375,3.0,-999.0,1.0,-999.0,1.0,90000.0,1.0,400.0,0.0,,2009.0,,,,,,3.0,232102002.0,232102.0,23.0,2.0,1.0,2.0,2.0
2421,1.0,1600.0,1.0,700.0,1.0,2000.0,1.0,500.0,0.0,,2009.0,,,,,,1.0,232102016.0,232102.0,23.0,2.0,1.0,2.0,16.0
2441,3.0,-999.0,1.0,5000.0,1.0,12000.0,0.0,,0.0,,2009.0,,,,,,3.0,232102020.0,232102.0,23.0,2.0,1.0,2.0,20.0
2480,1.0,100.0,1.0,100.0,1.0,200.0,1.0,540.0,0.0,,2009.0,,,,,,1.0,232103064.0,232103.0,23.0,2.0,1.0,3.0,64.0
2481,3.0,100.0,1.0,1100.0,1.0,300.0,0.0,,1.0,300.0,2009.0,,,,,,3.0,232103064.0,232103.0,23.0,2.0,1.0,3.0,64.0
2504,1.0,6000.0,1.0,3000.0,1.0,5000.0,1.0,700.0,0.0,,2009.0,,,,,,1.0,232104008.0,232104.0,23.0,2.0,1.0,4.0,8.0
2514,3.0,-999.0,1.0,5000.0,1.0,25000.0,0.0,,0.0,,2009.0,,,,,,3.0,232104013.0,232104.0,23.0,2.0,1.0,4.0,13.0
2519,2.0,240.0,1.0,120.0,0.0,,1.0,600.0,0.0,,2009.0,,,,,,2.0,232104014.0,232104.0,23.0,2.0,1.0,4.0,14.0
2522,2.0,200.0,1.0,100.0,0.0,,1.0,600.0,0.0,,2009.0,,,,,,2.0,232104015.0,232104.0,23.0,2.0,1.0,4.0,15.0
2531,1.0,2000.0,1.0,1500.0,1.0,5000.0,0.0,,0.0,,2009.0,,,,,,1.0,232104061.0,232104.0,23.0,2.0,1.0,4.0,61.0
2547,1.0,1000.0,1.0,500.0,1.0,1000.0,1.0,500.0,0.0,,2009.0,,,,,,1.0,232104085.0,232104.0,23.0,2.0,1.0,4.0,85.0
2562,3.0,3000.0,1.0,3000.0,1.0,4000.0,0.0,,0.0,,2009.0,,,,,,3.0,232202004.0,232202.0,23.0,2.0,2.0,2.0,4.0
