,idind,f2a,f4a,f4b,f4c,f5,f6,f7,f8,f9,f10,wave,f4d,f4,hhid,line,commid,t1,t2,t3,t4,t5
11494,432304102002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432304102.0,2.0,432304.0,43.0,2.0,3.0,4.0,102.0
11499,432304102004.0,1.0,10.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,432304102.0,4.0,432304.0,43.0,2.0,3.0,4.0,102.0
11500,432304121002.0,1.0,12.0,4.0,1.0,2.0,,,,,1.0,2009.0,,,432304121.0,2.0,432304.0,43.0,2.0,3.0,4.0,121.0
11502,432304121003.0,1.0,10.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,432304121.0,3.0,432304.0,43.0,2.0,3.0,4.0,121.0
11509,432402001001.0,1.0,9.0,6.0,-9.0,2.0,,,,,1.0,2009.0,,,432402001.0,1.0,432402.0,43.0,2.0,4.0,2.0,1.0
11542,432402005002.0,1.0,3.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432402005.0,2.0,432402.0,43.0,2.0,4.0,2.0,5.0
11544,432402006001.0,1.0,12.0,6.0,5.0,2.0,,,,,0.0,2009.0,,,432402006.0,1.0,432402.0,43.0,2.0,4.0,2.0,6.0
11548,432402006002.0,1.0,12.0,6.0,5.0,2.0,,,,,1.0,2009.0,,,432402006.0,2.0,432402.0,43.0,2.0,4.0,2.0,6.0
11563,432402010001.0,1.0,12.0,7.0,10.0,2.0,,,,,1.0,2009.0,,,432402010.0,1.0,432402.0,43.0,2.0,4.0,2.0,10.0
11587,432402015001.0,1.0,11.0,7.0,5.0,2.0,,,,,0.0,2009.0,,,432402015.0,1.0,432402.0,43.0,2.0,4.0,2.0,15.0
11591,432402015002.0,1.0,12.0,6.0,5.0,2.0,,,,,1.0,2009.0,,,432402015.0,2.0,432402.0,43.0,2.0,4.0,2.0,15.0
11608,432402041002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432402041.0,2.0,432402.0,43.0,2.0,4.0,2.0,41.0
11617,432402081001.0,1.0,10.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,432402081.0,1.0,432402.0,43.0,2.0,4.0,2.0,81.0
11621,432402082001.0,1.0,9.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432402082.0,1.0,432402.0,43.0,2.0,4.0,2.0,82.0
11627,432402085001.0,1.0,10.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,432402085.0,1.0,432402.0,43.0,2.0,4.0,2.0,85.0
11631,432402101001.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432402101.0,1.0,432402.0,43.0,2.0,4.0,2.0,101.0
11632,432402101002.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,432402101.0,2.0,432402.0,43.0,2.0,4.0,2.0,101.0
11634,432402102001.0,1.0,10.0,4.0,1.0,2.0,,,,,1.0,2009.0,,,432402102.0,1.0,432402.0,43.0,2.0,4.0,2.0,102.0
11636,432402102002.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432402102.0,2.0,432402.0,43.0,2.0,4.0,2.0,102.0
11637,432402121002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,432402121.0,2.0,432402.0,43.0,2.0,4.0,2.0,121.0
11638,432402122001.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,432402122.0,1.0,432402.0,43.0,2.0,4.0,2.0,122.0
11639,432402124001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,432402124.0,1.0,432402.0,43.0,2.0,4.0,2.0,124.0
11641,432402124002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432402124.0,2.0,432402.0,43.0,2.0,4.0,2.0,124.0
11644,432402125002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432402125.0,2.0,432402.0,43.0,2.0,4.0,2.0,125.0
11662,432403001002.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,432403001.0,2.0,432403.0,43.0,2.0,4.0,3.0,1.0
11665,432403002001.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,432403002.0,1.0,432403.0,43.0,2.0,4.0,3.0,2.0
11698,432403006002.0,1.0,5.0,2.0,1.0,2.0,,,,,1.0,2009.0,,,432403006.0,2.0,432403.0,43.0,2.0,4.0,3.0,6.0
11701,432403006006.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,432403006.0,6.0,432403.0,43.0,2.0,4.0,3.0,6.0
11702,432403006122.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432403006.0,122.0,432403.0,43.0,2.0,4.0,3.0,6.0
11710,432403008001.0,1.0,2.0,4.0,1.0,2.0,,,,,0.0,2009.0,,,432403008.0,1.0,432403.0,43.0,2.0,4.0,3.0,8.0
11717,432403008002.0,1.0,8.0,6.0,2.0,2.0,,,,,1.0,2009.0,,,432403008.0,2.0,432403.0,43.0,2.0,4.0,3.0,8.0
11733,432403011002.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,432403011.0,2.0,432403.0,43.0,2.0,4.0,3.0,11.0
11742,432403012031.0,1.0,12.0,6.0,3.0,2.0,,,,,1.0,2009.0,,,432403012.0,31.0,432403.0,43.0,2.0,4.0,3.0,12.0
11792,432403019002.0,1.0,12.0,6.0,2.0,2.0,,,,,1.0,2009.0,,,432403019.0,2.0,432403.0,43.0,2.0,4.0,3.0,19.0
11795,432403020001.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,432403020.0,1.0,432403.0,43.0,2.0,4.0,3.0,20.0
11801,432403020002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,432403020.0,2.0,432403.0,43.0,2.0,4.0,3.0,20.0
11806,432404001003.0,1.0,12.0,7.0,-9.0,2.0,,,,,0.0,2009.0,,,432404001.0,3.0,432404.0,43.0,2.0,4.0,4.0,1.0
11810,432404001004.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,432404001.0,4.0,432404.0,43.0,2.0,4.0,4.0,1.0
11814,432404002001.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432404002.0,1.0,432404.0,43.0,2.0,4.0,4.0,2.0
11818,432404002002.0,1.0,12.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,432404002.0,2.0,432404.0,43.0,2.0,4.0,4.0,2.0
11826,432404003001.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432404003.0,1.0,432404.0,43.0,2.0,4.0,4.0,3.0
11831,432404003021.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432404003.0,21.0,432404.0,43.0,2.0,4.0,4.0,3.0
11833,432404003102.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432404003.0,102.0,432404.0,43.0,2.0,4.0,4.0,3.0
11837,432404005001.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432404005.0,1.0,432404.0,43.0,2.0,4.0,4.0,5.0
11843,432404005002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432404005.0,2.0,432404.0,43.0,2.0,4.0,4.0,5.0
11847,432404005004.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432404005.0,4.0,432404.0,43.0,2.0,4.0,4.0,5.0
11853,432404007001.0,1.0,6.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,432404007.0,1.0,432404.0,43.0,2.0,4.0,4.0,7.0
11857,432404007002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432404007.0,2.0,432404.0,43.0,2.0,4.0,4.0,7.0
11865,432404009001.0,1.0,6.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,432404009.0,1.0,432404.0,43.0,2.0,4.0,4.0,9.0
11867,432404009002.0,1.0,6.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,432404009.0,2.0,432404.0,43.0,2.0,4.0,4.0,9.0
11870,432404010001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,432404010.0,1.0,432404.0,43.0,2.0,4.0,4.0,10.0
11873,432404010002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432404010.0,2.0,432404.0,43.0,2.0,4.0,4.0,10.0
11879,432404011003.0,1.0,4.0,5.0,3.0,2.0,,,,,1.0,2009.0,,,432404011.0,3.0,432404.0,43.0,2.0,4.0,4.0,11.0
11881,432404011101.0,1.0,5.0,5.0,6.0,2.0,,,,,1.0,2009.0,,,432404011.0,101.0,432404.0,43.0,2.0,4.0,4.0,11.0
11884,432404012001.0,1.0,6.0,5.0,3.0,2.0,,,,,1.0,2009.0,,,432404012.0,1.0,432404.0,43.0,2.0,4.0,4.0,12.0
11890,432404012002.0,1.0,4.0,3.0,3.0,2.0,,,,,1.0,2009.0,,,432404012.0,2.0,432404.0,43.0,2.0,4.0,4.0,12.0
11905,432404014101.0,1.0,7.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,432404014.0,101.0,432404.0,43.0,2.0,4.0,4.0,14.0
11906,432404015001.0,1.0,10.0,6.0,5.0,2.0,,,,,0.0,2009.0,,,432404015.0,1.0,432404.0,43.0,2.0,4.0,4.0,15.0
11912,432404015002.0,1.0,10.0,6.0,5.0,2.0,,,,,1.0,2009.0,,,432404015.0,2.0,432404.0,43.0,2.0,4.0,4.0,15.0
11918,432404016001.0,1.0,8.0,6.0,6.0,2.0,,,,,0.0,2009.0,,,432404016.0,1.0,432404.0,43.0,2.0,4.0,4.0,16.0
11924,432404016002.0,1.0,10.0,6.0,5.0,2.0,,,,,1.0,2009.0,,,432404016.0,2.0,432404.0,43.0,2.0,4.0,4.0,16.0
11929,432404017001.0,1.0,10.0,6.0,5.0,2.0,,,,,1.0,2009.0,,,432404017.0,1.0,432404.0,43.0,2.0,4.0,4.0,17.0
11934,432404017003.0,1.0,8.0,5.0,2.0,2.0,,,,,0.0,2009.0,,,432404017.0,3.0,432404.0,43.0,2.0,4.0,4.0,17.0
11935,432404017102.0,1.0,10.0,5.0,4.0,2.0,,,,,0.0,2009.0,,,432404017.0,102.0,432404.0,43.0,2.0,4.0,4.0,17.0
11937,432404018001.0,1.0,7.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432404018.0,1.0,432404.0,43.0,2.0,4.0,4.0,18.0
11943,432404018002.0,1.0,7.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432404018.0,2.0,432404.0,43.0,2.0,4.0,4.0,18.0
11948,432404101001.0,1.0,10.0,5.0,2.0,2.0,,,,,0.0,2009.0,,,432404101.0,1.0,432404.0,43.0,2.0,4.0,4.0,101.0
11949,432404101002.0,1.0,10.0,5.0,6.0,2.0,,,,,1.0,2009.0,,,432404101.0,2.0,432404.0,43.0,2.0,4.0,4.0,101.0
11950,432404101004.0,1.0,10.0,1.0,2.0,2.0,,,,,0.0,2009.0,,,432404101.0,4.0,432404.0,43.0,2.0,4.0,4.0,101.0
11952,432404101005.0,1.0,10.0,6.0,5.0,2.0,,,,,1.0,2009.0,,,432404101.0,5.0,432404.0,43.0,2.0,4.0,4.0,101.0
11955,432404102001.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432404102.0,1.0,432404.0,43.0,2.0,4.0,4.0,102.0
11957,432404102002.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432404102.0,2.0,432404.0,43.0,2.0,4.0,4.0,102.0
11960,432404104002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432404104.0,2.0,432404.0,43.0,2.0,4.0,4.0,104.0
11981,451103007002.0,1.0,12.0,7.0,5.0,2.0,,,,,1.0,2009.0,,,451103007.0,2.0,451103.0,45.0,1.0,1.0,3.0,7.0
12023,451103018002.0,1.0,6.0,7.0,7.0,2.0,,,,,0.0,2009.0,,,451103018.0,2.0,451103.0,45.0,1.0,1.0,3.0,18.0
12050,451104001002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451104001.0,2.0,451104.0,45.0,1.0,1.0,4.0,1.0
12083,451104003081.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451104003.0,81.0,451104.0,45.0,1.0,1.0,4.0,3.0
12091,451104004001.0,1.0,10.0,5.0,2.0,2.0,,,,,0.0,2009.0,,,451104004.0,1.0,451104.0,45.0,1.0,1.0,4.0,4.0
12099,451104004002.0,1.0,10.0,5.0,2.0,2.0,,,,,1.0,2009.0,,,451104004.0,2.0,451104.0,45.0,1.0,1.0,4.0,4.0
12111,451104005001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,451104005.0,1.0,451104.0,45.0,1.0,1.0,4.0,5.0
12116,451104005002.0,1.0,12.0,7.0,3.0,2.0,,,,,1.0,2009.0,,,451104005.0,2.0,451104.0,45.0,1.0,1.0,4.0,5.0
12124,451104006001.0,1.0,12.0,2.0,2.0,2.0,,,,,0.0,2009.0,,,451104006.0,1.0,451104.0,45.0,1.0,1.0,4.0,6.0
12132,451104006002.0,1.0,12.0,5.0,2.0,2.0,,,,,1.0,2009.0,,,451104006.0,2.0,451104.0,45.0,1.0,1.0,4.0,6.0
12149,451104008061.0,1.0,12.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,451104008.0,61.0,451104.0,45.0,1.0,1.0,4.0,8.0
12151,451104008062.0,1.0,12.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,451104008.0,62.0,451104.0,45.0,1.0,1.0,4.0,8.0
12171,451104011001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451104011.0,1.0,451104.0,45.0,1.0,1.0,4.0,11.0
12180,451104011004.0,1.0,12.0,6.0,2.0,2.0,,,,,0.0,2009.0,,,451104011.0,4.0,451104.0,45.0,1.0,1.0,4.0,11.0
12192,451104013001.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,451104013.0,1.0,451104.0,45.0,1.0,1.0,4.0,13.0
12203,451104013031.0,1.0,12.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,451104013.0,31.0,451104.0,45.0,1.0,1.0,4.0,13.0
12213,451104014002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,451104014.0,2.0,451104.0,45.0,1.0,1.0,4.0,14.0
12229,451104016001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451104016.0,1.0,451104.0,45.0,1.0,1.0,4.0,16.0
12238,451104016002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,451104016.0,2.0,451104.0,45.0,1.0,1.0,4.0,16.0
12249,451104017001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451104017.0,1.0,451104.0,45.0,1.0,1.0,4.0,17.0
12255,451104017002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,451104017.0,2.0,451104.0,45.0,1.0,1.0,4.0,17.0
12256,451104017041.0,1.0,12.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,451104017.0,41.0,451104.0,45.0,1.0,1.0,4.0,17.0
12263,451104018001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,451104018.0,1.0,451104.0,45.0,1.0,1.0,4.0,18.0
12269,451104018002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,451104018.0,2.0,451104.0,45.0,1.0,1.0,4.0,18.0
12273,451104018003.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,451104018.0,3.0,451104.0,45.0,1.0,1.0,4.0,18.0
12279,451104018041.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,451104018.0,41.0,451104.0,45.0,1.0,1.0,4.0,18.0
12282,451104018042.0,1.0,12.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,451104018.0,42.0,451104.0,45.0,1.0,1.0,4.0,18.0
12293,451104020001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451104020.0,1.0,451104.0,45.0,1.0,1.0,4.0,20.0
12301,451104020002.0,1.0,10.0,7.0,3.0,2.0,,,,,0.0,2009.0,,,451104020.0,2.0,451104.0,45.0,1.0,1.0,4.0,20.0
12315,451104061002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,451104061.0,2.0,451104.0,45.0,1.0,1.0,4.0,61.0
12324,451104121001.0,1.0,3.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,451104121.0,1.0,451104.0,45.0,1.0,1.0,4.0,121.0
12326,451104121002.0,1.0,12.0,6.0,2.0,2.0,,,,,1.0,2009.0,,,451104121.0,2.0,451104.0,45.0,1.0,1.0,4.0,121.0
12332,451105114001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451105114.0,1.0,451105.0,45.0,1.0,1.0,5.0,114.0
12334,451201004001.0,1.0,12.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,451201004.0,1.0,451201.0,45.0,1.0,2.0,1.0,4.0
12337,451201124001.0,1.0,6.0,9.0,1.0,2.0,,,,,1.0,2009.0,,,451201124.0,1.0,451201.0,45.0,1.0,2.0,1.0,124.0
12371,451203004003.0,1.0,8.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451203004.0,3.0,451203.0,45.0,1.0,2.0,3.0,4.0
12373,451203004005.0,1.0,2.0,1.0,-9.0,2.0,,,,,1.0,2009.0,,,451203004.0,5.0,451203.0,45.0,1.0,2.0,3.0,4.0
12374,451203004033.0,1.0,12.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,451203004.0,33.0,451203.0,45.0,1.0,2.0,3.0,4.0
12375,451203004042.0,1.0,12.0,1.0,-9.0,2.0,,,,,0.0,2009.0,,,451203004.0,42.0,451203.0,45.0,1.0,2.0,3.0,4.0
12501,451203061004.0,1.0,10.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,451203061.0,4.0,451203.0,45.0,1.0,2.0,3.0,61.0
12512,451203123001.0,1.0,12.0,4.0,1.0,2.0,,,,,0.0,2009.0,,,451203123.0,1.0,451203.0,45.0,1.0,2.0,3.0,123.0
12549,451204002001.0,1.0,12.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,451204002.0,1.0,451204.0,45.0,1.0,2.0,4.0,2.0
12554,451204002002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204002.0,2.0,451204.0,45.0,1.0,2.0,4.0,2.0
12564,451204003002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204003.0,2.0,451204.0,45.0,1.0,2.0,4.0,3.0
12578,451204004002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,451204004.0,2.0,451204.0,45.0,1.0,2.0,4.0,4.0
12581,451204004031.0,1.0,12.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,451204004.0,31.0,451204.0,45.0,1.0,2.0,4.0,4.0
12593,451204005005.0,1.0,7.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,451204005.0,5.0,451204.0,45.0,1.0,2.0,4.0,5.0
12594,451204005061.0,1.0,7.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,451204005.0,61.0,451204.0,45.0,1.0,2.0,4.0,5.0
12607,451204006002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204006.0,2.0,451204.0,45.0,1.0,2.0,4.0,6.0
12613,451204006006.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,451204006.0,6.0,451204.0,45.0,1.0,2.0,4.0,6.0
12615,451204007001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204007.0,1.0,451204.0,45.0,1.0,2.0,4.0,7.0
12623,451204007002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204007.0,2.0,451204.0,45.0,1.0,2.0,4.0,7.0
12631,451204007004.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,451204007.0,4.0,451204.0,45.0,1.0,2.0,4.0,7.0
12640,451204008002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204008.0,2.0,451204.0,45.0,1.0,2.0,4.0,8.0
12645,451204008006.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,451204008.0,6.0,451204.0,45.0,1.0,2.0,4.0,8.0
12647,451204008121.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204008.0,121.0,451204.0,45.0,1.0,2.0,4.0,8.0
12652,451204009001.0,1.0,12.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,451204009.0,1.0,451204.0,45.0,1.0,2.0,4.0,9.0
12660,451204009002.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,451204009.0,2.0,451204.0,45.0,1.0,2.0,4.0,9.0
12671,451204010001.0,1.0,6.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,451204010.0,1.0,451204.0,45.0,1.0,2.0,4.0,10.0
12680,451204010002.0,1.0,8.0,4.0,,2.0,,,,,0.0,2009.0,,,451204010.0,2.0,451204.0,45.0,1.0,2.0,4.0,10.0
12718,451204013001.0,1.0,3.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,451204013.0,1.0,451204.0,45.0,1.0,2.0,4.0,13.0
12723,451204013003.0,1.0,2.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,451204013.0,3.0,451204.0,45.0,1.0,2.0,4.0,13.0
12728,451204013041.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204013.0,41.0,451204.0,45.0,1.0,2.0,4.0,13.0
12729,451204013061.0,1.0,-9.0,3.0,2.0,2.0,,,,,0.0,2009.0,,,451204013.0,61.0,451204.0,45.0,1.0,2.0,4.0,13.0
12737,451204014001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204014.0,1.0,451204.0,45.0,1.0,2.0,4.0,14.0
12745,451204014002.0,1.0,5.0,2.0,2.0,2.0,,,,,0.0,2009.0,,,451204014.0,2.0,451204.0,45.0,1.0,2.0,4.0,14.0
12747,451204014004.0,1.0,1.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,451204014.0,4.0,451204.0,45.0,1.0,2.0,4.0,14.0
12752,451204015002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204015.0,2.0,451204.0,45.0,1.0,2.0,4.0,15.0
12767,451204017001.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,451204017.0,1.0,451204.0,45.0,1.0,2.0,4.0,17.0
12775,451204017002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204017.0,2.0,451204.0,45.0,1.0,2.0,4.0,17.0
12780,451204017004.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,451204017.0,4.0,451204.0,45.0,1.0,2.0,4.0,17.0
12785,451204018001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,451204018.0,1.0,451204.0,45.0,1.0,2.0,4.0,18.0
12793,451204018002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204018.0,2.0,451204.0,45.0,1.0,2.0,4.0,18.0
12822,451204020002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,451204020.0,2.0,451204.0,45.0,1.0,2.0,4.0,20.0
12829,451204020121.0,1.0,12.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,451204020.0,121.0,451204.0,45.0,1.0,2.0,4.0,20.0
12843,451204042001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204042.0,1.0,451204.0,45.0,1.0,2.0,4.0,42.0
12853,451204044001.0,1.0,9.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204044.0,1.0,451204.0,45.0,1.0,2.0,4.0,44.0
12857,451204044002.0,1.0,12.0,2.0,1.0,2.0,,,,,1.0,2009.0,,,451204044.0,2.0,451204.0,45.0,1.0,2.0,4.0,44.0
12866,451204045001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,451204045.0,1.0,451204.0,45.0,1.0,2.0,4.0,45.0
12868,451204045002.0,1.0,12.0,4.0,1.0,2.0,,,,,0.0,2009.0,,,451204045.0,2.0,451204.0,45.0,1.0,2.0,4.0,45.0
12871,451204045003.0,1.0,12.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,451204045.0,3.0,451204.0,45.0,1.0,2.0,4.0,45.0
12873,451204045005.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,451204045.0,5.0,451204.0,45.0,1.0,2.0,4.0,45.0
12880,451204081002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204081.0,2.0,451204.0,45.0,1.0,2.0,4.0,81.0
12884,451204082001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204082.0,1.0,451204.0,45.0,1.0,2.0,4.0,82.0
12889,451204121002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204121.0,2.0,451204.0,45.0,1.0,2.0,4.0,121.0
12892,451204121005.0,1.0,6.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,451204121.0,5.0,451204.0,45.0,1.0,2.0,4.0,121.0
12896,451204122002.0,1.0,2.0,2.0,2.0,2.0,,,,,0.0,2009.0,,,451204122.0,2.0,451204.0,45.0,1.0,2.0,4.0,122.0
12904,451204122004.0,1.0,3.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,451204122.0,4.0,451204.0,45.0,1.0,2.0,4.0,122.0
12906,451204123001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,451204123.0,1.0,451204.0,45.0,1.0,2.0,4.0,123.0
12912,451204123002.0,1.0,12.0,6.0,1.0,2.0,,,,,0.0,2009.0,,,451204123.0,2.0,451204.0,45.0,1.0,2.0,4.0,123.0
12915,451204123003.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,451204123.0,3.0,451204.0,45.0,1.0,2.0,4.0,123.0
12921,451204142002.0,1.0,10.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,451204081.0,121.0,451204.0,45.0,1.0,2.0,4.0,81.0
12964,452102002001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102002.0,1.0,452102.0,45.0,2.0,1.0,2.0,2.0
12982,452102003005.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102003.0,5.0,452102.0,45.0,2.0,1.0,2.0,3.0
13001,452102004002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452102004.0,2.0,452102.0,45.0,2.0,1.0,2.0,4.0
13009,452102004003.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102004.0,3.0,452102.0,45.0,2.0,1.0,2.0,4.0
13013,452102005001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102005.0,1.0,452102.0,45.0,2.0,1.0,2.0,5.0
13019,452102005002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452102005.0,2.0,452102.0,45.0,2.0,1.0,2.0,5.0
13031,452102006002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102006.0,2.0,452102.0,45.0,2.0,1.0,2.0,6.0
13032,452102006003.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452102006.0,3.0,452102.0,45.0,2.0,1.0,2.0,6.0
