,idind,f2a,f4a,f4b,f4c,f5,f6,f7,f8,f9,f10,wave,f4d,f4,hhid,line,commid,t1,t2,t3,t4,t5
6758,412203004002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412203004.0,2.0,412203.0,41.0,2.0,2.0,3.0,4.0
6829,412203041002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412203041.0,2.0,412203.0,41.0,2.0,2.0,3.0,41.0
6868,412203081002.0,1.0,3.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,412203081.0,2.0,412203.0,41.0,2.0,2.0,3.0,81.0
6873,412203083002.0,1.0,3.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,412203083.0,2.0,412203.0,41.0,2.0,2.0,3.0,83.0
6880,412203087002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412203087.0,2.0,412203.0,41.0,2.0,2.0,3.0,87.0
6883,412203088001.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,412203088.0,1.0,412203.0,41.0,2.0,2.0,3.0,88.0
6886,412203121002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412203121.0,2.0,412203.0,41.0,2.0,2.0,3.0,121.0
6888,412203121004.0,1.0,-9.0,3.0,-9.0,2.0,,,,,0.0,2009.0,,,412203121.0,4.0,412203.0,41.0,2.0,2.0,3.0,121.0
6890,412203122002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412203122.0,2.0,412203.0,41.0,2.0,2.0,3.0,122.0
6914,412204001003.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412204001.0,3.0,412204.0,41.0,2.0,2.0,4.0,1.0
6929,412204002004.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412204002.0,4.0,412204.0,41.0,2.0,2.0,4.0,2.0
6936,412204003001.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,412204003.0,1.0,412204.0,41.0,2.0,2.0,4.0,3.0
6945,412204003002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,412204003.0,2.0,412204.0,41.0,2.0,2.0,4.0,3.0
6960,412204005001.0,1.0,1.0,2.0,1.0,2.0,,,,,1.0,2009.0,,,412204005.0,1.0,412204.0,41.0,2.0,2.0,4.0,5.0
6965,412204005002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412204005.0,2.0,412204.0,41.0,2.0,2.0,4.0,5.0
6976,412204007002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412204007.0,2.0,412204.0,41.0,2.0,2.0,4.0,7.0
7002,412204010001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412204010.0,1.0,412204.0,41.0,2.0,2.0,4.0,10.0
7012,412204010002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412204010.0,2.0,412204.0,41.0,2.0,2.0,4.0,10.0
7044,412204016001.0,1.0,12.0,7.0,-9.0,2.0,,,,,0.0,2009.0,,,412204016.0,1.0,412204.0,41.0,2.0,2.0,4.0,16.0
7053,412204016002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412204016.0,2.0,412204.0,41.0,2.0,2.0,4.0,16.0
7066,412204018002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412204018.0,2.0,412204.0,41.0,2.0,2.0,4.0,18.0
7085,412204081001.0,1.0,2.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,412204081.0,1.0,412204.0,41.0,2.0,2.0,4.0,81.0
7089,412204081002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412204081.0,2.0,412204.0,41.0,2.0,2.0,4.0,81.0
7099,412204083001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412204083.0,1.0,412204.0,41.0,2.0,2.0,4.0,83.0
7101,412204122001.0,1.0,6.0,5.0,1.0,2.0,,,,,0.0,2009.0,,,412204122.0,1.0,412204.0,41.0,2.0,2.0,4.0,122.0
7103,412204122002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412204122.0,2.0,412204.0,41.0,2.0,2.0,4.0,122.0
7125,412302002004.0,1.0,4.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412302002.0,4.0,412302.0,41.0,2.0,3.0,2.0,2.0
7126,412302002006.0,1.0,4.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,412302002.0,6.0,412302.0,41.0,2.0,3.0,2.0,2.0
7138,412302006005.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,412302006.0,5.0,412302.0,41.0,2.0,3.0,2.0,6.0
7140,412302007002.0,1.0,6.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412302007.0,2.0,412302.0,41.0,2.0,3.0,2.0,7.0
7142,412302008001.0,1.0,12.0,7.0,5.0,2.0,,,,,1.0,2009.0,,,412302008.0,1.0,412302.0,41.0,2.0,3.0,2.0,8.0
7147,412302009001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412302009.0,1.0,412302.0,41.0,2.0,3.0,2.0,9.0
7151,412302009002.0,1.0,2.0,2.0,-9.0,2.0,,,,,0.0,2009.0,,,412302009.0,2.0,412302.0,41.0,2.0,3.0,2.0,9.0
7156,412302010002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412302010.0,2.0,412302.0,41.0,2.0,3.0,2.0,10.0
7158,412302011004.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,412302011.0,4.0,412302.0,41.0,2.0,3.0,2.0,11.0
7179,412302017001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412302017.0,1.0,412302.0,41.0,2.0,3.0,2.0,17.0
7183,412302017002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412302017.0,2.0,412302.0,41.0,2.0,3.0,2.0,17.0
7186,412302017004.0,1.0,12.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,412302017.0,4.0,412302.0,41.0,2.0,3.0,2.0,17.0
7194,412302019002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,412302019.0,2.0,412302.0,41.0,2.0,3.0,2.0,19.0
7199,412302019003.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,412302019.0,3.0,412302.0,41.0,2.0,3.0,2.0,19.0
7204,412302020001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412302020.0,1.0,412302.0,41.0,2.0,3.0,2.0,20.0
7215,412302081102.0,1.0,12.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,412302081.0,102.0,412302.0,41.0,2.0,3.0,2.0,81.0
7246,412303008002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412303008.0,2.0,412303.0,41.0,2.0,3.0,3.0,8.0
7248,412303009001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412303009.0,1.0,412303.0,41.0,2.0,3.0,3.0,9.0
7261,412303011001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,412303011.0,1.0,412303.0,41.0,2.0,3.0,3.0,11.0
7267,412303011002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412303011.0,2.0,412303.0,41.0,2.0,3.0,3.0,11.0
7282,412303013002.0,1.0,8.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412303013.0,2.0,412303.0,41.0,2.0,3.0,3.0,13.0
7285,412303013061.0,1.0,8.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412303013.0,61.0,412303.0,41.0,2.0,3.0,3.0,13.0
7307,412303019001.0,1.0,6.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412303019.0,1.0,412303.0,41.0,2.0,3.0,3.0,19.0
7309,412303019003.0,1.0,6.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412303019.0,3.0,412303.0,41.0,2.0,3.0,3.0,19.0
7319,412304001001.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412304001.0,1.0,412304.0,41.0,2.0,3.0,4.0,1.0
7330,412304005001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412304005.0,1.0,412304.0,41.0,2.0,3.0,4.0,5.0
7347,412304010121.0,1.0,5.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412304010.0,121.0,412304.0,41.0,2.0,3.0,4.0,10.0
7360,412304013001.0,1.0,2.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412304013.0,1.0,412304.0,41.0,2.0,3.0,4.0,13.0
7363,412304013002.0,1.0,2.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412304013.0,2.0,412304.0,41.0,2.0,3.0,4.0,13.0
7391,412304019101.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,412304019.0,101.0,412304.0,41.0,2.0,3.0,4.0,19.0
7429,412401012004.0,1.0,12.0,7.0,6.0,2.0,,,,,1.0,2009.0,,,412401012.0,4.0,412401.0,41.0,2.0,4.0,1.0,12.0
7431,412401012031.0,1.0,8.0,5.0,6.0,2.0,,,,,1.0,2009.0,,,412401012.0,31.0,412401.0,41.0,2.0,4.0,1.0,12.0
7504,412402010001.0,1.0,4.0,3.0,3.0,2.0,,,,,1.0,2009.0,,,412402010.0,1.0,412402.0,41.0,2.0,4.0,2.0,10.0
7538,412402017002.0,1.0,8.0,7.0,6.0,2.0,,,,,0.0,2009.0,,,412402017.0,2.0,412402.0,41.0,2.0,4.0,2.0,17.0
7551,412402019002.0,1.0,12.0,4.0,2.0,2.0,,,,,1.0,2009.0,,,412402019.0,2.0,412402.0,41.0,2.0,4.0,2.0,19.0
7575,412403001021.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412403001.0,21.0,412403.0,41.0,2.0,4.0,3.0,1.0
7588,412403002005.0,1.0,12.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,412403002.0,5.0,412403.0,41.0,2.0,4.0,3.0,2.0
7589,412403002061.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412403002.0,61.0,412403.0,41.0,2.0,4.0,3.0,2.0
7597,412403003121.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,412403003.0,121.0,412403.0,41.0,2.0,4.0,3.0,3.0
7598,412403003122.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,412403003.0,122.0,412403.0,41.0,2.0,4.0,3.0,3.0
7623,412403006001.0,1.0,12.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,412403006.0,1.0,412403.0,41.0,2.0,4.0,3.0,6.0
7631,412403006002.0,1.0,12.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,412403006.0,2.0,412403.0,41.0,2.0,4.0,3.0,6.0
7644,412403008001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412403008.0,1.0,412403.0,41.0,2.0,4.0,3.0,8.0
7664,412403010001.0,1.0,12.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,412403010.0,1.0,412403.0,41.0,2.0,4.0,3.0,10.0
7673,412403010002.0,1.0,12.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,412403010.0,2.0,412403.0,41.0,2.0,4.0,3.0,10.0
7675,412403010004.0,1.0,12.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,412403010.0,4.0,412403.0,41.0,2.0,4.0,3.0,10.0
7678,412403010082.0,1.0,12.0,4.0,1.0,2.0,,,,,0.0,2009.0,,,412403010.0,82.0,412403.0,41.0,2.0,4.0,3.0,10.0
7683,412403011001.0,1.0,6.0,2.0,2.0,2.0,,,,,0.0,2009.0,,,412403011.0,1.0,412403.0,41.0,2.0,4.0,3.0,11.0
7688,412403011002.0,1.0,3.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,412403011.0,2.0,412403.0,41.0,2.0,4.0,3.0,11.0
7692,412403011081.0,1.0,12.0,4.0,2.0,2.0,,,,,1.0,2009.0,,,412403011.0,81.0,412403.0,41.0,2.0,4.0,3.0,11.0
7707,412403012003.0,1.0,12.0,7.0,3.0,2.0,,,,,1.0,2009.0,,,412403012.0,3.0,412403.0,41.0,2.0,4.0,3.0,12.0
7710,412403012101.0,1.0,12.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,412403012.0,101.0,412403.0,41.0,2.0,4.0,3.0,12.0
7715,412403013001.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,412403013.0,1.0,412403.0,41.0,2.0,4.0,3.0,13.0
7732,412403014001.0,1.0,12.0,7.0,3.0,2.0,,,,,1.0,2009.0,,,412403014.0,1.0,412403.0,41.0,2.0,4.0,3.0,14.0
7738,412403014002.0,1.0,12.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,412403014.0,2.0,412403.0,41.0,2.0,4.0,3.0,14.0
7761,412403016005.0,1.0,3.0,3.0,1.0,2.0,,,,,1.0,2009.0,,,412403016.0,5.0,412403.0,41.0,2.0,4.0,3.0,16.0
7774,412403017022.0,1.0,12.0,2.0,3.0,2.0,,,,,1.0,2009.0,,,412403017.0,22.0,412403.0,41.0,2.0,4.0,3.0,17.0
7781,412403018061.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412403018.0,61.0,412403.0,41.0,2.0,4.0,3.0,18.0
7787,412403019001.0,1.0,3.0,2.0,3.0,2.0,,,,,0.0,2009.0,,,412403019.0,1.0,412403.0,41.0,2.0,4.0,3.0,19.0
7794,412403019002.0,1.0,6.0,3.0,3.0,2.0,,,,,1.0,2009.0,,,412403019.0,2.0,412403.0,41.0,2.0,4.0,3.0,19.0
7806,412403020001.0,1.0,7.0,3.0,3.0,2.0,,,,,1.0,2009.0,,,412403020.0,1.0,412403.0,41.0,2.0,4.0,3.0,20.0
7885,412404014003.0,1.0,3.0,2.0,4.0,2.0,,,,,1.0,2009.0,,,412404014.0,3.0,412404.0,41.0,2.0,4.0,4.0,14.0
7921,412404041001.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,412404041.0,1.0,412404.0,41.0,2.0,4.0,4.0,41.0
7922,412404041002.0,1.0,6.0,7.0,3.0,2.0,,,,,0.0,2009.0,,,412404041.0,2.0,412404.0,41.0,2.0,4.0,4.0,41.0
7928,421103001003.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,421103001.0,3.0,421103.0,42.0,1.0,1.0,3.0,1.0
7984,421103007001.0,1.0,2.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,421103007.0,1.0,421103.0,42.0,1.0,1.0,3.0,7.0
7989,421103007002.0,1.0,12.0,5.0,5.0,2.0,,,,,1.0,2009.0,,,421103007.0,2.0,421103.0,42.0,1.0,1.0,3.0,7.0
7999,421103010001.0,1.0,6.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,421103010.0,1.0,421103.0,42.0,1.0,1.0,3.0,10.0
8006,421103010002.0,1.0,12.0,5.0,1.0,2.0,,,,,0.0,2009.0,,,421103010.0,2.0,421103.0,42.0,1.0,1.0,3.0,10.0
8044,421103015002.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,421103015.0,2.0,421103.0,42.0,1.0,1.0,3.0,15.0
8057,421103016003.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,421103016.0,3.0,421103.0,42.0,1.0,1.0,3.0,16.0
8062,421103017002.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,421103017.0,2.0,421103.0,42.0,1.0,1.0,3.0,17.0
8068,421103018001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,421103018.0,1.0,421103.0,42.0,1.0,1.0,3.0,18.0
8079,421103018022.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,421103018.0,22.0,421103.0,42.0,1.0,1.0,3.0,18.0
8146,421203009002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,421203009.0,2.0,421203.0,42.0,1.0,2.0,3.0,9.0
8163,421203014003.0,1.0,5.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,421203014.0,3.0,421203.0,42.0,1.0,2.0,3.0,14.0
8186,421203101002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,421203101.0,2.0,421203.0,42.0,1.0,2.0,3.0,101.0
8226,421204010001.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,421204010.0,1.0,421204.0,42.0,1.0,2.0,4.0,10.0
8234,421204010002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,421204010.0,2.0,421204.0,42.0,1.0,2.0,4.0,10.0
8260,421204016001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,421204016.0,1.0,421204.0,42.0,1.0,2.0,4.0,16.0
8268,421204016002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,421204016.0,2.0,421204.0,42.0,1.0,2.0,4.0,16.0
8281,421204018002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,421204018.0,2.0,421204.0,42.0,1.0,2.0,4.0,18.0
8356,422104005001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422104005.0,1.0,422104.0,42.0,2.0,1.0,4.0,5.0
8360,422104005002.0,1.0,12.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,422104005.0,2.0,422104.0,42.0,2.0,1.0,4.0,5.0
8364,422104006001.0,1.0,9.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422104006.0,1.0,422104.0,42.0,2.0,1.0,4.0,6.0
8369,422104006002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,422104006.0,2.0,422104.0,42.0,2.0,1.0,4.0,6.0
8371,422104007001.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,422104007.0,1.0,422104.0,42.0,2.0,1.0,4.0,7.0
8377,422104007005.0,1.0,11.0,2.0,-9.0,2.0,,,,,0.0,2009.0,,,422104007.0,5.0,422104.0,42.0,2.0,1.0,4.0,7.0
8395,422104011001.0,1.0,6.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,422104011.0,1.0,422104.0,42.0,2.0,1.0,4.0,11.0
8399,422104011002.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,422104011.0,2.0,422104.0,42.0,2.0,1.0,4.0,11.0
8416,422104014001.0,1.0,12.0,7.0,-9.0,2.0,,,,,0.0,2009.0,,,422104014.0,1.0,422104.0,42.0,2.0,1.0,4.0,14.0
8424,422104014002.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,422104014.0,2.0,422104.0,42.0,2.0,1.0,4.0,14.0
8431,422104016002.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,422104016.0,2.0,422104.0,42.0,2.0,1.0,4.0,16.0
8434,422104017001.0,1.0,12.0,7.0,-9.0,2.0,,,,,0.0,2009.0,,,422104017.0,1.0,422104.0,42.0,2.0,1.0,4.0,17.0
8440,422104017002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422104017.0,2.0,422104.0,42.0,2.0,1.0,4.0,17.0
8452,422104019001.0,1.0,4.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,422104019.0,1.0,422104.0,42.0,2.0,1.0,4.0,19.0
8457,422104019002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422104019.0,2.0,422104.0,42.0,2.0,1.0,4.0,19.0
8462,422104020001.0,1.0,12.0,7.0,-9.0,2.0,,,,,0.0,2009.0,,,422104020.0,1.0,422104.0,42.0,2.0,1.0,4.0,20.0
8468,422104020002.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,422104020.0,2.0,422104.0,42.0,2.0,1.0,4.0,20.0
8477,422104081002.0,1.0,12.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,422104081.0,2.0,422104.0,42.0,2.0,1.0,4.0,81.0
8518,422202002001.0,1.0,12.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,422202002.0,1.0,422202.0,42.0,2.0,2.0,2.0,2.0
8523,422202002002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422202002.0,2.0,422202.0,42.0,2.0,2.0,2.0,2.0
8524,422202002003.0,1.0,12.0,5.0,1.0,2.0,,,,,0.0,2009.0,,,422202002.0,3.0,422202.0,42.0,2.0,2.0,2.0,2.0
8525,422202002004.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422202002.0,4.0,422202.0,42.0,2.0,2.0,2.0,2.0
8552,422202007002.0,1.0,10.0,2.0,1.0,2.0,,,,,1.0,2009.0,,,422202007.0,2.0,422202.0,42.0,2.0,2.0,2.0,7.0
8567,422202010001.0,1.0,1.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,422202010.0,1.0,422202.0,42.0,2.0,2.0,2.0,10.0
8571,422202010002.0,1.0,10.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,422202010.0,2.0,422202.0,42.0,2.0,2.0,2.0,10.0
8578,422202010004.0,1.0,10.0,4.0,1.0,2.0,,,,,0.0,2009.0,,,422202010.0,4.0,422202.0,42.0,2.0,2.0,2.0,10.0
8588,422202011002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422202011.0,2.0,422202.0,42.0,2.0,2.0,2.0,11.0
8620,422202017004.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422202017.0,4.0,422202.0,42.0,2.0,2.0,2.0,17.0
8621,422202017006.0,1.0,12.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,422202017.0,6.0,422202.0,42.0,2.0,2.0,2.0,17.0
8630,422202018005.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422202018.0,5.0,422202.0,42.0,2.0,2.0,2.0,18.0
8664,422203003002.0,1.0,12.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,422203003.0,2.0,422203.0,42.0,2.0,2.0,3.0,3.0
8678,422203005001.0,1.0,5.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,422203005.0,1.0,422203.0,42.0,2.0,2.0,3.0,5.0
8685,422203005002.0,1.0,4.0,3.0,1.0,2.0,,,,,1.0,2009.0,,,422203005.0,2.0,422203.0,42.0,2.0,2.0,3.0,5.0
8699,422203006061.0,1.0,12.0,5.0,2.0,2.0,,,,,1.0,2009.0,,,422203006.0,61.0,422203.0,42.0,2.0,2.0,3.0,6.0
8706,422203007001.0,1.0,12.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,422203007.0,1.0,422203.0,42.0,2.0,2.0,3.0,7.0
8715,422203008001.0,1.0,12.0,3.0,3.0,2.0,,,,,1.0,2009.0,,,422203008.0,1.0,422203.0,42.0,2.0,2.0,3.0,8.0
8722,422203008002.0,1.0,12.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,422203008.0,2.0,422203.0,42.0,2.0,2.0,3.0,8.0
8729,422203009002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422203009.0,2.0,422203.0,42.0,2.0,2.0,3.0,9.0
8740,422203010002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422203010.0,2.0,422203.0,42.0,2.0,2.0,3.0,10.0
8791,422203019002.0,1.0,12.0,7.0,1.0,2.0,,,,,,2009.0,,,422203019.0,2.0,422203.0,42.0,2.0,2.0,3.0,19.0
8794,422203019007.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422203019.0,7.0,422203.0,42.0,2.0,2.0,3.0,19.0
8801,422203020002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422203020.0,2.0,422203.0,42.0,2.0,2.0,3.0,20.0
8808,422203021002.0,1.0,12.0,7.0,1.0,2.0,,,,,,2009.0,,,422203021.0,2.0,422203.0,42.0,2.0,2.0,3.0,21.0
8813,422203041001.0,1.0,12.0,7.0,4.0,2.0,,,,,0.0,2009.0,,,422203041.0,1.0,422203.0,42.0,2.0,2.0,3.0,41.0
8818,422203041002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422203041.0,2.0,422203.0,42.0,2.0,2.0,3.0,41.0
8828,422203102003.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422203102.0,3.0,422203.0,42.0,2.0,2.0,3.0,102.0
8832,422203103002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422203103.0,2.0,422203.0,42.0,2.0,2.0,3.0,103.0
8835,422203121001.0,1.0,4.0,2.0,2.0,2.0,,,,,0.0,2009.0,,,422203121.0,1.0,422203.0,42.0,2.0,2.0,3.0,121.0
8837,422203121002.0,1.0,8.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422203121.0,2.0,422203.0,42.0,2.0,2.0,3.0,121.0
8852,422204001002.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,422204001.0,2.0,422204.0,42.0,2.0,2.0,4.0,1.0
8862,422204004001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422204004.0,1.0,422204.0,42.0,2.0,2.0,4.0,4.0
8868,422204004002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422204004.0,2.0,422204.0,42.0,2.0,2.0,4.0,4.0
8918,422204010002.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,422204010.0,2.0,422204.0,42.0,2.0,2.0,4.0,10.0
8945,422204012002.0,1.0,12.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,422204012.0,2.0,422204.0,42.0,2.0,2.0,4.0,12.0
8989,422204019002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422204019.0,2.0,422204.0,42.0,2.0,2.0,4.0,19.0
8992,422204020001.0,1.0,12.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,422204020.0,1.0,422204.0,42.0,2.0,2.0,4.0,20.0
9010,422204044001.0,1.0,6.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,422204044.0,1.0,422204.0,42.0,2.0,2.0,4.0,44.0
9016,422204044002.0,1.0,2.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,422204044.0,2.0,422204.0,42.0,2.0,2.0,4.0,44.0
9032,422204046002.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,422204046.0,2.0,422204.0,42.0,2.0,2.0,4.0,46.0
9047,422204062001.0,1.0,2.0,2.0,3.0,2.0,,,,,1.0,2009.0,,,422204062.0,1.0,422204.0,42.0,2.0,2.0,4.0,62.0
9050,422204121001.0,1.0,3.0,4.0,4.0,2.0,,,,,1.0,2009.0,,,422204121.0,1.0,422204.0,42.0,2.0,2.0,4.0,121.0
9051,422204121002.0,1.0,10.0,2.0,2.0,2.0,,,,,1.0,2009.0,,,422204121.0,2.0,422204.0,42.0,2.0,2.0,4.0,121.0
9075,422302005002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422302005.0,2.0,422302.0,42.0,2.0,3.0,2.0,5.0
9113,422302012041.0,1.0,8.0,5.0,5.0,2.0,,,,,1.0,2009.0,,,422302012.0,41.0,422302.0,42.0,2.0,3.0,2.0,12.0
9131,422302016001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422302016.0,1.0,422302.0,42.0,2.0,3.0,2.0,16.0
