,idind,d2a,d3a,d3b,d3c,e2a,e4a,e4b,e4c,e5,e6,e7,e8,e9,e10,wave,source,e4d,e4,d3d,d3,hhid,line,commid,t1,t2,t3,t4,t5
31922,452103043002.0,1.0,9.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452103043.0,2.0,452103.0,45.0,2.0,1.0,3.0,43.0
31940,452103061002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452103061.0,2.0,452103.0,45.0,2.0,1.0,3.0,61.0
31949,452103062001.0,1.0,3.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452103062.0,1.0,452103.0,45.0,2.0,1.0,3.0,62.0
31953,452103062002.0,1.0,3.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452103062.0,2.0,452103.0,45.0,2.0,1.0,3.0,62.0
31956,452103062003.0,1.0,5.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452103062.0,3.0,452103.0,45.0,2.0,1.0,3.0,62.0
31967,452103063001.0,1.0,10.0,4.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452103063.0,1.0,452103.0,45.0,2.0,1.0,3.0,63.0
31971,452103063002.0,1.0,12.0,4.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452103063.0,2.0,452103.0,45.0,2.0,1.0,3.0,63.0
31974,452103063003.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452103063.0,3.0,452103.0,45.0,2.0,1.0,3.0,63.0
31985,452103065002.0,1.0,12.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452103065.0,2.0,452103.0,45.0,2.0,1.0,3.0,65.0
31992,452103081002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452103081.0,2.0,452103.0,45.0,2.0,1.0,3.0,81.0
32000,452103141002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452103005.0,121.0,452103.0,45.0,2.0,1.0,3.0,5.0
32021,452104002001.0,1.0,12.0,4.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104002.0,1.0,452104.0,45.0,2.0,1.0,4.0,2.0
32045,452104003002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104003.0,2.0,452104.0,45.0,2.0,1.0,4.0,3.0
32066,452104005002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104005.0,2.0,452104.0,45.0,2.0,1.0,4.0,5.0
32075,452104005061.0,1.0,12.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104005.0,61.0,452104.0,45.0,2.0,1.0,4.0,5.0
32086,452104006002.0,1.0,12.0,7.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104006.0,2.0,452104.0,45.0,2.0,1.0,4.0,6.0
32096,452104006005.0,1.0,12.0,6.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104006.0,5.0,452104.0,45.0,2.0,1.0,4.0,6.0
32116,452104007002.0,1.0,10.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104007.0,2.0,452104.0,45.0,2.0,1.0,4.0,7.0
32127,452104007005.0,1.0,10.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104007.0,5.0,452104.0,45.0,2.0,1.0,4.0,7.0
32135,452104007041.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104007.0,41.0,452104.0,45.0,2.0,1.0,4.0,7.0
32143,452104008001.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104008.0,1.0,452104.0,45.0,2.0,1.0,4.0,8.0
32178,452104010001.0,1.0,10.0,4.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104010.0,1.0,452104.0,45.0,2.0,1.0,4.0,10.0
32186,452104010002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104010.0,2.0,452104.0,45.0,2.0,1.0,4.0,10.0
32211,452104012004.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104012.0,4.0,452104.0,45.0,2.0,1.0,4.0,12.0
32220,452104013001.0,1.0,8.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104013.0,1.0,452104.0,45.0,2.0,1.0,4.0,13.0
32254,452104014002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104014.0,2.0,452104.0,45.0,2.0,1.0,4.0,14.0
32280,452104016002.0,1.0,12.0,7.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104016.0,2.0,452104.0,45.0,2.0,1.0,4.0,16.0
32297,452104017002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104017.0,2.0,452104.0,45.0,2.0,1.0,4.0,17.0
32314,452104018002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104018.0,2.0,452104.0,45.0,2.0,1.0,4.0,18.0
32337,452104019002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104019.0,2.0,452104.0,45.0,2.0,1.0,4.0,19.0
32345,452104019008.0,1.0,12.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104019.0,8.0,452104.0,45.0,2.0,1.0,4.0,19.0
32347,452104019081.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104019.0,81.0,452104.0,45.0,2.0,1.0,4.0,19.0
32365,452104020002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104020.0,2.0,452104.0,45.0,2.0,1.0,4.0,20.0
32373,452104041002.0,1.0,12.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104041.0,2.0,452104.0,45.0,2.0,1.0,4.0,41.0
32383,452104121002.0,1.0,12.0,5.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452104121.0,2.0,452104.0,45.0,2.0,1.0,4.0,121.0
32389,452105084002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452105084.0,2.0,452105.0,45.0,2.0,1.0,5.0,84.0
32426,452201081002.0,0.0,,,,1.0,10.0,7.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,452201081.0,2.0,452201.0,45.0,2.0,2.0,1.0,81.0
32432,452201102002.0,1.0,8.0,4.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452201102.0,2.0,452201.0,45.0,2.0,2.0,1.0,102.0
32434,452201121002.0,1.0,6.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452201121.0,2.0,452201.0,45.0,2.0,2.0,1.0,121.0
32436,452201122001.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452201122.0,1.0,452201.0,45.0,2.0,2.0,1.0,122.0
32437,452201122002.0,1.0,8.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452201122.0,2.0,452201.0,45.0,2.0,2.0,1.0,122.0
32439,452201129002.0,1.0,12.0,7.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452201129.0,2.0,452201.0,45.0,2.0,2.0,1.0,129.0
32442,452201129005.0,1.0,3.0,1.0,1.0,1.0,10.0,6.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,452201129.0,5.0,452201.0,45.0,2.0,2.0,1.0,129.0
32475,452202004001.0,0.0,,,,1.0,12.0,7.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,452202004.0,1.0,452202.0,45.0,2.0,2.0,2.0,4.0
32484,452202004002.0,0.0,,,,1.0,12.0,7.0,5.0,2.0,,,,,0.0,2009.0,1.0,,,,,452202004.0,2.0,452202.0,45.0,2.0,2.0,2.0,4.0
32526,452202008001.0,0.0,,,,1.0,10.0,5.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,452202008.0,1.0,452202.0,45.0,2.0,2.0,2.0,8.0
32532,452202008002.0,1.0,10.0,4.0,1.0,1.0,10.0,5.0,6.0,2.0,,,,,0.0,2009.0,3.0,,,,,452202008.0,2.0,452202.0,45.0,2.0,2.0,2.0,8.0
32553,452202010001.0,1.0,10.0,2.0,2.0,1.0,8.0,4.0,2.0,2.0,,,,,1.0,2009.0,3.0,,,,,452202010.0,1.0,452202.0,45.0,2.0,2.0,2.0,10.0
32562,452202010002.0,1.0,12.0,6.0,2.0,1.0,8.0,3.0,2.0,2.0,,,,,0.0,2009.0,3.0,,,,,452202010.0,2.0,452202.0,45.0,2.0,2.0,2.0,10.0
32602,452202015001.0,0.0,,,,1.0,12.0,6.0,7.0,2.0,,,,,1.0,2009.0,1.0,,,,,452202015.0,1.0,452202.0,45.0,2.0,2.0,2.0,15.0
32609,452202015002.0,1.0,10.0,4.0,1.0,1.0,12.0,6.0,7.0,2.0,,,,,0.0,2009.0,3.0,,,,,452202015.0,2.0,452202.0,45.0,2.0,2.0,2.0,15.0
32618,452202015121.0,1.0,8.0,3.0,1.0,1.0,12.0,6.0,8.0,2.0,,,,,0.0,2009.0,3.0,,,,,452202015.0,121.0,452202.0,45.0,2.0,2.0,2.0,15.0
32631,452202016041.0,1.0,8.0,3.0,1.0,1.0,11.0,6.0,8.0,2.0,,,,,1.0,2009.0,3.0,,,,,452202016.0,41.0,452202.0,45.0,2.0,2.0,2.0,16.0
32641,452202017001.0,0.0,,,,1.0,6.0,5.0,8.0,2.0,,,,,1.0,2009.0,1.0,,,,,452202017.0,1.0,452202.0,45.0,2.0,2.0,2.0,17.0
32677,452202020031.0,1.0,8.0,3.0,1.0,1.0,10.0,6.0,8.0,2.0,,,,,0.0,2009.0,3.0,,,,,452202020.0,31.0,452202.0,45.0,2.0,2.0,2.0,20.0
32680,452202020101.0,0.0,,,,1.0,10.0,6.0,8.0,2.0,,,,,1.0,2009.0,1.0,,,,,452202020.0,101.0,452202.0,45.0,2.0,2.0,2.0,20.0
32682,452202020103.0,0.0,,,,1.0,3.0,2.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,452202020.0,103.0,452202.0,45.0,2.0,2.0,2.0,20.0
32687,452202041001.0,1.0,10.0,4.0,1.0,1.0,12.0,6.0,7.0,2.0,,,,,1.0,2009.0,3.0,,,,,452202041.0,1.0,452202.0,45.0,2.0,2.0,2.0,41.0
32697,452202042001.0,1.0,12.0,4.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452202042.0,1.0,452202.0,45.0,2.0,2.0,2.0,42.0
32714,452202044081.0,1.0,10.0,4.0,2.0,1.0,8.0,4.0,6.0,2.0,,,,,1.0,2009.0,3.0,,,,,452202044.0,81.0,452202.0,45.0,2.0,2.0,2.0,44.0
32716,452202044121.0,1.0,8.0,2.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452202044.0,121.0,452202.0,45.0,2.0,2.0,2.0,44.0
32724,452202081001.0,1.0,5.0,3.0,1.0,1.0,11.0,6.0,8.0,2.0,,,,,1.0,2009.0,3.0,,,,,452202081.0,1.0,452202.0,45.0,2.0,2.0,2.0,81.0
32735,452202082001.0,0.0,,,,1.0,4.0,1.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,452202082.0,1.0,452202.0,45.0,2.0,2.0,2.0,82.0
32744,452202082002.0,1.0,12.0,6.0,2.0,1.0,6.0,3.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,452202082.0,2.0,452202.0,45.0,2.0,2.0,2.0,82.0
32747,452202082003.0,1.0,5.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452202082.0,3.0,452202.0,45.0,2.0,2.0,2.0,82.0
32754,452202083001.0,1.0,5.0,3.0,1.0,1.0,9.0,3.0,2.0,2.0,,,,,1.0,2009.0,3.0,,,,,452202083.0,1.0,452202.0,45.0,2.0,2.0,2.0,83.0
32763,452202101001.0,1.0,12.0,1.0,1.0,1.0,12.0,6.0,8.0,2.0,,,,,1.0,2009.0,3.0,,,,,452202101.0,1.0,452202.0,45.0,2.0,2.0,2.0,101.0
32766,452202101002.0,1.0,12.0,7.0,1.0,1.0,12.0,5.0,7.0,2.0,,,,,0.0,2009.0,3.0,,,,,452202101.0,2.0,452202.0,45.0,2.0,2.0,2.0,101.0
32767,452202121001.0,1.0,12.0,5.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452202121.0,1.0,452202.0,45.0,2.0,2.0,2.0,121.0
32768,452202121002.0,1.0,12.0,5.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452202121.0,2.0,452202.0,45.0,2.0,2.0,2.0,121.0
32770,452202122001.0,1.0,12.0,6.0,2.0,1.0,6.0,2.0,3.0,2.0,,,,,0.0,2009.0,3.0,,,,,452202122.0,1.0,452202.0,45.0,2.0,2.0,2.0,122.0
32773,452202122002.0,1.0,12.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,,,,,1.0,2009.0,3.0,,,,,452202122.0,2.0,452202.0,45.0,2.0,2.0,2.0,122.0
32781,452203001001.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452203001.0,1.0,452203.0,45.0,2.0,2.0,3.0,1.0
32790,452203001002.0,1.0,12.0,7.0,1.0,1.0,8.0,2.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,452203001.0,2.0,452203.0,45.0,2.0,2.0,3.0,1.0
32816,452203003001.0,0.0,,,,1.0,2.0,2.0,5.0,2.0,,,,,0.0,2009.0,1.0,,,,,452203003.0,1.0,452203.0,45.0,2.0,2.0,3.0,3.0
32825,452203003002.0,1.0,12.0,7.0,2.0,1.0,6.0,3.0,5.0,2.0,,,,,1.0,2009.0,3.0,,,,,452203003.0,2.0,452203.0,45.0,2.0,2.0,3.0,3.0
32831,452203004001.0,1.0,10.0,2.0,1.0,1.0,6.0,3.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,452203004.0,1.0,452203.0,45.0,2.0,2.0,3.0,4.0
32839,452203004002.0,1.0,12.0,7.0,5.0,1.0,8.0,2.0,2.0,2.0,,,,,0.0,2009.0,3.0,,,,,452203004.0,2.0,452203.0,45.0,2.0,2.0,3.0,4.0
32869,452203006001.0,1.0,10.0,5.0,2.0,1.0,10.0,3.0,3.0,2.0,,,,,0.0,2009.0,3.0,,,,,452203006.0,1.0,452203.0,45.0,2.0,2.0,3.0,6.0
32877,452203006002.0,1.0,12.0,3.0,1.0,1.0,10.0,4.0,5.0,2.0,,,,,1.0,2009.0,3.0,,,,,452203006.0,2.0,452203.0,45.0,2.0,2.0,3.0,6.0
32889,452203007001.0,1.0,10.0,5.0,2.0,1.0,6.0,3.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,452203007.0,1.0,452203.0,45.0,2.0,2.0,3.0,7.0
32898,452203007002.0,1.0,11.0,6.0,2.0,1.0,7.0,4.0,3.0,2.0,,,,,0.0,2009.0,3.0,,,,,452203007.0,2.0,452203.0,45.0,2.0,2.0,3.0,7.0
32922,452203009001.0,0.0,,,,1.0,10.0,4.0,2.0,2.0,,,,,0.0,2009.0,1.0,,,,,452203009.0,1.0,452203.0,45.0,2.0,2.0,3.0,9.0
32930,452203009002.0,0.0,,,,1.0,10.0,4.0,2.0,2.0,,,,,1.0,2009.0,1.0,,,,,452203009.0,2.0,452203.0,45.0,2.0,2.0,3.0,9.0
32945,452203010001.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452203010.0,1.0,452203.0,45.0,2.0,2.0,3.0,10.0
32965,452203012002.0,1.0,4.0,5.0,2.0,1.0,6.0,4.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,452203012.0,2.0,452203.0,45.0,2.0,2.0,3.0,12.0
33006,452203014006.0,0.0,,,,1.0,10.0,7.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,452203014.0,6.0,452203.0,45.0,2.0,2.0,3.0,14.0
33010,452203014101.0,0.0,,,,1.0,10.0,6.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,452203014.0,101.0,452203.0,45.0,2.0,2.0,3.0,14.0
33027,452203015004.0,0.0,,,,1.0,4.0,2.0,2.0,2.0,,,,,0.0,2009.0,1.0,,,,,452203015.0,4.0,452203.0,45.0,2.0,2.0,3.0,15.0
33033,452203015005.0,0.0,,,,1.0,10.0,5.0,2.0,2.0,,,,,1.0,2009.0,1.0,,,,,452203015.0,5.0,452203.0,45.0,2.0,2.0,3.0,15.0
33038,452203015062.0,1.0,10.0,5.0,3.0,1.0,9.0,4.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,452203015.0,62.0,452203.0,45.0,2.0,2.0,3.0,15.0
33041,452203015063.0,0.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,452203015.0,63.0,452203.0,45.0,2.0,2.0,3.0,15.0
33057,452203017001.0,0.0,,,,1.0,2.0,3.0,5.0,2.0,,,,,0.0,2009.0,1.0,,,,,452203017.0,1.0,452203.0,45.0,2.0,2.0,3.0,17.0
33066,452203017002.0,1.0,12.0,7.0,2.0,1.0,8.0,2.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,452203017.0,2.0,452203.0,45.0,2.0,2.0,3.0,17.0
33077,452203018001.0,1.0,8.0,3.0,1.0,1.0,7.0,3.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,452203018.0,1.0,452203.0,45.0,2.0,2.0,3.0,18.0
33086,452203018002.0,1.0,8.0,6.0,1.0,1.0,6.0,5.0,2.0,2.0,,,,,0.0,2009.0,3.0,,,,,452203018.0,2.0,452203.0,45.0,2.0,2.0,3.0,18.0
33133,452203041001.0,0.0,,,,1.0,4.0,2.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,452203041.0,1.0,452203.0,45.0,2.0,2.0,3.0,41.0
33139,452203041002.0,1.0,10.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,,,,,0.0,2009.0,3.0,,,,,452203041.0,2.0,452203.0,45.0,2.0,2.0,3.0,41.0
33142,452203041003.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,,,,,0.0,2009.0,3.0,,,,,452203041.0,3.0,452203.0,45.0,2.0,2.0,3.0,41.0
33143,452203041004.0,1.0,10.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,,,,,0.0,2009.0,3.0,,,,,452203041.0,4.0,452203.0,45.0,2.0,2.0,3.0,41.0
33158,452203061001.0,0.0,,,,1.0,4.0,1.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,452203061.0,1.0,452203.0,45.0,2.0,2.0,3.0,61.0
33161,452203061002.0,1.0,10.0,5.0,1.0,1.0,4.0,2.0,4.0,2.0,,,,,0.0,2009.0,3.0,,,,,452203061.0,2.0,452203.0,45.0,2.0,2.0,3.0,61.0
33163,452203061003.0,0.0,,,,1.0,2.0,2.0,4.0,2.0,,,,,0.0,2009.0,1.0,,,,,452203061.0,3.0,452203.0,45.0,2.0,2.0,3.0,61.0
33184,452203102001.0,0.0,,,,1.0,4.0,2.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,452203102.0,1.0,452203.0,45.0,2.0,2.0,3.0,102.0
33187,452203102002.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,,,,,0.0,2009.0,3.0,,,,,452203102.0,2.0,452203.0,45.0,2.0,2.0,3.0,102.0
33188,452203102003.0,0.0,,,,1.0,4.0,2.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,452203102.0,3.0,452203.0,45.0,2.0,2.0,3.0,102.0
33201,452203122001.0,0.0,,,,1.0,2.0,2.0,5.0,2.0,,,,,0.0,2009.0,1.0,,,,,452203122.0,1.0,452203.0,45.0,2.0,2.0,3.0,122.0
33203,452203122002.0,0.0,,,,1.0,6.0,2.0,3.0,2.0,,,,,1.0,2009.0,1.0,,,,,452203122.0,2.0,452203.0,45.0,2.0,2.0,3.0,122.0
33208,452203123001.0,0.0,,,,1.0,2.0,3.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,452203123.0,1.0,452203.0,45.0,2.0,2.0,3.0,123.0
33211,452203123002.0,0.0,,,,1.0,6.0,3.0,3.0,2.0,,,,,0.0,2009.0,1.0,,,,,452203123.0,2.0,452203.0,45.0,2.0,2.0,3.0,123.0
33218,452203124001.0,1.0,3.0,5.0,8.0,1.0,10.0,5.0,8.0,2.0,,,,,1.0,2009.0,3.0,,,,,452203124.0,1.0,452203.0,45.0,2.0,2.0,3.0,124.0
33220,452203124002.0,1.0,2.0,7.0,3.0,1.0,10.0,5.0,4.0,2.0,,,,,0.0,2009.0,3.0,,,,,452203124.0,2.0,452203.0,45.0,2.0,2.0,3.0,124.0
33224,452203125001.0,0.0,,,,1.0,4.0,5.0,8.0,2.0,,,,,1.0,2009.0,1.0,,,,,452203125.0,1.0,452203.0,45.0,2.0,2.0,3.0,125.0
33227,452203126001.0,0.0,,,,1.0,4.0,1.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,452203126.0,1.0,452203.0,45.0,2.0,2.0,3.0,126.0
33231,452203126002.0,1.0,8.0,5.0,2.0,1.0,6.0,3.0,2.0,2.0,,,,,1.0,2009.0,3.0,,,,,452203126.0,2.0,452203.0,45.0,2.0,2.0,3.0,126.0
33237,452203127001.0,0.0,,,,1.0,5.0,1.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,452203127.0,1.0,452203.0,45.0,2.0,2.0,3.0,127.0
33239,452203127002.0,1.0,8.0,3.0,1.0,1.0,5.0,1.0,4.0,2.0,,,,,0.0,2009.0,3.0,,,,,452203127.0,2.0,452203.0,45.0,2.0,2.0,3.0,127.0
33249,452204001002.0,1.0,10.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452204001.0,2.0,452204.0,45.0,2.0,2.0,4.0,1.0
33255,452204001003.0,0.0,,,,1.0,4.0,2.0,4.0,2.0,,,,,0.0,2009.0,1.0,,,,,452204001.0,3.0,452204.0,45.0,2.0,2.0,4.0,1.0
33261,452204001061.0,0.0,,,,1.0,10.0,6.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,452204001.0,61.0,452204.0,45.0,2.0,2.0,4.0,1.0
33299,452204003002.0,0.0,,,,1.0,10.0,6.0,10.0,2.0,,,,,1.0,2009.0,1.0,,,,,452204003.0,2.0,452204.0,45.0,2.0,2.0,4.0,3.0
33300,452204003004.0,0.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,452204003.0,4.0,452204.0,45.0,2.0,2.0,4.0,3.0
33308,452204004001.0,0.0,,,,1.0,4.0,4.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,452204004.0,1.0,452204.0,45.0,2.0,2.0,4.0,4.0
33317,452204004002.0,1.0,5.0,7.0,1.0,1.0,4.0,2.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,452204004.0,2.0,452204.0,45.0,2.0,2.0,4.0,4.0
33331,452204005002.0,1.0,10.0,4.0,6.0,1.0,6.0,4.0,5.0,2.0,,,,,1.0,2009.0,3.0,,,,,452204005.0,2.0,452204.0,45.0,2.0,2.0,4.0,5.0
33339,452204005061.0,1.0,10.0,5.0,6.0,1.0,6.0,4.0,5.0,2.0,,,,,0.0,2009.0,3.0,,,,,452204005.0,61.0,452204.0,45.0,2.0,2.0,4.0,5.0
33358,452204006004.0,0.0,,,,1.0,12.0,7.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,452204006.0,4.0,452204.0,45.0,2.0,2.0,4.0,6.0
33359,452204006005.0,0.0,,,,1.0,12.0,5.0,7.0,2.0,,,,,0.0,2009.0,1.0,,,,,452204006.0,5.0,452204.0,45.0,2.0,2.0,4.0,6.0
33367,452204007001.0,0.0,,,,1.0,8.0,4.0,7.0,2.0,,,,,1.0,2009.0,1.0,,,,,452204007.0,1.0,452204.0,45.0,2.0,2.0,4.0,7.0
33375,452204007002.0,0.0,,,,1.0,8.0,3.0,7.0,2.0,,,,,0.0,2009.0,1.0,,,,,452204007.0,2.0,452204.0,45.0,2.0,2.0,4.0,7.0
33405,452204008002.0,0.0,,,,1.0,10.0,2.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,452204008.0,2.0,452204.0,45.0,2.0,2.0,4.0,8.0
33422,452204009003.0,0.0,,,,1.0,12.0,5.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,452204009.0,3.0,452204.0,45.0,2.0,2.0,4.0,9.0
33429,452204010001.0,0.0,,,,1.0,6.0,3.0,5.0,2.0,,,,,0.0,2009.0,1.0,,,,,452204010.0,1.0,452204.0,45.0,2.0,2.0,4.0,10.0
33434,452204010002.0,0.0,,,,1.0,6.0,3.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,452204010.0,2.0,452204.0,45.0,2.0,2.0,4.0,10.0
33447,452204011001.0,1.0,8.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,,,,,1.0,2009.0,3.0,,,,,452204011.0,1.0,452204.0,45.0,2.0,2.0,4.0,11.0
33456,452204011002.0,1.0,12.0,7.0,2.0,1.0,4.0,1.0,1.0,2.0,,,,,0.0,2009.0,3.0,,,,,452204011.0,2.0,452204.0,45.0,2.0,2.0,4.0,11.0
33481,452204014001.0,0.0,,,,1.0,12.0,6.0,7.0,2.0,,,,,1.0,2009.0,1.0,,,,,452204014.0,1.0,452204.0,45.0,2.0,2.0,4.0,14.0
33522,452204017001.0,0.0,,,,1.0,10.0,6.0,8.0,2.0,,,,,1.0,2009.0,1.0,,,,,452204017.0,1.0,452204.0,45.0,2.0,2.0,4.0,17.0
33532,452204017002.0,1.0,10.0,3.0,1.0,1.0,10.0,6.0,8.0,2.0,,,,,0.0,2009.0,3.0,,,,,452204017.0,2.0,452204.0,45.0,2.0,2.0,4.0,17.0
33537,452204017004.0,0.0,,,,1.0,2.0,2.0,8.0,2.0,,,,,0.0,2009.0,1.0,,,,,452204017.0,4.0,452204.0,45.0,2.0,2.0,4.0,17.0
33538,452204017121.0,1.0,8.0,2.0,1.0,1.0,10.0,6.0,8.0,2.0,,,,,0.0,2009.0,3.0,,,,,452204017.0,121.0,452204.0,45.0,2.0,2.0,4.0,17.0
33561,452204019001.0,1.0,8.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452204019.0,1.0,452204.0,45.0,2.0,2.0,4.0,19.0
33569,452204019002.0,1.0,8.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452204019.0,2.0,452204.0,45.0,2.0,2.0,4.0,19.0
33581,452204020001.0,1.0,8.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452204020.0,1.0,452204.0,45.0,2.0,2.0,4.0,20.0
33597,452204061001.0,0.0,,,,1.0,6.0,5.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,452204061.0,1.0,452204.0,45.0,2.0,2.0,4.0,61.0
33602,452204061002.0,0.0,,,,1.0,6.0,5.0,4.0,2.0,,,,,0.0,2009.0,1.0,,,,,452204061.0,2.0,452204.0,45.0,2.0,2.0,4.0,61.0
33611,452204081001.0,1.0,12.0,4.0,1.0,1.0,5.0,4.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,452204081.0,1.0,452204.0,45.0,2.0,2.0,4.0,81.0
33620,452204081002.0,1.0,12.0,7.0,2.0,1.0,5.0,3.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,452204081.0,2.0,452204.0,45.0,2.0,2.0,4.0,81.0
