,idind,d2a,d3a,d3b,d3c,e2a,e4a,e4b,e4c,e5,e6,e7,e8,e9,e10,wave,source,e4d,e4,d3d,d3,hhid,line,commid,t1,t2,t3,t4,t5
2367,212304002002.0,0.0,,,,1.0,6.0,7.0,5.0,2.0,,,,,0.0,2009.0,1.0,,,,,212304002.0,2.0,212304.0,21.0,2.0,3.0,4.0,2.0
2390,212304005001.0,0.0,,,,1.0,6.0,3.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,212304005.0,1.0,212304.0,21.0,2.0,3.0,4.0,5.0
2397,212304005002.0,1.0,6.0,1.0,1.0,1.0,6.0,3.0,3.0,2.0,,,,,0.0,2009.0,3.0,,,,,212304005.0,2.0,212304.0,21.0,2.0,3.0,4.0,5.0
2418,212304007002.0,1.0,2.0,3.0,2.0,1.0,6.0,7.0,6.0,2.0,,,,,1.0,2009.0,3.0,,,,,212304007.0,2.0,212304.0,21.0,2.0,3.0,4.0,7.0
2439,212304009002.0,1.0,6.0,1.0,1.0,1.0,6.0,4.0,6.0,2.0,,,,,1.0,2009.0,3.0,,,,,212304009.0,2.0,212304.0,21.0,2.0,3.0,4.0,9.0
2455,212304011063.0,1.0,6.0,1.0,1.0,1.0,6.0,4.0,8.0,2.0,,,,,1.0,2009.0,3.0,,,,,212304011.0,63.0,212304.0,21.0,2.0,3.0,4.0,11.0
2464,212304012001.0,1.0,1.0,3.0,7.0,1.0,6.0,7.0,5.0,2.0,,,,,1.0,2009.0,3.0,,,,,212304012.0,1.0,212304.0,21.0,2.0,3.0,4.0,12.0
2469,212304012002.0,1.0,1.0,3.0,7.0,1.0,6.0,3.0,10.0,2.0,,,,,0.0,2009.0,3.0,,,,,212304012.0,2.0,212304.0,21.0,2.0,3.0,4.0,12.0
2495,212304015001.0,1.0,1.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,212304015.0,1.0,212304.0,21.0,2.0,3.0,4.0,15.0
2500,212304015002.0,1.0,1.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,212304015.0,2.0,212304.0,21.0,2.0,3.0,4.0,15.0
2519,212304018001.0,1.0,6.0,3.0,3.0,1.0,6.0,3.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,212304018.0,1.0,212304.0,21.0,2.0,3.0,4.0,18.0
2526,212304018002.0,1.0,6.0,3.0,3.0,1.0,6.0,3.0,3.0,2.0,,,,,0.0,2009.0,3.0,,,,,212304018.0,2.0,212304.0,21.0,2.0,3.0,4.0,18.0
2540,212304020003.0,0.0,,,,1.0,3.0,2.0,1.0,2.0,,,,,1.0,2009.0,1.0,,,,,212304020.0,3.0,212304.0,21.0,2.0,3.0,4.0,20.0
2548,212304061002.0,1.0,6.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,212304061.0,2.0,212304.0,21.0,2.0,3.0,4.0,61.0
2553,212304062003.0,0.0,,,,1.0,6.0,7.0,6.0,2.0,,,,,0.0,2009.0,1.0,,,,,212304062.0,3.0,212304.0,21.0,2.0,3.0,4.0,62.0
2557,212304062081.0,0.0,,,,1.0,6.0,7.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,212304062.0,81.0,212304.0,21.0,2.0,3.0,4.0,62.0
2564,212304063002.0,1.0,6.0,1.0,1.0,1.0,6.0,3.0,5.0,2.0,,,,,1.0,2009.0,3.0,,,,,212304063.0,2.0,212304.0,21.0,2.0,3.0,4.0,63.0
2567,212304064002.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,212304064.0,2.0,212304.0,21.0,2.0,3.0,4.0,64.0
2572,212304065002.0,1.0,6.0,1.0,1.0,1.0,6.0,4.0,6.0,2.0,,,,,1.0,2009.0,3.0,,,,,212304065.0,2.0,212304.0,21.0,2.0,3.0,4.0,65.0
2580,212304066002.0,1.0,6.0,1.0,1.0,1.0,6.0,3.0,10.0,2.0,,,,,1.0,2009.0,3.0,,,,,212304066.0,2.0,212304.0,21.0,2.0,3.0,4.0,66.0
2591,212304068001.0,1.0,6.0,1.0,1.0,1.0,6.0,3.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,212304068.0,1.0,212304.0,21.0,2.0,3.0,4.0,68.0
2599,212304081002.0,1.0,6.0,1.0,1.0,1.0,6.0,3.0,6.0,2.0,,,,,1.0,2009.0,3.0,,,,,212304081.0,2.0,212304.0,21.0,2.0,3.0,4.0,81.0
2602,212304082002.0,1.0,6.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,212304082.0,2.0,212304.0,21.0,2.0,3.0,4.0,82.0
2623,212402001002.0,0.0,,,,1.0,6.0,1.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,212402001.0,2.0,212402.0,21.0,2.0,4.0,2.0,1.0
2639,212402002002.0,0.0,,,,1.0,6.0,1.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,212402002.0,2.0,212402.0,21.0,2.0,4.0,2.0,2.0
2650,212402003002.0,0.0,,,,1.0,6.0,2.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,212402003.0,2.0,212402.0,21.0,2.0,4.0,2.0,3.0
2661,212402004002.0,0.0,,,,1.0,6.0,1.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,212402004.0,2.0,212402.0,21.0,2.0,4.0,2.0,4.0
2673,212402005002.0,1.0,6.0,1.0,2.0,1.0,6.0,1.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,212402005.0,2.0,212402.0,21.0,2.0,4.0,2.0,5.0
2695,212402007002.0,0.0,,,,1.0,6.0,2.0,7.0,2.0,,,,,1.0,2009.0,1.0,,,,,212402007.0,2.0,212402.0,21.0,2.0,4.0,2.0,7.0
2718,212402009002.0,0.0,,,,1.0,6.0,1.0,6.0,2.0,,,,,0.0,2009.0,1.0,,,,,212402009.0,2.0,212402.0,21.0,2.0,4.0,2.0,9.0
2735,212402010002.0,0.0,,,,1.0,6.0,3.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,212402010.0,2.0,212402.0,21.0,2.0,4.0,2.0,10.0
2739,212402010101.0,0.0,,,,1.0,6.0,2.0,3.0,2.0,,,,,0.0,2009.0,1.0,,,,,212402010.0,101.0,212402.0,21.0,2.0,4.0,2.0,10.0
2753,212402011002.0,0.0,,,,1.0,6.0,3.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,212402011.0,2.0,212402.0,21.0,2.0,4.0,2.0,11.0
2768,212402013002.0,0.0,,,,1.0,6.0,2.0,2.0,2.0,,,,,0.0,2009.0,1.0,,,,,212402013.0,2.0,212402.0,21.0,2.0,4.0,2.0,13.0
2797,212402016001.0,0.0,,,,1.0,6.0,2.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,212402016.0,1.0,212402.0,21.0,2.0,4.0,2.0,16.0
2809,212402017001.0,0.0,,,,1.0,5.0,1.0,3.0,2.0,,,,,1.0,2009.0,1.0,,,,,212402017.0,1.0,212402.0,21.0,2.0,4.0,2.0,17.0
2818,212402017002.0,0.0,,,,1.0,5.0,2.0,2.0,2.0,,,,,0.0,2009.0,1.0,,,,,212402017.0,2.0,212402.0,21.0,2.0,4.0,2.0,17.0
2838,212402018081.0,0.0,,,,1.0,6.0,2.0,2.0,2.0,,,,,0.0,2009.0,1.0,,,,,212402018.0,81.0,212402.0,21.0,2.0,4.0,2.0,18.0
2845,212402019001.0,0.0,,,,1.0,5.0,3.0,2.0,2.0,,,,,1.0,2009.0,1.0,,,,,212402019.0,1.0,212402.0,21.0,2.0,4.0,2.0,19.0
2864,212402020002.0,1.0,6.0,1.0,2.0,1.0,6.0,1.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,212402020.0,2.0,212402.0,21.0,2.0,4.0,2.0,20.0
2875,212402101002.0,0.0,,,,1.0,6.0,1.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,212402101.0,2.0,212402.0,21.0,2.0,4.0,2.0,101.0
2898,212403002002.0,0.0,,,,1.0,2.0,5.0,7.0,2.0,,,,,0.0,2009.0,1.0,,,,,212403002.0,2.0,212403.0,21.0,2.0,4.0,3.0,2.0
2930,212403004003.0,0.0,,,,1.0,6.0,1.0,1.0,2.0,,,,,1.0,2009.0,1.0,,,,,212403004.0,3.0,212403.0,21.0,2.0,4.0,3.0,4.0
2945,212403005002.0,0.0,,,,1.0,6.0,4.0,2.0,2.0,,,,,1.0,2009.0,1.0,,,,,212403005.0,2.0,212403.0,21.0,2.0,4.0,3.0,5.0
2968,212403009004.0,0.0,,,,1.0,5.0,2.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,212403009.0,4.0,212403.0,21.0,2.0,4.0,3.0,9.0
2972,212403009005.0,0.0,,,,1.0,5.0,2.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,212403009.0,5.0,212403.0,21.0,2.0,4.0,3.0,9.0
2976,212403009006.0,0.0,,,,1.0,5.0,2.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,212403009.0,6.0,212403.0,21.0,2.0,4.0,3.0,9.0
2989,212403010002.0,0.0,,,,1.0,6.0,2.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,212403010.0,2.0,212403.0,21.0,2.0,4.0,3.0,10.0
2998,212403011001.0,0.0,,,,1.0,6.0,2.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,212403011.0,1.0,212403.0,21.0,2.0,4.0,3.0,11.0
3021,212403013001.0,0.0,,,,1.0,6.0,2.0,8.0,2.0,,,,,1.0,2009.0,1.0,,,,,212403013.0,1.0,212403.0,21.0,2.0,4.0,3.0,13.0
3032,212403013061.0,1.0,6.0,1.0,1.0,1.0,6.0,2.0,6.0,2.0,,,,,0.0,2009.0,3.0,,,,,212403013.0,61.0,212403.0,21.0,2.0,4.0,3.0,13.0
3056,212403016002.0,0.0,,,,1.0,5.0,2.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,212403016.0,2.0,212403.0,21.0,2.0,4.0,3.0,16.0
3110,212403061002.0,1.0,6.0,2.0,4.0,1.0,6.0,2.0,5.0,2.0,,,,,1.0,2009.0,3.0,,,,,212403061.0,2.0,212403.0,21.0,2.0,4.0,3.0,61.0
3121,212403081001.0,0.0,,,,1.0,6.0,2.0,2.0,2.0,,,,,1.0,2009.0,1.0,,,,,212403081.0,1.0,212403.0,21.0,2.0,4.0,3.0,81.0
3124,212403081002.0,0.0,,,,1.0,6.0,3.0,2.0,2.0,,,,,0.0,2009.0,1.0,,,,,212403081.0,2.0,212403.0,21.0,2.0,4.0,3.0,81.0
3130,212403101001.0,0.0,,,,1.0,5.0,2.0,2.0,2.0,,,,,1.0,2009.0,1.0,,,,,212403101.0,1.0,212403.0,21.0,2.0,4.0,3.0,101.0
3134,212403101002.0,0.0,,,,1.0,6.0,3.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,212403101.0,2.0,212403.0,21.0,2.0,4.0,3.0,101.0
3144,212403121002.0,0.0,,,,1.0,2.0,2.0,4.0,2.0,,,,,0.0,2009.0,1.0,,,,,212403121.0,2.0,212403.0,21.0,2.0,4.0,3.0,121.0
3149,212403122002.0,0.0,,,,1.0,6.0,1.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,212403122.0,2.0,212403.0,21.0,2.0,4.0,3.0,122.0
3155,212403124002.0,0.0,,,,1.0,6.0,2.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,212403124.0,2.0,212403.0,21.0,2.0,4.0,3.0,124.0
3178,212404004001.0,0.0,,,,1.0,6.0,3.0,2.0,2.0,,,,,1.0,2009.0,1.0,,,,,212404004.0,1.0,212404.0,21.0,2.0,4.0,4.0,4.0
3186,212404004002.0,0.0,,,,1.0,6.0,1.0,2.0,2.0,,,,,0.0,2009.0,1.0,,,,,212404004.0,2.0,212404.0,21.0,2.0,4.0,4.0,4.0
3190,212404004004.0,0.0,,,,1.0,6.0,1.0,2.0,2.0,,,,,0.0,2009.0,1.0,,,,,212404004.0,4.0,212404.0,21.0,2.0,4.0,4.0,4.0
3197,212404005001.0,0.0,,,,1.0,6.0,2.0,8.0,2.0,,,,,1.0,2009.0,1.0,,,,,212404005.0,1.0,212404.0,21.0,2.0,4.0,4.0,5.0
3205,212404005002.0,0.0,,,,1.0,6.0,2.0,8.0,2.0,,,,,0.0,2009.0,1.0,,,,,212404005.0,2.0,212404.0,21.0,2.0,4.0,4.0,5.0
3218,212404006001.0,0.0,,,,1.0,6.0,2.0,7.0,2.0,,,,,1.0,2009.0,1.0,,,,,212404006.0,1.0,212404.0,21.0,2.0,4.0,4.0,6.0
3227,212404006002.0,0.0,,,,1.0,6.0,2.0,6.0,2.0,,,,,0.0,2009.0,1.0,,,,,212404006.0,2.0,212404.0,21.0,2.0,4.0,4.0,6.0
3261,212404009001.0,0.0,,,,1.0,6.0,3.0,2.0,2.0,,,,,1.0,2009.0,1.0,,,,,212404009.0,1.0,212404.0,21.0,2.0,4.0,4.0,9.0
3269,212404009002.0,0.0,,,,1.0,6.0,3.0,2.0,2.0,,,,,0.0,2009.0,1.0,,,,,212404009.0,2.0,212404.0,21.0,2.0,4.0,4.0,9.0
3277,212404010001.0,0.0,,,,1.0,6.0,3.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,212404010.0,1.0,212404.0,21.0,2.0,4.0,4.0,10.0
3305,212404011005.0,1.0,3.0,1.0,7.0,1.0,3.0,1.0,7.0,2.0,,,,,0.0,2009.0,3.0,,,,,212404011.0,5.0,212404.0,21.0,2.0,4.0,4.0,11.0
3315,212404012001.0,1.0,6.0,1.0,1.0,1.0,6.0,3.0,8.0,2.0,,,,,1.0,2009.0,3.0,,,,,212404012.0,1.0,212404.0,21.0,2.0,4.0,4.0,12.0
3322,212404012002.0,1.0,6.0,1.0,1.0,1.0,6.0,3.0,8.0,2.0,,,,,1.0,2009.0,3.0,,,,,212404012.0,2.0,212404.0,21.0,2.0,4.0,4.0,12.0
3327,212404013001.0,0.0,,,,1.0,6.0,3.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,212404013.0,1.0,212404.0,21.0,2.0,4.0,4.0,13.0
3335,212404013002.0,0.0,,,,1.0,6.0,3.0,4.0,2.0,,,,,0.0,2009.0,1.0,,,,,212404013.0,2.0,212404.0,21.0,2.0,4.0,4.0,13.0
3343,212404014001.0,0.0,,,,1.0,6.0,2.0,2.0,2.0,,,,,0.0,2009.0,1.0,,,,,212404014.0,1.0,212404.0,21.0,2.0,4.0,4.0,14.0
3350,212404014002.0,0.0,,,,1.0,5.0,2.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,212404014.0,2.0,212404.0,21.0,2.0,4.0,4.0,14.0
3352,212404014004.0,0.0,,,,1.0,4.0,1.0,7.0,2.0,,,,,0.0,2009.0,1.0,,,,,212404014.0,4.0,212404.0,21.0,2.0,4.0,4.0,14.0
3364,212404015001.0,0.0,,,,1.0,6.0,1.0,2.0,2.0,,,,,0.0,2009.0,1.0,,,,,212404015.0,1.0,212404.0,21.0,2.0,4.0,4.0,15.0
3372,212404015002.0,0.0,,,,1.0,6.0,2.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,212404015.0,2.0,212404.0,21.0,2.0,4.0,4.0,15.0
3376,212404018001.0,1.0,6.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,212404018.0,1.0,212404.0,21.0,2.0,4.0,4.0,18.0
3381,212404063001.0,1.0,6.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,212404063.0,1.0,212404.0,21.0,2.0,4.0,4.0,63.0
3384,212404064001.0,0.0,,,,1.0,6.0,1.0,3.0,2.0,,,,,1.0,2009.0,1.0,,,,,212404064.0,1.0,212404.0,21.0,2.0,4.0,4.0,64.0
3391,212404121001.0,1.0,4.0,2.0,2.0,1.0,6.0,3.0,2.0,2.0,,,,,1.0,2009.0,3.0,,,,,212404121.0,1.0,212404.0,21.0,2.0,4.0,4.0,121.0
3393,212404121002.0,0.0,,,,1.0,3.0,2.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,212404121.0,2.0,212404.0,21.0,2.0,4.0,4.0,121.0
3398,231103001001.0,1.0,3.0,7.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103001.0,1.0,231103.0,23.0,1.0,1.0,3.0,1.0
3403,231103001002.0,1.0,8.0,5.0,9.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103001.0,2.0,231103.0,23.0,1.0,1.0,3.0,1.0
3424,231103004001.0,1.0,1.0,7.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103004.0,1.0,231103.0,23.0,1.0,1.0,3.0,4.0
3428,231103004081.0,1.0,1.0,7.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103004.0,81.0,231103.0,23.0,1.0,1.0,3.0,4.0
3431,231103005001.0,1.0,7.0,3.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103005.0,1.0,231103.0,23.0,1.0,1.0,3.0,5.0
3451,231103006002.0,0.0,,,,1.0,2.0,2.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,231103006.0,2.0,231103.0,23.0,1.0,1.0,3.0,6.0
3464,231103007002.0,1.0,2.0,3.0,6.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103007.0,2.0,231103.0,23.0,1.0,1.0,3.0,7.0
3467,231103008001.0,1.0,8.0,7.0,10.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103008.0,1.0,231103.0,23.0,1.0,1.0,3.0,8.0
3473,231103008002.0,1.0,1.0,2.0,10.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103008.0,2.0,231103.0,23.0,1.0,1.0,3.0,8.0
3482,231103009002.0,0.0,,,,1.0,12.0,3.0,2.0,2.0,,,,,1.0,2009.0,1.0,,,,,231103009.0,2.0,231103.0,23.0,1.0,1.0,3.0,9.0
3504,231103013001.0,1.0,3.0,2.0,8.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103013.0,1.0,231103.0,23.0,1.0,1.0,3.0,13.0
3509,231103013002.0,1.0,2.0,2.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103013.0,2.0,231103.0,23.0,1.0,1.0,3.0,13.0
3524,231103014002.0,1.0,2.0,7.0,8.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103014.0,2.0,231103.0,23.0,1.0,1.0,3.0,14.0
3542,231103016002.0,1.0,4.0,3.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103016.0,2.0,231103.0,23.0,1.0,1.0,3.0,16.0
3549,231103018001.0,1.0,3.0,2.0,7.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103018.0,1.0,231103.0,23.0,1.0,1.0,3.0,18.0
3555,231103018002.0,1.0,2.0,1.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103018.0,2.0,231103.0,23.0,1.0,1.0,3.0,18.0
3577,231103020001.0,1.0,1.0,1.0,8.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103020.0,1.0,231103.0,23.0,1.0,1.0,3.0,20.0
3584,231103081001.0,1.0,6.0,4.0,5.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103081.0,1.0,231103.0,23.0,1.0,1.0,3.0,81.0
3586,231103081002.0,1.0,1.0,2.0,6.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103081.0,2.0,231103.0,23.0,1.0,1.0,3.0,81.0
3589,231103101002.0,1.0,1.0,3.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231103101.0,2.0,231103.0,23.0,1.0,1.0,3.0,101.0
3596,231104001001.0,1.0,5.0,3.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104001.0,1.0,231104.0,23.0,1.0,1.0,4.0,1.0
3601,231104001002.0,1.0,5.0,3.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104001.0,2.0,231104.0,23.0,1.0,1.0,4.0,1.0
3610,231104003001.0,1.0,6.0,3.0,6.0,1.0,6.0,3.0,6.0,2.0,,,,,1.0,2009.0,3.0,,,,,231104003.0,1.0,231104.0,23.0,1.0,1.0,4.0,3.0
3614,231104003002.0,1.0,6.0,3.0,6.0,1.0,6.0,3.0,6.0,2.0,,,,,0.0,2009.0,3.0,,,,,231104003.0,2.0,231104.0,23.0,1.0,1.0,4.0,3.0
3619,231104004002.0,1.0,4.0,7.0,2.0,1.0,7.0,7.0,2.0,2.0,,,,,0.0,2009.0,3.0,,,,,231104004.0,2.0,231104.0,23.0,1.0,1.0,4.0,4.0
3620,231104004003.0,1.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,,,,,0.0,2009.0,3.0,,,,,231104004.0,3.0,231104.0,23.0,1.0,1.0,4.0,4.0
3621,231104004004.0,1.0,4.0,7.0,1.0,1.0,4.0,7.0,1.0,2.0,,,,,0.0,2009.0,3.0,,,,,231104004.0,4.0,231104.0,23.0,1.0,1.0,4.0,4.0
3622,231104004121.0,1.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,,,,,0.0,2009.0,3.0,,,,,231104004.0,121.0,231104.0,23.0,1.0,1.0,4.0,4.0
3624,231104005001.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,1.0,2009.0,3.0,,,,,231104005.0,1.0,231104.0,23.0,1.0,1.0,4.0,5.0
3629,231104006001.0,1.0,4.0,1.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104006.0,1.0,231104.0,23.0,1.0,1.0,4.0,6.0
3631,231104006002.0,1.0,4.0,1.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104006.0,2.0,231104.0,23.0,1.0,1.0,4.0,6.0
3636,231104007001.0,1.0,8.0,7.0,16.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104007.0,1.0,231104.0,23.0,1.0,1.0,4.0,7.0
3640,231104007002.0,1.0,8.0,7.0,16.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104007.0,2.0,231104.0,23.0,1.0,1.0,4.0,7.0
3644,231104008001.0,1.0,9.0,7.0,12.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104008.0,1.0,231104.0,23.0,1.0,1.0,4.0,8.0
3648,231104008002.0,1.0,9.0,7.0,10.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104008.0,2.0,231104.0,23.0,1.0,1.0,4.0,8.0
3649,231104008005.0,1.0,2.0,1.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104008.0,5.0,231104.0,23.0,1.0,1.0,4.0,8.0
3658,231104013001.0,1.0,4.0,7.0,6.0,1.0,4.0,7.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,231104013.0,1.0,231104.0,23.0,1.0,1.0,4.0,13.0
3661,231104013002.0,1.0,4.0,7.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104013.0,2.0,231104.0,23.0,1.0,1.0,4.0,13.0
3669,231104015001.0,1.0,5.0,7.0,4.0,1.0,5.0,7.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,231104015.0,1.0,231104.0,23.0,1.0,1.0,4.0,15.0
3674,231104015002.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,231104015.0,2.0,231104.0,23.0,1.0,1.0,4.0,15.0
3688,231104017003.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,2.0,,,,,0.0,2009.0,3.0,,,,,231104017.0,3.0,231104.0,23.0,1.0,1.0,4.0,17.0
3693,231104017004.0,1.0,6.0,7.0,7.0,1.0,6.0,7.0,7.0,2.0,,,,,1.0,2009.0,3.0,,,,,231104017.0,4.0,231104.0,23.0,1.0,1.0,4.0,17.0
3698,231104018001.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,6.0,2.0,,,,,1.0,2009.0,3.0,,,,,231104018.0,1.0,231104.0,23.0,1.0,1.0,4.0,18.0
3703,231104018002.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,6.0,2.0,,,,,0.0,2009.0,3.0,,,,,231104018.0,2.0,231104.0,23.0,1.0,1.0,4.0,18.0
3710,231104020002.0,1.0,-9.0,6.0,10.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104020.0,2.0,231104.0,23.0,1.0,1.0,4.0,20.0
3713,231104061001.0,1.0,6.0,7.0,3.0,1.0,6.0,7.0,2.0,2.0,,,,,1.0,2009.0,3.0,,,,,231104061.0,1.0,231104.0,23.0,1.0,1.0,4.0,61.0
3716,231104061002.0,1.0,6.0,7.0,5.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104061.0,2.0,231104.0,23.0,1.0,1.0,4.0,61.0
3718,231104081001.0,1.0,4.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104081.0,1.0,231104.0,23.0,1.0,1.0,4.0,81.0
3719,231104081002.0,1.0,4.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104081.0,2.0,231104.0,23.0,1.0,1.0,4.0,81.0
3721,231104101001.0,1.0,4.0,2.0,2.0,1.0,4.0,4.0,6.0,2.0,,,,,1.0,2009.0,3.0,,,,,231104101.0,1.0,231104.0,23.0,1.0,1.0,4.0,101.0
3723,231104101002.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,5.0,2.0,,,,,0.0,2009.0,3.0,,,,,231104101.0,2.0,231104.0,23.0,1.0,1.0,4.0,101.0
3725,231104102001.0,1.0,5.0,7.0,8.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104102.0,1.0,231104.0,23.0,1.0,1.0,4.0,102.0
3727,231104102002.0,1.0,5.0,7.0,8.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231104102.0,2.0,231104.0,23.0,1.0,1.0,4.0,102.0
3732,231203001002.0,1.0,3.0,2.0,10.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231203001.0,2.0,231203.0,23.0,1.0,2.0,3.0,1.0
3734,231203001004.0,1.0,4.0,5.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231203001.0,4.0,231203.0,23.0,1.0,2.0,3.0,1.0
3743,231203004001.0,1.0,4.0,7.0,10.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231203004.0,1.0,231203.0,23.0,1.0,2.0,3.0,4.0
3748,231203004002.0,1.0,10.0,7.0,10.0,1.0,4.0,5.0,6.0,2.0,,,,,1.0,2009.0,3.0,,,,,231203004.0,2.0,231203.0,23.0,1.0,2.0,3.0,4.0
3754,231203006001.0,1.0,10.0,7.0,10.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231203006.0,1.0,231203.0,23.0,1.0,2.0,3.0,6.0
3761,231203006002.0,1.0,10.0,7.0,10.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231203006.0,2.0,231203.0,23.0,1.0,2.0,3.0,6.0
3770,231203007001.0,1.0,8.0,7.0,7.0,1.0,8.0,7.0,7.0,2.0,,,,,1.0,2009.0,3.0,,,,,231203007.0,1.0,231203.0,23.0,1.0,2.0,3.0,7.0
3776,231203007002.0,1.0,8.0,7.0,8.0,1.0,7.0,7.0,6.0,2.0,,,,,1.0,2009.0,3.0,,,,,231203007.0,2.0,231203.0,23.0,1.0,2.0,3.0,7.0
3786,231203008002.0,1.0,9.0,7.0,9.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231203008.0,2.0,231203.0,23.0,1.0,2.0,3.0,8.0
3800,231203013001.0,1.0,11.0,7.0,8.0,0.0,,,,,,,,,,2009.0,2.0,,,,,231203013.0,1.0,231203.0,23.0,1.0,2.0,3.0,13.0
