,idind,k2,k3,k4,k5,k6,k7,k7b,k7c,k12,k13,k13b,k13c,wave,k7d,k3a,k5a,k7a,k13a,k8,k9,k10,k11,hhid,line,commid,t1,t2,t3,t4,t5,k6a,k6b
94413,451204018002.0,1.0,30.0,1.0,60.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,451204018.0,2.0,451204.0,45.0,1.0,2.0,4.0,18.0,,
94429,451204018005.0,1.0,-99.0,1.0,30.0,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,451204018.0,5.0,451204.0,45.0,1.0,2.0,4.0,18.0,,
94461,451204020001.0,0.0,,1.0,10.0,1.0,20.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,451204020.0,1.0,451204.0,45.0,1.0,2.0,4.0,20.0,,
94471,451204020002.0,1.0,60.0,1.0,120.0,1.0,60.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,451204020.0,2.0,451204.0,45.0,1.0,2.0,4.0,20.0,,
94482,451204020121.0,1.0,30.0,1.0,60.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,451204020.0,121.0,451204.0,45.0,1.0,2.0,4.0,20.0,,
94502,451204042001.0,1.0,20.0,1.0,40.0,1.0,18.0,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,451204042.0,1.0,451204.0,45.0,1.0,2.0,4.0,42.0,,
94524,451204044001.0,0.0,,1.0,20.0,0.0,,1.0,30.0,1.0,40.0,0.0,,2009.0,,,,,,,,,,451204044.0,1.0,451204.0,45.0,1.0,2.0,4.0,44.0,,
94531,451204044002.0,1.0,30.0,1.0,60.0,1.0,60.0,1.0,60.0,1.0,42.0,0.0,,2009.0,,,,,,,,,,451204044.0,2.0,451204.0,45.0,1.0,2.0,4.0,44.0,,
94541,451204044005.0,0.0,,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,451204044.0,5.0,451204.0,45.0,1.0,2.0,4.0,44.0,,
94551,451204045001.0,0.0,,0.0,,1.0,10.0,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,451204045.0,1.0,451204.0,45.0,1.0,2.0,4.0,45.0,,
94555,451204045002.0,1.0,-99.0,1.0,25.0,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,451204045.0,2.0,451204.0,45.0,1.0,2.0,4.0,45.0,,
94561,451204045003.0,1.0,-99.0,1.0,-99.0,1.0,-99.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,451204045.0,3.0,451204.0,45.0,1.0,2.0,4.0,45.0,,
94565,451204045005.0,1.0,-88.0,1.0,30.0,1.0,10.0,1.0,10.0,0.0,,1.0,1.0,2009.0,,,,,,,,,,451204045.0,5.0,451204.0,45.0,1.0,2.0,4.0,45.0,,
94579,451204081001.0,1.0,-88.0,1.0,30.0,0.0,,0.0,,1.0,5.0,0.0,,2009.0,,,,,,,,,,451204081.0,1.0,451204.0,45.0,1.0,2.0,4.0,81.0,,
94583,451204081002.0,1.0,120.0,1.0,60.0,1.0,60.0,1.0,30.0,1.0,20.0,0.0,,2009.0,,,,,,,,,,451204081.0,2.0,451204.0,45.0,1.0,2.0,4.0,81.0,,
94586,451204081004.0,1.0,5.0,0.0,,0.0,,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,451204081.0,4.0,451204.0,45.0,1.0,2.0,4.0,81.0,,
94590,451204082001.0,1.0,30.0,0.0,,0.0,,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,451204082.0,1.0,451204.0,45.0,1.0,2.0,4.0,82.0,,
94594,451204082002.0,1.0,10.0,0.0,,1.0,20.0,1.0,15.0,1.0,10.0,0.0,,2009.0,,,,,,,,,,451204082.0,2.0,451204.0,45.0,1.0,2.0,4.0,82.0,,
94597,451204082003.0,0.0,,0.0,,1.0,20.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,451204082.0,3.0,451204.0,45.0,1.0,2.0,4.0,82.0,,
94600,451204082121.0,1.0,180.0,1.0,180.0,1.0,60.0,1.0,60.0,1.0,84.0,0.0,,2009.0,,,,,,,,,,451204082.0,121.0,451204.0,45.0,1.0,2.0,4.0,82.0,,
94606,451204121001.0,1.0,5.0,1.0,30.0,0.0,,0.0,,1.0,40.0,0.0,,2009.0,,,,,,,,,,451204121.0,1.0,451204.0,45.0,1.0,2.0,4.0,121.0,,
94613,451204121002.0,1.0,40.0,1.0,120.0,1.0,50.0,1.0,10.0,1.0,30.0,0.0,,2009.0,,,,,,,,,,451204121.0,2.0,451204.0,45.0,1.0,2.0,4.0,121.0,,
94616,451204121003.0,0.0,,1.0,40.0,1.0,15.0,1.0,15.0,1.0,8.0,0.0,,2009.0,,,,,,,,,,451204121.0,3.0,451204.0,45.0,1.0,2.0,4.0,121.0,,
94619,451204121004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,451204121.0,4.0,451204.0,45.0,1.0,2.0,4.0,121.0,,
94621,451204121005.0,0.0,,1.0,20.0,1.0,20.0,1.0,15.0,1.0,4.0,0.0,,2009.0,,,,,,,,,,451204121.0,5.0,451204.0,45.0,1.0,2.0,4.0,121.0,,
94628,451204122001.0,1.0,15.0,1.0,60.0,0.0,,0.0,,1.0,16.0,0.0,,2009.0,,,,,,,,,,451204122.0,1.0,451204.0,45.0,1.0,2.0,4.0,122.0,,
94634,451204122002.0,1.0,30.0,1.0,60.0,1.0,60.0,1.0,30.0,1.0,4.0,0.0,,2009.0,,,,,,,,,,451204122.0,2.0,451204.0,45.0,1.0,2.0,4.0,122.0,,
94643,451204122003.0,0.0,,1.0,60.0,0.0,,0.0,,1.0,8.0,0.0,,2009.0,,,,,,,,,,451204122.0,3.0,451204.0,45.0,1.0,2.0,4.0,122.0,,
94646,451204122004.0,1.0,30.0,1.0,60.0,1.0,60.0,1.0,30.0,1.0,30.0,0.0,,2009.0,,,,,,,,,,451204122.0,4.0,451204.0,45.0,1.0,2.0,4.0,122.0,,
94655,451204123001.0,1.0,20.0,1.0,30.0,1.0,15.0,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,451204123.0,1.0,451204.0,45.0,1.0,2.0,4.0,123.0,,
94662,451204123002.0,0.0,,1.0,-99.0,1.0,-99.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,451204123.0,2.0,451204.0,45.0,1.0,2.0,4.0,123.0,,
94669,451204123003.0,1.0,10.0,0.0,,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,451204123.0,3.0,451204.0,45.0,1.0,2.0,4.0,123.0,,
94673,451204123004.0,0.0,,0.0,,1.0,20.0,0.0,,1.0,7.0,0.0,,2009.0,,,,,,,,,,451204123.0,4.0,451204.0,45.0,1.0,2.0,4.0,123.0,,
94676,451204123005.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,451204123.0,5.0,451204.0,45.0,1.0,2.0,4.0,123.0,,
94685,451204142001.0,1.0,45.0,1.0,10.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,451204081.0,5.0,451204.0,45.0,1.0,2.0,4.0,81.0,,
94688,451204142002.0,1.0,30.0,1.0,20.0,1.0,120.0,1.0,60.0,1.0,35.0,0.0,,2009.0,,,,,,,,,,451204081.0,121.0,451204.0,45.0,1.0,2.0,4.0,81.0,,
94924,452102001001.0,1.0,20.0,0.0,,1.0,10.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102001.0,1.0,452102.0,45.0,2.0,1.0,2.0,1.0,,
94934,452102001002.0,0.0,,1.0,90.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,452102001.0,2.0,452102.0,45.0,2.0,1.0,2.0,1.0,,
94944,452102001003.0,0.0,,1.0,40.0,1.0,20.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452102001.0,3.0,452102.0,45.0,2.0,1.0,2.0,1.0,,
94952,452102002001.0,0.0,,1.0,120.0,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452102002.0,1.0,452102.0,45.0,2.0,1.0,2.0,2.0,,
94961,452102002003.0,1.0,-88.0,0.0,,1.0,20.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452102002.0,3.0,452102.0,45.0,2.0,1.0,2.0,2.0,,
94974,452102002042.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102002.0,42.0,452102.0,45.0,2.0,1.0,2.0,2.0,,
94986,452102003002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102003.0,2.0,452102.0,45.0,2.0,1.0,2.0,3.0,,
94995,452102003003.0,0.0,,0.0,,1.0,10.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102003.0,3.0,452102.0,45.0,2.0,1.0,2.0,3.0,,
95009,452102003005.0,0.0,,1.0,120.0,1.0,20.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452102003.0,5.0,452102.0,45.0,2.0,1.0,2.0,3.0,,
95019,452102003006.0,1.0,30.0,1.0,90.0,1.0,10.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452102003.0,6.0,452102.0,45.0,2.0,1.0,2.0,3.0,,
95036,452102004001.0,0.0,,1.0,30.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,452102004.0,1.0,452102.0,45.0,2.0,1.0,2.0,4.0,,
95045,452102004002.0,1.0,30.0,0.0,,1.0,15.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102004.0,2.0,452102.0,45.0,2.0,1.0,2.0,4.0,,
95055,452102004003.0,0.0,,1.0,30.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,452102004.0,3.0,452102.0,45.0,2.0,1.0,2.0,4.0,,
95074,452102005001.0,1.0,10.0,1.0,90.0,1.0,10.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102005.0,1.0,452102.0,45.0,2.0,1.0,2.0,5.0,,
95083,452102005002.0,0.0,,1.0,60.0,1.0,10.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452102005.0,2.0,452102.0,45.0,2.0,1.0,2.0,5.0,,
95109,452102006002.0,1.0,30.0,1.0,60.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,452102006.0,2.0,452102.0,45.0,2.0,1.0,2.0,6.0,,
95114,452102006003.0,0.0,,0.0,,1.0,25.0,1.0,10.0,1.0,10.0,0.0,,2009.0,,,,,,,,,,452102006.0,3.0,452102.0,45.0,2.0,1.0,2.0,6.0,,
95124,452102006005.0,0.0,,1.0,50.0,1.0,10.0,1.0,10.0,1.0,18.0,0.0,,2009.0,,,,,,,,,,452102006.0,5.0,452102.0,45.0,2.0,1.0,2.0,6.0,,
95129,452102006121.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102006.0,121.0,452102.0,45.0,2.0,1.0,2.0,6.0,,
95137,452102007001.0,1.0,30.0,0.0,,1.0,20.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102007.0,1.0,452102.0,45.0,2.0,1.0,2.0,7.0,,
95152,452102007003.0,0.0,,1.0,60.0,1.0,20.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102007.0,3.0,452102.0,45.0,2.0,1.0,2.0,7.0,,
95165,452102007022.0,0.0,,1.0,120.0,1.0,20.0,1.0,30.0,1.0,56.0,0.0,,2009.0,,,,,,,,,,452102007.0,22.0,452102.0,45.0,2.0,1.0,2.0,7.0,,
95171,452102007023.0,0.0,,0.0,,1.0,20.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102007.0,23.0,452102.0,45.0,2.0,1.0,2.0,7.0,,
95173,452102007121.0,0.0,,0.0,,1.0,30.0,1.0,20.0,1.0,6.0,0.0,,2009.0,,,,,,,,,,452102007.0,121.0,452102.0,45.0,2.0,1.0,2.0,7.0,,
95183,452102008001.0,1.0,40.0,1.0,20.0,1.0,10.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102008.0,1.0,452102.0,45.0,2.0,1.0,2.0,8.0,,
95201,452102008003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102008.0,3.0,452102.0,45.0,2.0,1.0,2.0,8.0,,
95220,452102009001.0,1.0,30.0,1.0,80.0,1.0,20.0,1.0,10.0,1.0,10.0,0.0,,2009.0,,,,,,,,,,452102009.0,1.0,452102.0,45.0,2.0,1.0,2.0,9.0,,
95229,452102009002.0,1.0,30.0,1.0,40.0,1.0,20.0,1.0,10.0,1.0,3.0,0.0,,2009.0,,,,,,,,,,452102009.0,2.0,452102.0,45.0,2.0,1.0,2.0,9.0,,
95247,452102010001.0,0.0,,1.0,60.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102010.0,1.0,452102.0,45.0,2.0,1.0,2.0,10.0,,
95257,452102010121.0,1.0,20.0,1.0,40.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,452102010.0,121.0,452102.0,45.0,2.0,1.0,2.0,10.0,,
95271,452102011002.0,1.0,30.0,1.0,40.0,1.0,30.0,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,452102011.0,2.0,452102.0,45.0,2.0,1.0,2.0,11.0,,
95280,452102011004.0,1.0,40.0,1.0,30.0,1.0,40.0,1.0,5.0,0.0,,0.0,,2009.0,,,,,,,,,,452102011.0,4.0,452102.0,45.0,2.0,1.0,2.0,11.0,,
95292,452102012001.0,1.0,60.0,1.0,60.0,1.0,30.0,1.0,10.0,0.0,,1.0,8.0,2009.0,,,,,,,,,,452102012.0,1.0,452102.0,45.0,2.0,1.0,2.0,12.0,,
95301,452102012002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102012.0,2.0,452102.0,45.0,2.0,1.0,2.0,12.0,,
95326,452102013001.0,1.0,30.0,1.0,30.0,0.0,,0.0,,1.0,25.0,0.0,,2009.0,,,,,,,,,,452102013.0,1.0,452102.0,45.0,2.0,1.0,2.0,13.0,,
95336,452102013002.0,1.0,30.0,1.0,40.0,1.0,50.0,1.0,10.0,1.0,60.0,0.0,,2009.0,,,,,,,,,,452102013.0,2.0,452102.0,45.0,2.0,1.0,2.0,13.0,,
95370,452102015001.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,14.0,2009.0,,,,,,,,,,452102015.0,1.0,452102.0,45.0,2.0,1.0,2.0,15.0,,
95379,452102015002.0,1.0,50.0,1.0,50.0,1.0,50.0,1.0,10.0,0.0,,1.0,60.0,2009.0,,,,,,,,,,452102015.0,2.0,452102.0,45.0,2.0,1.0,2.0,15.0,,
95395,452102015101.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,14.0,2009.0,,,,,,,,,,452102015.0,101.0,452102.0,45.0,2.0,1.0,2.0,15.0,,
95406,452102016002.0,1.0,30.0,1.0,120.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,452102016.0,2.0,452102.0,45.0,2.0,1.0,2.0,16.0,,
95418,452102016121.0,1.0,30.0,1.0,120.0,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452102016.0,121.0,452102.0,45.0,2.0,1.0,2.0,16.0,,
95428,452102017001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102017.0,1.0,452102.0,45.0,2.0,1.0,2.0,17.0,,
95437,452102017002.0,0.0,,1.0,60.0,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452102017.0,2.0,452102.0,45.0,2.0,1.0,2.0,17.0,,
95447,452102017003.0,1.0,20.0,1.0,60.0,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452102017.0,3.0,452102.0,45.0,2.0,1.0,2.0,17.0,,
95465,452102017006.0,1.0,-88.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102017.0,6.0,452102.0,45.0,2.0,1.0,2.0,17.0,,
95478,452102018001.0,1.0,20.0,1.0,50.0,1.0,20.0,1.0,10.0,1.0,50.0,0.0,,2009.0,,,,,,,,,,452102018.0,1.0,452102.0,45.0,2.0,1.0,2.0,18.0,,
95487,452102018002.0,1.0,-88.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102018.0,2.0,452102.0,45.0,2.0,1.0,2.0,18.0,,
95494,452102018003.0,1.0,-88.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102018.0,3.0,452102.0,45.0,2.0,1.0,2.0,18.0,,
95500,452102018121.0,0.0,,1.0,60.0,1.0,30.0,1.0,10.0,1.0,60.0,0.0,,2009.0,,,,,,,,,,452102018.0,121.0,452102.0,45.0,2.0,1.0,2.0,18.0,,
95539,452102020002.0,1.0,40.0,1.0,120.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,452102020.0,2.0,452102.0,45.0,2.0,1.0,2.0,20.0,,
95561,452102041001.0,1.0,-88.0,1.0,30.0,1.0,15.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452102041.0,1.0,452102.0,45.0,2.0,1.0,2.0,41.0,,
95578,452102042001.0,0.0,,1.0,90.0,1.0,10.0,0.0,,1.0,7.0,0.0,,2009.0,,,,,,,,,,452102042.0,1.0,452102.0,45.0,2.0,1.0,2.0,42.0,,
95585,452102042002.0,0.0,,1.0,90.0,1.0,20.0,1.0,10.0,1.0,7.0,0.0,,2009.0,,,,,,,,,,452102042.0,2.0,452102.0,45.0,2.0,1.0,2.0,42.0,,
95595,452102042081.0,1.0,-88.0,0.0,,1.0,20.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452102042.0,81.0,452102.0,45.0,2.0,1.0,2.0,42.0,,
95598,452102042082.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102042.0,82.0,452102.0,45.0,2.0,1.0,2.0,42.0,,
95611,452102061001.0,1.0,30.0,1.0,40.0,1.0,40.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452102061.0,1.0,452102.0,45.0,2.0,1.0,2.0,61.0,,
95620,452102061002.0,0.0,,1.0,40.0,1.0,40.0,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,452102061.0,2.0,452102.0,45.0,2.0,1.0,2.0,61.0,,
95642,452102102001.0,1.0,20.0,1.0,50.0,1.0,10.0,1.0,5.0,0.0,,0.0,,2009.0,,,,,,,,,,452102102.0,1.0,452102.0,45.0,2.0,1.0,2.0,102.0,,
95649,452102102003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452102102.0,3.0,452102.0,45.0,2.0,1.0,2.0,102.0,,
95656,452102103001.0,1.0,20.0,1.0,120.0,1.0,30.0,1.0,10.0,1.0,12.0,0.0,,2009.0,,,,,,,,,,452102103.0,1.0,452102.0,45.0,2.0,1.0,2.0,103.0,,
95671,452102121001.0,1.0,10.0,1.0,60.0,1.0,10.0,0.0,,1.0,7.0,0.0,,2009.0,,,,,,,,,,452102121.0,1.0,452102.0,45.0,2.0,1.0,2.0,121.0,,
95675,452102121002.0,1.0,-88.0,1.0,30.0,1.0,20.0,1.0,5.0,1.0,39.0,0.0,,2009.0,,,,,,,,,,452102121.0,2.0,452102.0,45.0,2.0,1.0,2.0,121.0,,
95676,452102121003.0,0.0,,0.0,,1.0,20.0,1.0,10.0,1.0,10.0,0.0,,2009.0,,,,,,,,,,452102121.0,3.0,452102.0,45.0,2.0,1.0,2.0,121.0,,
95683,452103001001.0,0.0,,0.0,,1.0,30.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103001.0,1.0,452103.0,45.0,2.0,1.0,3.0,1.0,,
95705,452103002001.0,1.0,-99.0,1.0,20.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103002.0,1.0,452103.0,45.0,2.0,1.0,3.0,2.0,,
95715,452103002002.0,0.0,,1.0,100.0,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452103002.0,2.0,452103.0,45.0,2.0,1.0,3.0,2.0,,
95739,452103002006.0,0.0,,0.0,,1.0,-99.0,9.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103002.0,6.0,452103.0,45.0,2.0,1.0,3.0,2.0,,
95754,452103003002.0,0.0,,1.0,120.0,1.0,60.0,1.0,30.0,1.0,28.0,0.0,,2009.0,,,,,,,,,,452103003.0,2.0,452103.0,45.0,2.0,1.0,3.0,3.0,,
95763,452103003003.0,1.0,-88.0,0.0,,1.0,30.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103003.0,3.0,452103.0,45.0,2.0,1.0,3.0,3.0,,
95772,452103003004.0,1.0,10.0,0.0,,0.0,,0.0,,1.0,7.0,0.0,,2009.0,,,,,,,,,,452103003.0,4.0,452103.0,45.0,2.0,1.0,3.0,3.0,,
95779,452103003121.0,1.0,30.0,1.0,120.0,1.0,30.0,1.0,20.0,1.0,60.0,0.0,,2009.0,,,,,,,,,,452103003.0,121.0,452103.0,45.0,2.0,1.0,3.0,3.0,,
95792,452103004002.0,1.0,20.0,1.0,50.0,1.0,10.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452103004.0,2.0,452103.0,45.0,2.0,1.0,3.0,4.0,,
95801,452103004003.0,1.0,20.0,1.0,100.0,1.0,10.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103004.0,3.0,452103.0,45.0,2.0,1.0,3.0,4.0,,
95808,452103004021.0,0.0,,0.0,,1.0,15.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103004.0,21.0,452103.0,45.0,2.0,1.0,3.0,4.0,,
95811,452103004061.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103004.0,61.0,452103.0,45.0,2.0,1.0,3.0,4.0,,
95820,452103005001.0,0.0,,1.0,60.0,1.0,20.0,1.0,10.0,1.0,14.0,0.0,,2009.0,,,,,,,,,,452103005.0,1.0,452103.0,45.0,2.0,1.0,3.0,5.0,,
95850,452103006001.0,0.0,,1.0,100.0,1.0,20.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452103006.0,1.0,452103.0,45.0,2.0,1.0,3.0,6.0,,
95860,452103006002.0,1.0,30.0,0.0,,1.0,20.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452103006.0,2.0,452103.0,45.0,2.0,1.0,3.0,6.0,,
95877,452103006006.0,1.0,20.0,1.0,30.0,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452103006.0,6.0,452103.0,45.0,2.0,1.0,3.0,6.0,,
95884,452103006081.0,0.0,,0.0,,1.0,15.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103006.0,81.0,452103.0,45.0,2.0,1.0,3.0,6.0,,
95886,452103006121.0,0.0,,1.0,30.0,1.0,20.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452103006.0,121.0,452103.0,45.0,2.0,1.0,3.0,6.0,,
95896,452103007001.0,1.0,30.0,1.0,90.0,1.0,60.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,452103007.0,1.0,452103.0,45.0,2.0,1.0,3.0,7.0,,
95902,452103007002.0,0.0,,0.0,,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452103007.0,2.0,452103.0,45.0,2.0,1.0,3.0,7.0,,
95916,452103007082.0,1.0,-99.0,1.0,40.0,1.0,20.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103007.0,82.0,452103.0,45.0,2.0,1.0,3.0,7.0,,
95920,452103007083.0,0.0,,1.0,30.0,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452103007.0,83.0,452103.0,45.0,2.0,1.0,3.0,7.0,,
95928,452103008001.0,1.0,-99.0,0.0,,0.0,,0.0,,1.0,7.0,0.0,,2009.0,,,,,,,,,,452103008.0,1.0,452103.0,45.0,2.0,1.0,3.0,8.0,,
95938,452103008002.0,1.0,40.0,1.0,60.0,1.0,60.0,1.0,20.0,1.0,70.0,0.0,,2009.0,,,,,,,,,,452103008.0,2.0,452103.0,45.0,2.0,1.0,3.0,8.0,,
95963,452103008122.0,1.0,20.0,0.0,,0.0,,1.0,5.0,0.0,,0.0,,2009.0,,,,,,,,,,452103008.0,122.0,452103.0,45.0,2.0,1.0,3.0,8.0,,
95973,452103009001.0,0.0,,1.0,60.0,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452103009.0,1.0,452103.0,45.0,2.0,1.0,3.0,9.0,,
95982,452103009002.0,0.0,,1.0,60.0,1.0,30.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103009.0,2.0,452103.0,45.0,2.0,1.0,3.0,9.0,,
95990,452103009004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103009.0,4.0,452103.0,45.0,2.0,1.0,3.0,9.0,,
96001,452103009061.0,1.0,10.0,0.0,,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452103009.0,61.0,452103.0,45.0,2.0,1.0,3.0,9.0,,
96003,452103009062.0,0.0,,0.0,,1.0,15.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452103009.0,62.0,452103.0,45.0,2.0,1.0,3.0,9.0,,
96012,452103010001.0,0.0,,0.0,,1.0,20.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103010.0,1.0,452103.0,45.0,2.0,1.0,3.0,10.0,,
96021,452103010002.0,0.0,,1.0,60.0,1.0,30.0,1.0,10.0,1.0,50.0,0.0,,2009.0,,,,,,,,,,452103010.0,2.0,452103.0,45.0,2.0,1.0,3.0,10.0,,
96030,452103010003.0,1.0,20.0,1.0,30.0,1.0,20.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103010.0,3.0,452103.0,45.0,2.0,1.0,3.0,10.0,,
96038,452103010004.0,1.0,20.0,1.0,30.0,1.0,60.0,0.0,,1.0,30.0,0.0,,2009.0,,,,,,,,,,452103010.0,4.0,452103.0,45.0,2.0,1.0,3.0,10.0,,
96051,452103010081.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103010.0,81.0,452103.0,45.0,2.0,1.0,3.0,10.0,,
96071,452103012002.0,0.0,,1.0,60.0,1.0,15.0,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,452103012.0,2.0,452103.0,45.0,2.0,1.0,3.0,12.0,,
96093,452103013001.0,0.0,,0.0,,1.0,10.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103013.0,1.0,452103.0,45.0,2.0,1.0,3.0,13.0,,
96103,452103013002.0,1.0,30.0,1.0,30.0,1.0,15.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452103013.0,2.0,452103.0,45.0,2.0,1.0,3.0,13.0,,
96128,452103013007.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,452103013.0,7.0,452103.0,45.0,2.0,1.0,3.0,13.0,,
96139,452103014001.0,1.0,30.0,1.0,30.0,1.0,10.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,452103014.0,1.0,452103.0,45.0,2.0,1.0,3.0,14.0,,
