,idind,k2,k3,k4,k5,k6,k7,k7b,k7c,k12,k13,k13b,k13c,wave,k7d,k3a,k5a,k7a,k13a,k8,k9,k10,k11,hhid,line,commid,t1,t2,t3,t4,t5,k6a,k6b
76061,422404001007.0,1.0,30.0,0.0,,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,422404001.0,7.0,422404.0,42.0,2.0,4.0,4.0,1.0,,
76069,422404001081.0,1.0,40.0,1.0,40.0,1.0,50.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,422404001.0,81.0,422404.0,42.0,2.0,4.0,4.0,1.0,,
76074,422404001084.0,1.0,30.0,0.0,,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,422404001.0,84.0,422404.0,42.0,2.0,4.0,4.0,1.0,,
76084,422404002001.0,1.0,5.0,1.0,20.0,1.0,20.0,1.0,5.0,0.0,,0.0,,2009.0,,,,,,,,,,422404002.0,1.0,422404.0,42.0,2.0,4.0,4.0,2.0,,
76099,422404003001.0,0.0,,1.0,40.0,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,422404003.0,1.0,422404.0,42.0,2.0,4.0,4.0,3.0,,
76109,422404003002.0,1.0,30.0,1.0,40.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,422404003.0,2.0,422404.0,42.0,2.0,4.0,4.0,3.0,,
76126,422404004001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,422404004.0,1.0,422404.0,42.0,2.0,4.0,4.0,4.0,,
76141,422404004005.0,1.0,7.0,1.0,50.0,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,422404004.0,5.0,422404.0,42.0,2.0,4.0,4.0,4.0,,
76148,422404004031.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,422404004.0,31.0,422404.0,42.0,2.0,4.0,4.0,4.0,,
76164,422404005061.0,1.0,10.0,1.0,90.0,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,422404005.0,61.0,422404.0,42.0,2.0,4.0,4.0,5.0,,
76171,422404005063.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,422404005.0,63.0,422404.0,42.0,2.0,4.0,4.0,5.0,,
76183,422404006003.0,1.0,30.0,1.0,40.0,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,422404006.0,3.0,422404.0,42.0,2.0,4.0,4.0,6.0,,
76219,422404008001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,422404008.0,1.0,422404.0,42.0,2.0,4.0,4.0,8.0,,
76227,422404008002.0,1.0,30.0,1.0,60.0,1.0,40.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,422404008.0,2.0,422404.0,42.0,2.0,4.0,4.0,8.0,,
76252,422404009001.0,1.0,30.0,1.0,40.0,1.0,30.0,1.0,30.0,1.0,15.0,0.0,,2009.0,,,,,,,,,,422404009.0,1.0,422404.0,42.0,2.0,4.0,4.0,9.0,,
76262,422404009002.0,0.0,,1.0,40.0,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,422404009.0,2.0,422404.0,42.0,2.0,4.0,4.0,9.0,,
76281,422404009042.0,1.0,30.0,0.0,,1.0,50.0,1.0,30.0,1.0,10.0,0.0,,2009.0,,,,,,,,,,422404009.0,42.0,422404.0,42.0,2.0,4.0,4.0,9.0,,
76282,422404009121.0,1.0,30.0,1.0,40.0,1.0,50.0,1.0,30.0,1.0,50.0,0.0,,2009.0,,,,,,,,,,422404009.0,121.0,422404.0,42.0,2.0,4.0,4.0,9.0,,
76299,422404010002.0,1.0,30.0,1.0,60.0,1.0,40.0,1.0,25.0,0.0,,0.0,,2009.0,,,,,,,,,,422404010.0,2.0,422404.0,42.0,2.0,4.0,4.0,10.0,,
76305,422404010003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,422404010.0,3.0,422404.0,42.0,2.0,4.0,4.0,10.0,,
76314,422404010081.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,422404010.0,81.0,422404.0,42.0,2.0,4.0,4.0,10.0,,
76341,422404011004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,422404011.0,4.0,422404.0,42.0,2.0,4.0,4.0,11.0,,
76348,422404011061.0,0.0,,1.0,90.0,1.0,30.0,1.0,15.0,1.0,15.0,0.0,,2009.0,,,,,,,,,,422404011.0,61.0,422404.0,42.0,2.0,4.0,4.0,11.0,,
76350,422404011062.0,0.0,,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,422404011.0,62.0,422404.0,42.0,2.0,4.0,4.0,11.0,,
76359,422404012001.0,1.0,30.0,1.0,25.0,1.0,20.0,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,422404012.0,1.0,422404.0,42.0,2.0,4.0,4.0,12.0,,
76378,422404012121.0,1.0,30.0,1.0,30.0,1.0,20.0,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,422404012.0,121.0,422404.0,42.0,2.0,4.0,4.0,12.0,,
76388,422404013001.0,1.0,15.0,1.0,60.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,422404013.0,1.0,422404.0,42.0,2.0,4.0,4.0,13.0,,
76414,422404014001.0,1.0,40.0,1.0,30.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,422404014.0,1.0,422404.0,42.0,2.0,4.0,4.0,14.0,,
76423,422404014002.0,1.0,40.0,1.0,30.0,1.0,30.0,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,422404014.0,2.0,422404.0,42.0,2.0,4.0,4.0,14.0,,
76443,422404015001.0,1.0,6.0,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,422404015.0,1.0,422404.0,42.0,2.0,4.0,4.0,15.0,,
76452,422404015002.0,1.0,5.0,1.0,30.0,1.0,35.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,422404015.0,2.0,422404.0,42.0,2.0,4.0,4.0,15.0,,
76476,422404016001.0,1.0,10.0,1.0,30.0,1.0,20.0,1.0,10.0,1.0,70.0,0.0,,2009.0,,,,,,,,,,422404016.0,1.0,422404.0,42.0,2.0,4.0,4.0,16.0,,
76486,422404016002.0,0.0,,0.0,,0.0,,1.0,5.0,1.0,10.0,0.0,,2009.0,,,,,,,,,,422404016.0,2.0,422404.0,42.0,2.0,4.0,4.0,16.0,,
76504,422404016102.0,0.0,,1.0,60.0,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,422404016.0,102.0,422404.0,42.0,2.0,4.0,4.0,16.0,,
76518,422404017002.0,1.0,5.0,1.0,20.0,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,422404017.0,2.0,422404.0,42.0,2.0,4.0,4.0,17.0,,
76535,422404018001.0,1.0,30.0,1.0,30.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,422404018.0,1.0,422404.0,42.0,2.0,4.0,4.0,18.0,,
76545,422404018002.0,1.0,60.0,1.0,30.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,422404018.0,2.0,422404.0,42.0,2.0,4.0,4.0,18.0,,
76556,422404018005.0,0.0,,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,422404018.0,5.0,422404.0,42.0,2.0,4.0,4.0,18.0,,
76564,422404019001.0,1.0,5.0,1.0,40.0,1.0,30.0,1.0,5.0,0.0,,0.0,,2009.0,,,,,,,,,,422404019.0,1.0,422404.0,42.0,2.0,4.0,4.0,19.0,,
76580,422404019003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,422404019.0,3.0,422404.0,42.0,2.0,4.0,4.0,19.0,,
76595,422404019082.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,422404019.0,82.0,422404.0,42.0,2.0,4.0,4.0,19.0,,
76602,422404020001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,422404020.0,1.0,422404.0,42.0,2.0,4.0,4.0,20.0,,
76614,422404020031.0,1.0,40.0,1.0,90.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,422404020.0,31.0,422404.0,42.0,2.0,4.0,4.0,20.0,,
76620,422404020061.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,422404020.0,61.0,422404.0,42.0,2.0,4.0,4.0,20.0,,
76634,422404061002.0,0.0,,1.0,60.0,1.0,20.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,422404061.0,2.0,422404.0,42.0,2.0,4.0,4.0,61.0,,
76660,431101001001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101001.0,1.0,431101.0,43.0,1.0,1.0,1.0,1.0,,
76669,431101001002.0,1.0,120.0,1.0,180.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431101001.0,2.0,431101.0,43.0,1.0,1.0,1.0,1.0,,
76675,431101001003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101001.0,3.0,431101.0,43.0,1.0,1.0,1.0,1.0,,
76708,431101004001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101004.0,1.0,431101.0,43.0,1.0,1.0,1.0,4.0,,
76718,431101004002.0,1.0,60.0,1.0,60.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431101004.0,2.0,431101.0,43.0,1.0,1.0,1.0,4.0,,
76726,431101004003.0,1.0,30.0,1.0,30.0,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,431101004.0,3.0,431101.0,43.0,1.0,1.0,1.0,4.0,,
76734,431101004121.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101004.0,121.0,431101.0,43.0,1.0,1.0,1.0,4.0,,
76740,431101005001.0,0.0,,0.0,,0.0,,0.0,,1.0,20.0,0.0,,2009.0,,,,,,,,,,431101005.0,1.0,431101.0,43.0,1.0,1.0,1.0,5.0,,
76746,431101005002.0,1.0,60.0,1.0,120.0,1.0,60.0,1.0,30.0,1.0,12.0,0.0,,2009.0,,,,,,,,,,431101005.0,2.0,431101.0,43.0,1.0,1.0,1.0,5.0,,
76749,431101005003.0,1.0,-88.0,0.0,,0.0,,0.0,,1.0,14.0,0.0,,2009.0,,,,,,,,,,431101005.0,3.0,431101.0,43.0,1.0,1.0,1.0,5.0,,
76753,431101005004.0,0.0,,0.0,,1.0,30.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101005.0,4.0,431101.0,43.0,1.0,1.0,1.0,5.0,,
76756,431101005121.0,1.0,-88.0,0.0,,1.0,60.0,1.0,60.0,1.0,42.0,0.0,,2009.0,,,,,,,,,,431101005.0,121.0,431101.0,43.0,1.0,1.0,1.0,5.0,,
76759,431101005122.0,1.0,-88.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101005.0,122.0,431101.0,43.0,1.0,1.0,1.0,5.0,,
76768,431101006001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101006.0,1.0,431101.0,43.0,1.0,1.0,1.0,6.0,,
76777,431101006002.0,1.0,30.0,1.0,120.0,1.0,60.0,1.0,150.0,0.0,,0.0,,2009.0,,,,,,,,,,431101006.0,2.0,431101.0,43.0,1.0,1.0,1.0,6.0,,
76783,431101006003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101006.0,3.0,431101.0,43.0,1.0,1.0,1.0,6.0,,
76790,431101006004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101006.0,4.0,431101.0,43.0,1.0,1.0,1.0,6.0,,
76797,431101007001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101007.0,1.0,431101.0,43.0,1.0,1.0,1.0,7.0,,
76807,431101007002.0,1.0,30.0,1.0,30.0,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,431101007.0,2.0,431101.0,43.0,1.0,1.0,1.0,7.0,,
76816,431101007004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101007.0,4.0,431101.0,43.0,1.0,1.0,1.0,7.0,,
76823,431101008001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101008.0,1.0,431101.0,43.0,1.0,1.0,1.0,8.0,,
76833,431101008002.0,1.0,30.0,1.0,110.0,1.0,40.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431101008.0,2.0,431101.0,43.0,1.0,1.0,1.0,8.0,,
76849,431101008004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101008.0,4.0,431101.0,43.0,1.0,1.0,1.0,8.0,,
76867,431101009002.0,9.0,,9.0,,9.0,,9.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101009.0,2.0,431101.0,43.0,1.0,1.0,1.0,9.0,,
76885,431101010001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101010.0,1.0,431101.0,43.0,1.0,1.0,1.0,10.0,,
76892,431101010002.0,1.0,60.0,1.0,180.0,1.0,-99.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431101010.0,2.0,431101.0,43.0,1.0,1.0,1.0,10.0,,
76899,431101010003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101010.0,3.0,431101.0,43.0,1.0,1.0,1.0,10.0,,
76905,431101010004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101010.0,4.0,431101.0,43.0,1.0,1.0,1.0,10.0,,
76910,431101010061.0,1.0,40.0,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,431101010.0,61.0,431101.0,43.0,1.0,1.0,1.0,10.0,,
76922,431101011001.0,1.0,30.0,1.0,30.0,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431101011.0,1.0,431101.0,43.0,1.0,1.0,1.0,11.0,,
76932,431101011002.0,1.0,60.0,1.0,30.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431101011.0,2.0,431101.0,43.0,1.0,1.0,1.0,11.0,,
76941,431101011003.0,0.0,,0.0,,0.0,,0.0,,1.0,2.0,0.0,,2009.0,,,,,,,,,,431101011.0,3.0,431101.0,43.0,1.0,1.0,1.0,11.0,,
76945,431101011081.0,0.0,,0.0,,0.0,,0.0,,1.0,60.0,0.0,,2009.0,,,,,,,,,,431101011.0,81.0,431101.0,43.0,1.0,1.0,1.0,11.0,,
76955,431101012001.0,1.0,60.0,1.0,90.0,0.0,,1.0,120.0,0.0,,0.0,,2009.0,,,,,,,,,,431101012.0,1.0,431101.0,43.0,1.0,1.0,1.0,12.0,,
76963,431101012002.0,1.0,30.0,1.0,30.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431101012.0,2.0,431101.0,43.0,1.0,1.0,1.0,12.0,,
76977,431101013001.0,0.0,,0.0,,0.0,,0.0,,1.0,6.0,0.0,,2009.0,,,,,,,,,,431101013.0,1.0,431101.0,43.0,1.0,1.0,1.0,13.0,,
76987,431101013002.0,1.0,60.0,1.0,150.0,1.0,60.0,1.0,90.0,1.0,14.0,0.0,,2009.0,,,,,,,,,,431101013.0,2.0,431101.0,43.0,1.0,1.0,1.0,13.0,,
76997,431101013005.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101013.0,5.0,431101.0,43.0,1.0,1.0,1.0,13.0,,
76998,431101013081.0,0.0,,0.0,,0.0,,0.0,,1.0,14.0,0.0,,2009.0,,,,,,,,,,431101013.0,81.0,431101.0,43.0,1.0,1.0,1.0,13.0,,
76999,431101013121.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101013.0,121.0,431101.0,43.0,1.0,1.0,1.0,13.0,,
77020,431101015001.0,0.0,,1.0,30.0,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,431101015.0,1.0,431101.0,43.0,1.0,1.0,1.0,15.0,,
77029,431101015002.0,1.0,20.0,1.0,120.0,1.0,10.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431101015.0,2.0,431101.0,43.0,1.0,1.0,1.0,15.0,,
77051,431101017002.0,1.0,60.0,1.0,120.0,1.0,120.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431101017.0,2.0,431101.0,43.0,1.0,1.0,1.0,17.0,,
77058,431101017003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101017.0,3.0,431101.0,43.0,1.0,1.0,1.0,17.0,,
77067,431101017004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101017.0,4.0,431101.0,43.0,1.0,1.0,1.0,17.0,,
77079,431101018001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101018.0,1.0,431101.0,43.0,1.0,1.0,1.0,18.0,,
77089,431101018002.0,1.0,90.0,1.0,150.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431101018.0,2.0,431101.0,43.0,1.0,1.0,1.0,18.0,,
77103,431101019001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101019.0,1.0,431101.0,43.0,1.0,1.0,1.0,19.0,,
77112,431101019002.0,1.0,30.0,1.0,50.0,1.0,40.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431101019.0,2.0,431101.0,43.0,1.0,1.0,1.0,19.0,,
77119,431101019003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101019.0,3.0,431101.0,43.0,1.0,1.0,1.0,19.0,,
77126,431101019004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101019.0,4.0,431101.0,43.0,1.0,1.0,1.0,19.0,,
77131,431101019021.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101019.0,21.0,431101.0,43.0,1.0,1.0,1.0,19.0,,
77142,431101020001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101020.0,1.0,431101.0,43.0,1.0,1.0,1.0,20.0,,
77152,431101020002.0,1.0,30.0,1.0,60.0,1.0,40.0,1.0,30.0,1.0,14.0,0.0,,2009.0,,,,,,,,,,431101020.0,2.0,431101.0,43.0,1.0,1.0,1.0,20.0,,
77162,431101020003.0,0.0,,0.0,,0.0,,0.0,,1.0,4.0,0.0,,2009.0,,,,,,,,,,431101020.0,3.0,431101.0,43.0,1.0,1.0,1.0,20.0,,
77167,431101020081.0,0.0,,0.0,,0.0,,0.0,,1.0,21.0,0.0,,2009.0,,,,,,,,,,431101020.0,81.0,431101.0,43.0,1.0,1.0,1.0,20.0,,
77183,431101042001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101042.0,1.0,431101.0,43.0,1.0,1.0,1.0,42.0,,
77190,431101042002.0,1.0,30.0,1.0,60.0,1.0,30.0,1.0,120.0,0.0,,0.0,,2009.0,,,,,,,,,,431101042.0,2.0,431101.0,43.0,1.0,1.0,1.0,42.0,,
77196,431101042003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101042.0,3.0,431101.0,43.0,1.0,1.0,1.0,42.0,,
77210,431101081002.0,1.0,30.0,1.0,30.0,1.0,30.0,1.0,40.0,0.0,,0.0,,2009.0,,,,,,,,,,431101081.0,2.0,431101.0,43.0,1.0,1.0,1.0,81.0,,
77212,431101081003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101081.0,3.0,431101.0,43.0,1.0,1.0,1.0,81.0,,
77213,431101081121.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431101081.0,121.0,431101.0,43.0,1.0,1.0,1.0,81.0,,
77216,431101082001.0,1.0,-88.0,0.0,,1.0,45.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431101082.0,1.0,431101.0,43.0,1.0,1.0,1.0,82.0,,
77223,431101082002.0,1.0,-88.0,1.0,40.0,1.0,45.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431101082.0,2.0,431101.0,43.0,1.0,1.0,1.0,82.0,,
77227,431101082003.0,1.0,15.0,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,431101082.0,3.0,431101.0,43.0,1.0,1.0,1.0,82.0,,
77235,431101083001.0,1.0,-88.0,1.0,120.0,1.0,60.0,1.0,60.0,1.0,35.0,0.0,,2009.0,,,,,,,,,,431101083.0,1.0,431101.0,43.0,1.0,1.0,1.0,83.0,,
77240,431101083002.0,0.0,,0.0,,0.0,,0.0,,1.0,10.0,0.0,,2009.0,,,,,,,,,,431101083.0,2.0,431101.0,43.0,1.0,1.0,1.0,83.0,,
77275,431102002002.0,1.0,40.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102002.0,2.0,431102.0,43.0,1.0,1.0,2.0,2.0,,
77282,431102002004.0,0.0,,1.0,60.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102002.0,4.0,431102.0,43.0,1.0,1.0,2.0,2.0,,
77286,431102002121.0,0.0,,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,431102002.0,121.0,431102.0,43.0,1.0,1.0,2.0,2.0,,
77292,431102003001.0,1.0,40.0,1.0,90.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431102003.0,1.0,431102.0,43.0,1.0,1.0,2.0,3.0,,
77301,431102003003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102003.0,3.0,431102.0,43.0,1.0,1.0,2.0,3.0,,
77304,431102003101.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102003.0,101.0,431102.0,43.0,1.0,1.0,2.0,3.0,,
77319,431102005001.0,1.0,50.0,1.0,120.0,1.0,60.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431102005.0,1.0,431102.0,43.0,1.0,1.0,2.0,5.0,,
77329,431102005003.0,1.0,-88.0,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,431102005.0,3.0,431102.0,43.0,1.0,1.0,2.0,5.0,,
77332,431102005062.0,0.0,,0.0,,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431102005.0,62.0,431102.0,43.0,1.0,1.0,2.0,5.0,,
77339,431102006001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102006.0,1.0,431102.0,43.0,1.0,1.0,2.0,6.0,,
77351,431102006003.0,1.0,-88.0,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,431102006.0,3.0,431102.0,43.0,1.0,1.0,2.0,6.0,,
77354,431102006061.0,1.0,10.0,1.0,60.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102006.0,61.0,431102.0,43.0,1.0,1.0,2.0,6.0,,
77360,431102006101.0,1.0,60.0,1.0,90.0,1.0,70.0,1.0,70.0,0.0,,0.0,,2009.0,,,,,,,,,,431102006.0,101.0,431102.0,43.0,1.0,1.0,2.0,6.0,,
77373,431102008001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102008.0,1.0,431102.0,43.0,1.0,1.0,2.0,8.0,,
77379,431102008002.0,0.0,,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,431102008.0,2.0,431102.0,43.0,1.0,1.0,2.0,8.0,,
77386,431102008003.0,1.0,30.0,0.0,,1.0,5.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431102008.0,3.0,431102.0,43.0,1.0,1.0,2.0,8.0,,
77400,431102008007.0,0.0,,1.0,120.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102008.0,7.0,431102.0,43.0,1.0,1.0,2.0,8.0,,
77515,431102017003.0,1.0,-88.0,0.0,,1.0,10.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431102017.0,3.0,431102.0,43.0,1.0,1.0,2.0,17.0,,
77538,431102020001.0,1.0,60.0,0.0,,0.0,,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431102020.0,1.0,431102.0,43.0,1.0,1.0,2.0,20.0,,
77548,431102020002.0,1.0,90.0,1.0,120.0,1.0,60.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431102020.0,2.0,431102.0,43.0,1.0,1.0,2.0,20.0,,
77553,431102020003.0,1.0,60.0,1.0,120.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102020.0,3.0,431102.0,43.0,1.0,1.0,2.0,20.0,,
77554,431102020101.0,1.0,40.0,1.0,80.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431102020.0,101.0,431102.0,43.0,1.0,1.0,2.0,20.0,,
77555,431102020102.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102020.0,102.0,431102.0,43.0,1.0,1.0,2.0,20.0,,
77560,431102041001.0,1.0,60.0,1.0,120.0,1.0,40.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431102041.0,1.0,431102.0,43.0,1.0,1.0,2.0,41.0,,
77575,431102042002.0,1.0,40.0,1.0,90.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431102042.0,2.0,431102.0,43.0,1.0,1.0,2.0,42.0,,
77580,431102042003.0,1.0,10.0,0.0,,1.0,40.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431102042.0,3.0,431102.0,43.0,1.0,1.0,2.0,42.0,,
77589,431102043001.0,0.0,,0.0,,0.0,,1.0,-99.0,0.0,,0.0,,2009.0,,,,,,,,,,431102043.0,1.0,431102.0,43.0,1.0,1.0,2.0,43.0,,
77596,431102043002.0,1.0,-99.0,1.0,-99.0,1.0,-99.0,1.0,-99.0,0.0,,0.0,,2009.0,,,,,,,,,,431102043.0,2.0,431102.0,43.0,1.0,1.0,2.0,43.0,,
77601,431102044002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102044.0,2.0,431102.0,43.0,1.0,1.0,2.0,44.0,,
77607,431102044061.0,0.0,,1.0,120.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102044.0,61.0,431102.0,43.0,1.0,1.0,2.0,44.0,,
